word	root	singular	plural	source
ووصينا	وصي	ووصينا		quran-word-index-fallback
ووضع	وضع	ووضع		quran-word-index-fallback
ووضعته	وضع	ووضعته		quran-word-index-fallback
ووضعنا	وضع	ووضعنا		quran-word-index-fallback
ووعدتكم	وعد	ووعدتكم		quran-word-index-fallback
ووفيت	وفي	ووفيت		quran-word-index-fallback
ووقانا	وقي	ووقانا		quran-word-index-fallback
ووقاهم	وقي	ووقاهم		quran-word-index-fallback
ووقع	وقع	ووقع		quran-word-index-fallback
وولدا	ولد	وولدا		quran-word-index-fallback
وولده	ولد	وولده		quran-word-index-fallback
ووهبنا	وهب	ووهبنا		quran-word-index-fallback
ويءت	ءتي	ويءت		quran-word-index-fallback
ويءتوا	ءتي	ويءتوا		quran-word-index-fallback
ويءتون	ءتي	ويءتون		quran-word-index-fallback
ويءثرون	ءثر	ويءثرون		quran-word-index-fallback
ويءخركم	ءخر	ويءخركم		quran-word-index-fallback
ويءمن	ءمن	ويءمن		quran-word-index-fallback
ويءمنون	ءمن	ويءمنون		quran-word-index-fallback
ويابا	ءبي	ويابا		quran-word-index-fallback
ويات	ءتي	ويات		quran-word-index-fallback
وياتوكم	ءتي	وياتوكم		quran-word-index-fallback
وياتينا	ءتي	وياتينا		quran-word-index-fallback
وياتيه	ءتي	وياتيه		quran-word-index-fallback
وياخذ	ءخذ	وياخذ		quran-word-index-fallback
وياسماء	سمو	وياسماء		quran-word-index-fallback
وياقوم	قوم	وياقوم		quran-word-index-fallback
وياكلون	ءكل	وياكلون		quran-word-index-fallback
ويامركم	ءمر	ويامركم		quran-word-index-fallback
ويامرون	ءمر	ويامرون		quran-word-index-fallback
ويامنوا	ءمن	ويامنوا		quran-word-index-fallback
ويبسطوا	بسط	ويبسطوا		quran-word-index-fallback
ويبشر	بشر	ويبشر		quran-word-index-fallback
ويبصرون	بصر	ويبصرون		quran-word-index-fallback
ويبصط	بسط	ويبصط		quran-word-index-fallback
ويبطل	بطل	ويبطل		quran-word-index-fallback
ويبغون	بغي	ويبغون		quran-word-index-fallback
ويبغونها	بغي	ويبغونها		quran-word-index-fallback
ويبقا	بقي	ويبقا		quran-word-index-fallback
ويبين	بين	ويبين		quran-word-index-fallback
ويتبع	تبع	ويتبع		quran-word-index-fallback
ويتجنبها	جنب	ويتجنبها		quran-word-index-fallback
ويتخذ	ءخذ	ويتخذ		quran-word-index-fallback
ويتخذها	ءخذ	ويتخذها		quran-word-index-fallback
ويتخطف	خطف	ويتخطف		quran-word-index-fallback
ويتربص	ربص	ويتربص		quran-word-index-fallback
ويتعد	عدو	ويتعد		quran-word-index-fallback
ويتعلمون	علم	ويتعلمون		quran-word-index-fallback
ويتفكرون	فكر	ويتفكرون		quran-word-index-fallback
ويتقه	وقي	ويتقه		quran-word-index-fallback
ويتلوه	تلو	ويتلوه		quran-word-index-fallback
ويتم	تمم	ويتم		quran-word-index-fallback
ويتمتعوا	متع	ويتمتعوا		quran-word-index-fallback
ويتناجون	نجو	ويتناجون		quran-word-index-fallback
ويتوب	توب	ويتوب		quran-word-index-fallback
ويتولوا	ولي	ويتولوا		quran-word-index-fallback
ويتيما	يتم	ويتيما		quran-word-index-fallback
ويثبت	ثبت	ويثبت		quran-word-index-fallback
ويجادل	جدل	ويجادل		quran-word-index-fallback
ويجركم	جور	ويجركم		quran-word-index-fallback
ويجزا	جزي	ويجزا		quran-word-index-fallback
ويجزيهم	جزي	ويجزيهم		quran-word-index-fallback
ويجعل	جعل	ويجعل		quran-word-index-fallback
ويجعلكم	جعل	ويجعلكم		quran-word-index-fallback
ويجعله	جعل	ويجعله		quran-word-index-fallback
ويجعلون	جعل	ويجعلون		quran-word-index-fallback
ويحا	حيي	ويحا		quran-word-index-fallback
ويحب	حبب	ويحب		quran-word-index-fallback
ويحبون	حبب	ويحبون		quran-word-index-fallback
ويحبونه	حبب	ويحبونه		quran-word-index-fallback
ويحذركم	حذر	ويحذركم		quran-word-index-fallback
ويحرم	حرم	ويحرم		quran-word-index-fallback
ويحرمونه	حرم	ويحرمونه		quran-word-index-fallback
ويحسبون	حسب	ويحسبون		quran-word-index-fallback
ويحفظن	حفظ	ويحفظن		quran-word-index-fallback
ويحفظوا	حفظ	ويحفظوا		quran-word-index-fallback
ويحق	حقق	ويحق		quran-word-index-fallback
ويحل	حلل	ويحل		quran-word-index-fallback
ويحلفون	حلف	ويحلفون		quran-word-index-fallback
ويحمل	حمل	ويحمل		quran-word-index-fallback
ويحيا	حيي	ويحيا		quran-word-index-fallback
ويخافون	خوف	ويخافون		quran-word-index-fallback
ويختار	خير	ويختار		quran-word-index-fallback
ويخرج	خرج	ويخرج		quran-word-index-fallback
ويخرجكم	خرج	ويخرجكم		quran-word-index-fallback
ويخرجهم	خرج	ويخرجهم		quran-word-index-fallback
ويخرون	خرر	ويخرون		quran-word-index-fallback
ويخزهم	خزي	ويخزهم		quran-word-index-fallback
ويخش	خشي	ويخش		quran-word-index-fallback
ويخشون	خشي	ويخشون		quran-word-index-fallback
ويخشونه	خشي	ويخشونه		quran-word-index-fallback
ويخلد	خلد	ويخلد		quran-word-index-fallback
ويخلق	خلق	ويخلق		quran-word-index-fallback
ويخوفونك	خوف	ويخوفونك		quran-word-index-fallback
ويدخلكم	دخل	ويدخلكم		quran-word-index-fallback
ويدخله	دخل	ويدخله		quran-word-index-fallback
ويدخلهم	دخل	ويدخلهم		quran-word-index-fallback
ويدرءا	درء	ويدرءا		quran-word-index-fallback
ويدرءون	درء	ويدرءون		quran-word-index-fallback
ويدع	دعو	ويدع		quran-word-index-fallback
ويدعون	دعو	ويدعون		quran-word-index-fallback
ويدعوننا	دعو	ويدعوننا		quran-word-index-fallback
ويذبحون	ذبح	ويذبحون		quran-word-index-fallback
ويذرك	وذر	ويذرك		quran-word-index-fallback
ويذرهم	وذر	ويذرهم		quran-word-index-fallback
ويذرون	وذر	ويذرون		quran-word-index-fallback
ويذكر	ذكر	ويذكر		quran-word-index-fallback
ويذكروا	ذكر	ويذكروا		quran-word-index-fallback
ويذهب	ذهب	ويذهب		quran-word-index-fallback
ويذهبا	ذهب	ويذهبا		quran-word-index-fallback
ويذيق	ذوق	ويذيق		quran-word-index-fallback
ويرا	رءي	ويرا		quran-word-index-fallback
ويربا	ربو	ويربا		quran-word-index-fallback
ويرث	ورث	ويرث		quran-word-index-fallback
ويرجوا	رجو	ويرجوا		quran-word-index-fallback
ويرجون	رجو	ويرجون		quran-word-index-fallback
ويرحم	رحم	ويرحم		quran-word-index-fallback
ويرزقه	رزق	ويرزقه		quran-word-index-fallback
ويرسل	رسل	ويرسل		quran-word-index-fallback
ويرضا	رضو	ويرضا		quran-word-index-fallback
ويرضين	رضو	ويرضين		quran-word-index-fallback
ويريد	رود	ويريد		quran-word-index-fallback
ويريدون	رود	ويريدون		quran-word-index-fallback
ويريكم	رءي	ويريكم		quran-word-index-fallback
ويزداد	زيد	ويزداد		quran-word-index-fallback
ويزدكم	زيد	ويزدكم		quran-word-index-fallback
ويزكيكم	زكو	ويزكيكم		quran-word-index-fallback
ويزكيهم	زكو	ويزكيهم		quran-word-index-fallback
ويزيد	زيد	ويزيد		quran-word-index-fallback
ويزيدهم	زيد	ويزيدهم		quran-word-index-fallback
ويسارعون	سرع	ويسارعون		quran-word-index-fallback
ويسبح	سبح	ويسبح		quran-word-index-fallback
ويسبحونه	سبح	ويسبحونه		quran-word-index-fallback
ويستبدل	بدل	ويستبدل		quran-word-index-fallback
ويستبشرون	بشر	ويستبشرون		quran-word-index-fallback
ويستجيب	جوب	ويستجيب		quran-word-index-fallback
ويستحا	حيي	ويستحا		quran-word-index-fallback
ويستحيون	حيي	ويستحيون		quran-word-index-fallback
ويستخرجا	خرج	ويستخرجا		quran-word-index-fallback
ويستخلف	خلف	ويستخلف		quran-word-index-fallback
ويستخلفكم	خلف	ويستخلفكم		quran-word-index-fallback
ويستذن	ءذن	ويستذن		quran-word-index-fallback
ويستعجلونك	عجل	ويستعجلونك		quran-word-index-fallback
ويستغفروا	غفر	ويستغفروا		quran-word-index-fallback
ويستغفرون	غفر	ويستغفرون		quran-word-index-fallback
ويستغفرونه	غفر	ويستغفرونه		quran-word-index-fallback
ويستفتونك	فتي	ويستفتونك		quran-word-index-fallback
ويستكبر	كبر	ويستكبر		quran-word-index-fallback
ويستنبونك	نبء	ويستنبونك		quran-word-index-fallback
ويستهزا	هزء	ويستهزا		quran-word-index-fallback
ويسخرون	سخر	ويسخرون		quran-word-index-fallback
ويسر	يسر	ويسر		quran-word-index-fallback
ويسعون	سعي	ويسعون		quran-word-index-fallback
ويسفك	سفك	ويسفك		quran-word-index-fallback
ويسقا	سقي	ويسقا		quran-word-index-fallback
ويسقون	سقي	ويسقون		quran-word-index-fallback
ويسقين	سقي	ويسقين		quran-word-index-fallback
ويسلموا	سلم	ويسلموا		quran-word-index-fallback
ويسلون	سءل	ويسلون		quran-word-index-fallback
ويسلونك	سءل	ويسلونك		quran-word-index-fallback
ويشترون	شري	ويشترون		quran-word-index-fallback
ويشرب	شرب	ويشرب		quran-word-index-fallback
ويشف	شفي	ويشف		quran-word-index-fallback
ويشهد	شهد	ويشهد		quran-word-index-fallback
ويصبر	صبر	ويصبر		quran-word-index-fallback
ويصدكم	صدد	ويصدكم		quran-word-index-fallback
ويصدون	صدد	ويصدون		quran-word-index-fallback
ويصرفه	صرف	ويصرفه		quran-word-index-fallback
ويصلا	صلي	ويصلا		quran-word-index-fallback
ويصلح	صلح	ويصلح		quran-word-index-fallback
ويصنع	صنع	ويصنع		quran-word-index-fallback
ويضرب	ضرب	ويضرب		quran-word-index-fallback
ويضع	وضع	ويضع		quran-word-index-fallback
ويضل	ضلل	ويضل		quran-word-index-fallback
ويضيق	ضيق	ويضيق		quran-word-index-fallback
ويطاف	طوف	ويطاف		quran-word-index-fallback
ويطعمون	طعم	ويطعمون		quran-word-index-fallback
ويطهركم	طهر	ويطهركم		quran-word-index-fallback
ويطوف	طوف	ويطوف		quran-word-index-fallback
ويطيعون	طوع	ويطيعون		quran-word-index-fallback
ويعبدون	عبد	ويعبدون		quran-word-index-fallback
ويعذب	عذب	ويعذب		quran-word-index-fallback
ويعظم	عظم	ويعظم		quran-word-index-fallback
ويعف	عفو	ويعف		quran-word-index-fallback
ويعفوا	عفو	ويعفوا		quran-word-index-fallback
ويعلم	علم	ويعلم		quran-word-index-fallback
ويعلمك	علم	ويعلمك		quran-word-index-fallback
ويعلمكم	علم	ويعلمكم		quran-word-index-fallback
ويعلمه	علم	ويعلمه		quran-word-index-fallback
ويعلمهم	علم	ويعلمهم		quran-word-index-fallback
ويعلمون	علم	ويعلمون		quran-word-index-fallback
ويعمل	عمل	ويعمل		quran-word-index-fallback
ويعملون	عمل	ويعملون		quran-word-index-fallback
ويعيد	عود	ويعيد		quran-word-index-fallback
ويغفر	غفر	ويغفر		quran-word-index-fallback
ويفسدون	فسد	ويفسدون		quran-word-index-fallback
ويفعل	فعل	ويفعل		quran-word-index-fallback
ويفعلون	فعل	ويفعلون		quran-word-index-fallback
ويقبضن	قبض	ويقبضن		quran-word-index-fallback
ويقبضون	قبض	ويقبضون		quran-word-index-fallback
ويقتلون	قتل	ويقتلون		quran-word-index-fallback
ويقدر	قدر	ويقدر		quran-word-index-fallback
ويقذفون	قذف	ويقذفون		quran-word-index-fallback
ويقطع	قطع	ويقطع		quran-word-index-fallback
ويقطعون	قطع	ويقطعون		quran-word-index-fallback
ويقللكم	قلل	ويقللكم		quran-word-index-fallback
ويقول	قول	ويقول		quran-word-index-fallback
ويقولوا	قول	ويقولوا		quran-word-index-fallback
ويقولون	قول	ويقولون		quran-word-index-fallback
ويقيموا	قوم	ويقيموا		quran-word-index-fallback
ويقيمون	قوم	ويقيمون		quran-word-index-fallback
ويكتمون	كتم	ويكتمون		quran-word-index-fallback
ويكشف	كشف	ويكشف		quran-word-index-fallback
ويكفر	كفر	ويكفر		quran-word-index-fallback
ويكفرون	كفر	ويكفرون		quran-word-index-fallback
ويكفوا	كفف	ويكفوا		quran-word-index-fallback
ويكلم	كلم	ويكلم		quran-word-index-fallback
ويكور	كور	ويكور		quran-word-index-fallback
ويكون	كون	ويكون		quran-word-index-fallback
ويكونون	كون	ويكونون		quran-word-index-fallback
ويلبسون	لبس	ويلبسون		quran-word-index-fallback
ويلعب	لعب	ويلعب		quran-word-index-fallback
ويلعبوا	لعب	ويلعبوا		quran-word-index-fallback
ويلعن	لعن	ويلعن		quran-word-index-fallback
ويلعنهم	لعن	ويلعنهم		quran-word-index-fallback
ويلقوا	لقي	ويلقوا		quran-word-index-fallback
ويلقون	لقي	ويلقون		quran-word-index-fallback
ويلههم	لهو	ويلههم		quran-word-index-fallback
ويمح	محو	ويمح		quran-word-index-fallback
ويمحق	محق	ويمحق		quran-word-index-fallback
ويمددكم	مدد	ويمددكم		quran-word-index-fallback
ويمدهم	مدد	ويمدهم		quran-word-index-fallback
ويمسك	مسك	ويمسك		quran-word-index-fallback
ويمشا	مشي	ويمشا		quran-word-index-fallback
ويمشون	مشي	ويمشون		quran-word-index-fallback
ويمكر	مكر	ويمكر		quran-word-index-fallback
ويمكرون	مكر	ويمكرون		quran-word-index-fallback
ويمنعون	منع	ويمنعون		quran-word-index-fallback
ويمنيهم	مني	ويمنيهم		quran-word-index-fallback
ويميت	موت	ويميت		quran-word-index-fallback
وينجا	نجو	وينجا		quran-word-index-fallback
وينذر	نذر	وينذر		quran-word-index-fallback
وينذرونكم	نذر	وينذرونكم		quran-word-index-fallback
وينزل	نزل	وينزل		quran-word-index-fallback
وينشء	نشء	وينشء		quran-word-index-fallback
وينشر	نشر	وينشر		quran-word-index-fallback
وينصرك	نصر	وينصرك		quran-word-index-fallback
وينصركم	نصر	وينصركم		quran-word-index-fallback
وينصرون	نصر	وينصرون		quran-word-index-fallback
وينعه	ينع	وينعه		quran-word-index-fallback
وينفقوا	نفق	وينفقوا		quran-word-index-fallback
وينقلب	قلب	وينقلب		quran-word-index-fallback
وينها	نهي	وينها		quran-word-index-fallback
وينهاهم	نهي	وينهاهم		quran-word-index-fallback
وينهون	نهي	وينهون		quran-word-index-fallback
وينون	نءي	وينون		quran-word-index-fallback
ويهب	وهب	ويهب		quran-word-index-fallback
ويهدا	هدي	ويهدا		quran-word-index-fallback
ويهديك	هدي	ويهديك		quran-word-index-fallback
ويهديكم	هدي	ويهديكم		quran-word-index-fallback
ويهديه	هدي	ويهديه		quran-word-index-fallback
ويهديهم	هدي	ويهديهم		quran-word-index-fallback
ويهلك	هلك	ويهلك		quran-word-index-fallback
ويهيء	هيء	ويهيء		quran-word-index-fallback
ويولج	ولج	ويولج		quran-word-index-fallback
ويولون	ولي	ويولون		quran-word-index-fallback
ويوم	يوم	ويوم		quran-word-index-fallback
يءاخذ	ءخذ	يءاخذ		quran-word-index-fallback
يءاخذكم	ءخذ	يءاخذكم		quran-word-index-fallback
يءاخذهم	ءخذ	يءاخذهم		quran-word-index-fallback
يءت	ءتي	يءت		quran-word-index-fallback
يءتا	ءتي	يءتا		quran-word-index-fallback
يءتكم	ءتي	يءتكم		quran-word-index-fallback
يءتوا	ءتي	يءتوا		quran-word-index-fallback
يءتون	ءتي	يءتون		quran-word-index-fallback
يءتين	ءتي	يءتين		quran-word-index-fallback
يءتيه	ءتي	يءتيه		quran-word-index-fallback
يءتيهم	ءتي	يءتيهم		quran-word-index-fallback
يءثر	ءثر	يءثر		quran-word-index-fallback
يءخذ	ءخذ	يءخذ		quran-word-index-fallback
يءخر	ءخر	يءخر		quran-word-index-fallback
يءخرهم	ءخر	يءخرهم		quran-word-index-fallback
يءده	ءدي	يءده		quran-word-index-fallback
يءذا	ءذي	يءذا		quran-word-index-fallback
يءذن	ءذن	يءذن		quran-word-index-fallback
يءذون	ءذي	يءذون		quran-word-index-fallback
يءذين	ءذي	يءذين		quran-word-index-fallback
يءس	يءس	يءس		quran-word-index-fallback
يءسن	يءس	يءسن		quran-word-index-fallback
يءسوا	يءس	يءسوا		quran-word-index-fallback
يءفك	ءفك	يءفك		quran-word-index-fallback
يءفكون	ءفك	يءفكون		quran-word-index-fallback
يءلف	ءلف	يءلف		quran-word-index-fallback
يءلون	ءلو	يءلون		quran-word-index-fallback
يءمرون	ءمر	يءمرون		quran-word-index-fallback
يءمن	ءمن	يءمن		quran-word-index-fallback
يءمنوا	ءمن	يءمنوا		quran-word-index-fallback
يءمنون	ءمن	يءمنون		quran-word-index-fallback
يءيد	ءيد	يءيد		quran-word-index-fallback
ياابانا	ءبو	ياابانا		quran-word-index-fallback
ياابت	ءبو	ياابت		quran-word-index-fallback
يااخت	ءخو	يااخت		quran-word-index-fallback
ياارض	ءرض	ياارض		quran-word-index-fallback
يااسفا	ءسف	يااسفا		quran-word-index-fallback
يااهل	ءهل	يااهل		quran-word-index-fallback
يااولا	ءول	يااولا		quran-word-index-fallback
ياب	ءبي	ياب		quran-word-index-fallback
يابس	يبس	يابس		quran-word-index-fallback
يابسات	يبس	يابسات		quran-word-index-fallback
يابشرا	بشر	يابشرا		quran-word-index-fallback
يابنا	بني	يابنا		quran-word-index-fallback
يات	ءتي	يات		quran-word-index-fallback
ياتا	ءتي	ياتا		quran-word-index-fallback
ياتك	ءتي	ياتك		quran-word-index-fallback
ياتكم	ءتي	ياتكم		quran-word-index-fallback
ياتل	ءلو	ياتل		quran-word-index-fallback
ياتمرون	ءمر	ياتمرون		quran-word-index-fallback
ياته	ءتي	ياته		quran-word-index-fallback
ياتهم	ءتي	ياتهم		quran-word-index-fallback
ياتوا	ءتي	ياتوا		quran-word-index-fallback
ياتوك	ءتي	ياتوك		quran-word-index-fallback
ياتوكم	ءتي	ياتوكم		quran-word-index-fallback
ياتون	ءتي	ياتون		quran-word-index-fallback
ياتونا	ءتي	ياتونا		quran-word-index-fallback
ياتونك	ءتي	ياتونك		quran-word-index-fallback
ياتوننا	ءتي	ياتوننا		quran-word-index-fallback
ياتيانها	ءتي	ياتيانها		quran-word-index-fallback
ياتيك	ءتي	ياتيك		quran-word-index-fallback
ياتيكم	ءتي	ياتيكم		quran-word-index-fallback
ياتيكما	ءتي	ياتيكما		quran-word-index-fallback
ياتين	ءتي	ياتين		quran-word-index-fallback
ياتينا	ءتي	ياتينا		quran-word-index-fallback
ياتينك	ءتي	ياتينك		quran-word-index-fallback
ياتينكم	ءتي	ياتينكم		quran-word-index-fallback
ياتيه	ءتي	ياتيه		quran-word-index-fallback
ياتيها	ءتي	ياتيها		quran-word-index-fallback
ياتيهم	ءتي	ياتيهم		quran-word-index-fallback
ياجبال	جبل	ياجبال		quran-word-index-fallback
ياحسرة	حسر	ياحسرة		quran-word-index-fallback
ياحسرتا	حسر	ياحسرتا		quran-word-index-fallback
ياحسرتنا	حسر	ياحسرتنا		quran-word-index-fallback
ياخذ	ءخذ	ياخذ		quran-word-index-fallback
ياخذه	ءخذ	ياخذه		quran-word-index-fallback
ياخذهم	ءخذ	ياخذهم		quran-word-index-fallback
ياخذوا	ءخذ	ياخذوا		quran-word-index-fallback
ياخذون	ءخذ	ياخذون		quran-word-index-fallback
ياخذونها	ءخذ	ياخذونها		quran-word-index-fallback
ياخذوه	ءخذ	ياخذوه		quran-word-index-fallback
ياذن	ءذن	ياذن		quran-word-index-fallback
يارب	ربب	يارب		quran-word-index-fallback
ياسامرا	سمر	ياسامرا		quran-word-index-fallback
ياصاحبا	صحب	ياصاحبا		quran-word-index-fallback
ياصالح	صلح	ياصالح		quran-word-index-fallback
ياعباد	عبد	ياعباد		quran-word-index-fallback
ياعبادا	عبد	ياعبادا		quran-word-index-fallback
يافكون	ءفك	يافكون		quran-word-index-fallback
ياقوم	قوم	ياقوم		quran-word-index-fallback
ياقومنا	قوم	ياقومنا		quran-word-index-fallback
ياكل	ءكل	ياكل		quran-word-index-fallback
ياكلان	ءكل	ياكلان		quran-word-index-fallback
ياكلن	ءكل	ياكلن		quran-word-index-fallback
ياكله	ءكل	ياكله		quran-word-index-fallback
ياكلهن	ءكل	ياكلهن		quran-word-index-fallback
ياكلوا	ءكل	ياكلوا		quran-word-index-fallback
ياكلون	ءكل	ياكلون		quran-word-index-fallback
يالمون	ءلم	يالمون		quran-word-index-fallback
يالونكم	ءلو	يالونكم		quran-word-index-fallback
يامالك	ملك	يامالك		quran-word-index-fallback
يامر	ءمر	يامر		quran-word-index-fallback
يامركم	ءمر	يامركم		quran-word-index-fallback
يامرهم	ءمر	يامرهم		quran-word-index-fallback
يامرون	ءمر	يامرون		quran-word-index-fallback
يامعشر	عشر	يامعشر		quran-word-index-fallback
يامن	ءمن	يامن		quran-word-index-fallback
يامنوكم	ءمن	يامنوكم		quran-word-index-fallback
يان	ءني	يان		quran-word-index-fallback
يانار	نور	يانار		quran-word-index-fallback
يانساء	نسو	يانساء		quran-word-index-fallback
ياهود	هود	ياهود		quran-word-index-fallback
يايس	يءس	يايس		quran-word-index-fallback
يبايعنك	بيع	يبايعنك		quran-word-index-fallback
يبايعون	بيع	يبايعون		quran-word-index-fallback
يبايعونك	بيع	يبايعونك		quran-word-index-fallback
يبتغ	بغي	يبتغ		quran-word-index-fallback
يبتغون	بغي	يبتغون		quran-word-index-fallback
يبث	بثث	يبث		quran-word-index-fallback
يبحث	بحث	يبحث		quran-word-index-fallback
يبخس	بخس	يبخس		quran-word-index-fallback
يبخسون	بخس	يبخسون		quran-word-index-fallback
يبخل	بخل	يبخل		quran-word-index-fallback
يبخلون	بخل	يبخلون		quran-word-index-fallback
يبدء	بدء	يبدء		quran-word-index-fallback
يبدءا	بدء	يبدءا		quran-word-index-fallback
يبدل	بدل	يبدل		quran-word-index-fallback
يبدلنا	بدل	يبدلنا		quran-word-index-fallback
يبدله	بدل	يبدله		quran-word-index-fallback
يبدلهما	بدل	يبدلهما		quran-word-index-fallback
يبدلوا	بدل	يبدلوا		quran-word-index-fallback
يبدلونه	بدل	يبدلونه		quran-word-index-fallback
يبدها	بدو	يبدها		quran-word-index-fallback
يبدون	بدو	يبدون		quran-word-index-fallback
يبدين	بدو	يبدين		quran-word-index-fallback
يبسا	يبس	يبسا		quran-word-index-fallback
يبسط	بسط	يبسط		quran-word-index-fallback
يبسطوا	بسط	يبسطوا		quran-word-index-fallback
يبشر	بشر	يبشر		quran-word-index-fallback
يبشرك	بشر	يبشرك		quran-word-index-fallback
يبشرهم	بشر	يبشرهم		quran-word-index-fallback
يبصر	بصر	يبصر		quran-word-index-fallback
يبصروا	بصر	يبصروا		quran-word-index-fallback
يبصرون	بصر	يبصرون		quran-word-index-fallback
يبصرونهم	بصر	يبصرونهم		quran-word-index-fallback
يبطش	بطش	يبطش		quran-word-index-fallback
يبطشون	بطش	يبطشون		quran-word-index-fallback
يبعث	بعث	يبعث		quran-word-index-fallback
يبعثك	بعث	يبعثك		quran-word-index-fallback
يبعثكم	بعث	يبعثكم		quran-word-index-fallback
يبعثهم	بعث	يبعثهم		quran-word-index-fallback
يبعثوا	بعث	يبعثوا		quran-word-index-fallback
يبعثون	بعث	يبعثون		quran-word-index-fallback
يبغون	بغي	يبغون		quran-word-index-fallback
يبغونكم	بغي	يبغونكم		quran-word-index-fallback
يبغيان	بغي	يبغيان		quran-word-index-fallback
يبكون	بكي	يبكون		quran-word-index-fallback
يبلا	بلو	يبلا		quran-word-index-fallback
يبلس	بلس	يبلس		quran-word-index-fallback
يبلغ	بلغ	يبلغ		quran-word-index-fallback
يبلغا	بلغ	يبلغا		quran-word-index-fallback
يبلغن	بلغ	يبلغن		quran-word-index-fallback
يبلغوا	بلغ	يبلغوا		quran-word-index-fallback
يبلغون	بلغ	يبلغون		quran-word-index-fallback
يبلوكم	بلو	يبلوكم		quran-word-index-fallback
يبن	بني	يبن		quran-word-index-fallback
يبور	بور	يبور		quran-word-index-fallback
يبيتون	بيت	يبيتون		quran-word-index-fallback
يبين	بين	يبين		quran-word-index-fallback
يبينها	بين	يبينها		quran-word-index-fallback
يتاخر	ءخر	يتاخر		quran-word-index-fallback
يتاما	يتم	يتاما		quran-word-index-fallback
يتب	توب	يتب		quran-word-index-fallback
يتبدل	بدل	يتبدل		quran-word-index-fallback
يتبع	تبع	يتبع		quran-word-index-fallback
يتبعها	تبع	يتبعها		quran-word-index-fallback
يتبعهم	تبع	يتبعهم		quran-word-index-fallback
يتبعوكم	تبع	يتبعوكم		quran-word-index-fallback
يتبعون	تبع	يتبعون		quran-word-index-fallback
يتبوا	بوء	يتبوا		quran-word-index-fallback
يتبين	بين	يتبين		quran-word-index-fallback
يتجرعه	جرع	يتجرعه		quran-word-index-fallback
يتحاجون	حجج	يتحاجون		quran-word-index-fallback
يتحاكموا	حكم	يتحاكموا		quran-word-index-fallback
يتخافتون	خفت	يتخافتون		quran-word-index-fallback
يتخبطه	خبط	يتخبطه		quran-word-index-fallback
يتخذ	ءخذ	يتخذ		quran-word-index-fallback
يتخذوا	ءخذ	يتخذوا		quran-word-index-fallback
يتخذون	ءخذ	يتخذون		quran-word-index-fallback
يتخذونك	ءخذ	يتخذونك		quran-word-index-fallback
يتخذوه	ءخذ	يتخذوه		quran-word-index-fallback
يتخطفكم	خطف	يتخطفكم		quran-word-index-fallback
يتخلفوا	خلف	يتخلفوا		quran-word-index-fallback
يتخيرون	خير	يتخيرون		quran-word-index-fallback
يتدبرون	دبر	يتدبرون		quran-word-index-fallback
يتذكر	ذكر	يتذكر		quran-word-index-fallback
يتذكرون	ذكر	يتذكرون		quran-word-index-fallback
يتراجعا	رجع	يتراجعا		quran-word-index-fallback
يتربصن	ربص	يتربصن		quran-word-index-fallback
يتربصون	ربص	يتربصون		quran-word-index-fallback
يترددون	ردد	يترددون		quran-word-index-fallback
يترقب	رقب	يترقب		quran-word-index-fallback
يترك	ترك	يترك		quran-word-index-fallback
يتركم	وتر	يتركم		quran-word-index-fallback
يتركوا	ترك	يتركوا		quran-word-index-fallback
يتزكا	زكو	يتزكا		quran-word-index-fallback
يتساءلون	سءل	يتساءلون		quran-word-index-fallback
يتسللون	سلل	يتسللون		quran-word-index-fallback
يتسنه	سنه	يتسنه		quran-word-index-fallback
يتضرعون	ضرع	يتضرعون		quran-word-index-fallback
يتطهروا	طهر	يتطهروا		quran-word-index-fallback
يتطهرون	طهر	يتطهرون		quran-word-index-fallback
يتعارفون	عرف	يتعارفون		quran-word-index-fallback
يتعد	عدو	يتعد		quran-word-index-fallback
يتغامزون	غمز	يتغامزون		quran-word-index-fallback
يتغير	غير	يتغير		quran-word-index-fallback
يتفجر	فجر	يتفجر		quran-word-index-fallback
يتفرقا	فرق	يتفرقا		quran-word-index-fallback
يتفرقون	فرق	يتفرقون		quran-word-index-fallback
يتفضل	فضل	يتفضل		quran-word-index-fallback
يتفطرن	فطر	يتفطرن		quran-word-index-fallback
يتفكروا	فكر	يتفكروا		quran-word-index-fallback
يتفكرون	فكر	يتفكرون		quran-word-index-fallback
يتفيءا	فيء	يتفيءا		quran-word-index-fallback
يتق	وقي	يتق		quran-word-index-fallback
يتقا	وقي	يتقا		quran-word-index-fallback
يتقبل	قبل	يتقبل		quran-word-index-fallback
يتقدم	قدم	يتقدم		quran-word-index-fallback
يتقون	وقي	يتقون		quran-word-index-fallback
يتكبرون	كبر	يتكبرون		quran-word-index-fallback
يتكلم	كلم	يتكلم		quran-word-index-fallback
يتكلمون	كلم	يتكلمون		quran-word-index-fallback
يتكون	وكء	يتكون		quran-word-index-fallback
يتلا	تلو	يتلا		quran-word-index-fallback
يتلاومون	لوم	يتلاومون		quran-word-index-fallback
يتلقا	لقي	يتلقا		quran-word-index-fallback
يتلوا	تلو	يتلوا		quran-word-index-fallback
يتلون	تلو	يتلون		quran-word-index-fallback
يتلونه	تلو	يتلونه		quran-word-index-fallback
يتم	تمم	يتم		quran-word-index-fallback
يتماسا	مسس	يتماسا		quran-word-index-fallback
