word	root	plural_1	plural_2	plural_3	source
منكب	نكب				qalsadi-nouns
منكب	نكب	مناكبمثنامنكبان			qalsadi-nouns
منكد	نكد				qalsadi-nouns
منكر	نكر				qalsadi-nouns
منكس	نكس				qalsadi-nouns
منكمش	كمش				qalsadi-nouns
منكوب	نكب				qalsadi-nouns
منكود	نكد	مناكيد			qalsadi-nouns
منكور	نكر	مناكير			qalsadi-nouns
منكوس	نكس				qalsadi-nouns
منكوش	نكش				qalsadi-nouns
منمق	نمق				qalsadi-nouns
منمنم	نمنم				qalsadi-nouns
منهاج	نهج	مناهج			qalsadi-nouns
منهار	هور	ون	ات		qalsadi-nouns
منهج	نهج	مناهج			qalsadi-nouns
منهجي	نهج				qalsadi-nouns
منهجية	نهج				qalsadi-nouns
منهزم	هزم				qalsadi-nouns
منهك	نهك				qalsadi-nouns
منهل	نهل	مناهل			qalsadi-nouns
منهمر	همر				qalsadi-nouns
منهمك	همك				qalsadi-nouns
منهوك	نهك				qalsadi-nouns
منهي	نهي				qalsadi-nouns
منوال	نول	مناويل			qalsadi-nouns
منور	نور				qalsadi-nouns
منوط	نوط				qalsadi-nouns
منوع	نوع				qalsadi-nouns
منوم	نوم				qalsadi-nouns
منون	منن				qalsadi-nouns
مني	مني	مني			qalsadi-nouns
منيب	نوب				qalsadi-nouns
منية	مني	منايا			qalsadi-nouns
منية	مني	منا			qalsadi-nouns
منير	نور				qalsadi-nouns
منيع	منع	منعاء			qalsadi-nouns
منيف	نوف				qalsadi-nouns
مها	مهو				qalsadi-nouns
مهابة	هيب				qalsadi-nouns
مهاة	مهو	مها	مهوات		qalsadi-nouns
مهاتر	هتر				qalsadi-nouns
مهاترة	هتر				qalsadi-nouns
مهاجر	هجر				qalsadi-nouns
مهاجرة	هجر				qalsadi-nouns
مهاجم	هجم				qalsadi-nouns
مهاجمة	هجم				qalsadi-nouns
مهاد	مهد	امهدة	مهد		qalsadi-nouns
مهادن	هدن				qalsadi-nouns
مهادنة	هدن				qalsadi-nouns
مهارة	مهر				qalsadi-nouns
مهان	هون				qalsadi-nouns
مهانة	مهن،هون				qalsadi-nouns
مهاودة	هود				qalsadi-nouns
مهب	هبب	مهاب			qalsadi-nouns
مهبط	هبط	مهابط			qalsadi-nouns
مهبطة	هبط	مهابط			qalsadi-nouns
مهبل	هبل				qalsadi-nouns
مهبل	هبل	مهابل			qalsadi-nouns
مهبول	هبل				qalsadi-nouns
مهتاج	هيج				qalsadi-nouns
مهتدي	هدي				qalsadi-nouns
مهترء	هرا				qalsadi-nouns
مهتز	هزز				qalsadi-nouns
مهتم	همم				qalsadi-nouns
مهجة	مهج	مهج			qalsadi-nouns
مهجر	هجر				qalsadi-nouns
مهجر	هجر	مهاجر			qalsadi-nouns
مهجو	هجو				qalsadi-nouns
مهجور	هجر				qalsadi-nouns
مهد	مهد	مهود			qalsadi-nouns
مهدء	هدا				qalsadi-nouns
مهدد	هدد				qalsadi-nouns
مهدم	هدم				qalsadi-nouns
مهدي	هدي				qalsadi-nouns
مهذار	هذر	مهاذير			qalsadi-nouns
مهذب	هذب				qalsadi-nouns
مهر	مهر	مهرة			qalsadi-nouns
مهر	مهر	مهور			qalsadi-nouns
مهراس	هرس	مهارس			qalsadi-nouns
مهرب	هرب				qalsadi-nouns
مهرج	هرج				qalsadi-nouns
مهرجان	هرج				qalsadi-nouns
مهرق	هرق	مهارق			qalsadi-nouns
مهرول	هرول				qalsadi-nouns
مهزلة	هزل	مهازل			qalsadi-nouns
مهزول	هزل				qalsadi-nouns
مهزوم	هزم				qalsadi-nouns
مهشم	هشم				qalsadi-nouns
مهضوم	هضم				qalsadi-nouns
مهفهف	هفهف				qalsadi-nouns
مهل	مهل				qalsadi-nouns
مهلبية	هلب				qalsadi-nouns
مهلة	مهل				qalsadi-nouns
مهلك	هلك				qalsadi-nouns
مهلكة	هلك	مهالك			qalsadi-nouns
مهلل	هلل				qalsadi-nouns
مهلهل	هلهل				qalsadi-nouns
مهم	همم				qalsadi-nouns
مهماز	همز	مهاميز			qalsadi-nouns
مهمة	همم				qalsadi-nouns
مهمز	همز	مهامز			qalsadi-nouns
مهمش	همش				qalsadi-nouns
مهمل	همل				qalsadi-nouns
مهمهم	همهم				qalsadi-nouns
مهموس	همس				qalsadi-nouns
مهموم	همم				qalsadi-nouns
مهنة	مهن	مهن			qalsadi-nouns
مهند	هند				qalsadi-nouns
مهندس	هندس				qalsadi-nouns
مهوا	هوي	مهاو	المهاوي		qalsadi-nouns
مهواة	هوي	مهاو	المهاوي		qalsadi-nouns
مهوس	هوس				qalsadi-nouns
مهول	هول				qalsadi-nouns
مهيب	هيب				qalsadi-nouns
مهيج	هيج				qalsadi-nouns
مهيض	هيض				qalsadi-nouns
مهيمن	هيمن				qalsadi-nouns
مهين	هون	مهناء			qalsadi-nouns
مواء	موا				qalsadi-nouns
موات	موت				qalsadi-nouns
مواجه	وجه				qalsadi-nouns
مواجهة	وجه				qalsadi-nouns
موارب	ورب				qalsadi-nouns
مواربة	ورب				qalsadi-nouns
موازاة	وزي				qalsadi-nouns
موازن	وزن				qalsadi-nouns
موازنة	وزن				qalsadi-nouns
موازي	وزي				qalsadi-nouns
مواساة	اسي				qalsadi-nouns
مواسي	وسي				qalsadi-nouns
مواشي	مشي	مفردماشية			qalsadi-nouns
مواصلات	وصل				qalsadi-nouns
مواصلة	وصل				qalsadi-nouns
مواطن	وطن				qalsadi-nouns
مواطنة	وطن				qalsadi-nouns
مواظب	وظب				qalsadi-nouns
مواظبة	وظب				qalsadi-nouns
موافق	وفق				qalsadi-nouns
موافقة	وفق				qalsadi-nouns
مواكب	وكب				qalsadi-nouns
مواكبة	وكب				qalsadi-nouns
موال	ولي	مواويل			qalsadi-nouns
موالي	ولي				qalsadi-nouns
موبخ	وبخ				qalsadi-nouns
موبقة	وبق				qalsadi-nouns
موبوء	وبا				qalsadi-nouns
موت	موت				qalsadi-nouns
موتة	موت	ات			qalsadi-nouns
موتور	وتر				qalsadi-nouns
موثق	وثق				qalsadi-nouns
موثق	وثق	مواثق	مياثق		qalsadi-nouns
موثوق	وثق				qalsadi-nouns
موج	موج				qalsadi-nouns
موجب	وجب				qalsadi-nouns
موجة	موج	امواج	موجات		qalsadi-nouns
موجز	وجز				qalsadi-nouns
موجز	وجز	مواجز			qalsadi-nouns
موجه	وجه				qalsadi-nouns
موجود	وجد				qalsadi-nouns
موحا	وحي				qalsadi-nouns
موحد	وحد				qalsadi-nouns
موحش	وحش				qalsadi-nouns
موحل	وحل	مواحل			qalsadi-nouns
موحوشة	وحش				qalsadi-nouns
موحي	وحي				qalsadi-nouns
مودة	ودد				qalsadi-nouns
مودع	ودع				qalsadi-nouns
مورد	ورد				qalsadi-nouns
مورد	ورد	موارد			qalsadi-nouns
مورق	ورق				qalsadi-nouns
مورم	ورم				qalsadi-nouns
موروث	ورث				qalsadi-nouns
موزع	وزع				qalsadi-nouns
موزون	وزن				qalsadi-nouns
موسا	موس	مواس	امواس		qalsadi-nouns
موسخ	وسخ				qalsadi-nouns
موسر	يسر	مياسر			qalsadi-nouns
موسع	وسع				qalsadi-nouns
موسم	وسم	مواسم			qalsadi-nouns
موسمي	وسم				qalsadi-nouns
موسوس	وسوس				qalsadi-nouns
موسوعة	وسع				qalsadi-nouns
موسوعي	وسع				qalsadi-nouns
موشا	وشي				qalsadi-nouns
موشح	وشح				qalsadi-nouns
موشك	وشك				qalsadi-nouns
موصا	وصي				qalsadi-nouns
موصل	وصل	مواصل			qalsadi-nouns
موصوف	وصف				qalsadi-nouns
موصول	وصل				qalsadi-nouns
موصوم	وصم				qalsadi-nouns
موصي	وصي				qalsadi-nouns
موضح	وضح				qalsadi-nouns
موضع	وضع	مواضع			qalsadi-nouns
موضوع	وضع	مواضيع			qalsadi-nouns
موضوعة	وضع				qalsadi-nouns
موضوعي	وضع				qalsadi-nouns
موضوعية	وضع				qalsadi-nouns
موطء	وطا	مواطء			qalsadi-nouns
موطا	وطا				qalsadi-nouns
موطد	وطد	ون	ات		qalsadi-nouns
موطد	وطد				qalsadi-nouns
موطن	وطن	مواطن			qalsadi-nouns
موظف	وظف				qalsadi-nouns
موعد	وعد	مواعد			qalsadi-nouns
موعظة	وعظ	مواعظ			qalsadi-nouns
موعود	وعد	مواعيد			qalsadi-nouns
موعوك	وعك				qalsadi-nouns
موفد	وفد				qalsadi-nouns
موفق	وفق				qalsadi-nouns
موفور	وفر				qalsadi-nouns
موقت	وقت				qalsadi-nouns
موقد	وقد	مواقد			qalsadi-nouns
موقر	وقر				qalsadi-nouns
موقع	وقع				qalsadi-nouns
موقع	وقع	مواقع			qalsadi-nouns
موقعة	وقع	مواقع			qalsadi-nouns
موقف	وقف	مواقف			qalsadi-nouns
موقن	يقن				qalsadi-nouns
موقوت	وقت				qalsadi-nouns
موقوف	وقف				qalsadi-nouns
موكب	وكب	مواكب			qalsadi-nouns
موكل	وكل				qalsadi-nouns
مولا	ولي	موال	الموالي		qalsadi-nouns
مولج	ولج	موالج			qalsadi-nouns
مولد	ولد	ون	ات		qalsadi-nouns
مولد	ولد				qalsadi-nouns
مولد	ولد	موالد			qalsadi-nouns
مولع	ولع				qalsadi-nouns
موله	وله				qalsadi-nouns
مولود	ولد	مواليد			qalsadi-nouns
مولول	ولول				qalsadi-nouns
مولوي	ولي				qalsadi-nouns
موما	وما				qalsadi-nouns
مومس	ومس	موامس	ميامس		qalsadi-nouns
مومياء	موم				qalsadi-nouns
مونة	مون	مون			qalsadi-nouns
موهبة	وهب	مواهب			qalsadi-nouns
موهن	وهن				qalsadi-nouns
موهوب	وهب				qalsadi-nouns
موهوم	وهم				qalsadi-nouns
موهون	وهن				qalsadi-nouns
مويس	موس				qalsadi-nouns
ميءوس	ياس				qalsadi-nouns
مياد	ميد				qalsadi-nouns
مياس	ميس				qalsadi-nouns
ميال	ميل				qalsadi-nouns
مياوم	يوم				qalsadi-nouns
ميت	موت	اموات	موتا		qalsadi-nouns
ميتة	موت				qalsadi-nouns
ميتم	يتم	مياتم			qalsadi-nouns
ميثاق	وثق	مواثيق			qalsadi-nouns
ميداعة	ودع	موادع			qalsadi-nouns
ميدان	ميد	ميادين			qalsadi-nouns
ميراث	ورث	مواريث			qalsadi-nouns
ميز	ميز				qalsadi-nouns
ميزاب	وزب	ميازيب			qalsadi-nouns
ميزان	وزن	موازين			qalsadi-nouns
ميزانية	وزن				qalsadi-nouns
ميس	ميس				qalsadi-nouns
ميسر	يسر				qalsadi-nouns
ميسرة	يسر	مياسر			qalsadi-nouns
ميسم	وسم	مياسم			qalsadi-nouns
ميسور	يسر	مياسر			qalsadi-nouns
ميعاد	وعد	مواعيد			qalsadi-nouns
ميعة	ميع				qalsadi-nouns
ميقات	وقت	مواقيت			qalsadi-nouns
ميقاف	وقف				qalsadi-nouns
ميل	ميل	ميول			qalsadi-nouns
ميلاد	ولد				qalsadi-nouns
ميلان	ميل				qalsadi-nouns
ميمم	يمم				qalsadi-nouns
ميمن	يمن				qalsadi-nouns
ميمنة	يمن	ميامين			qalsadi-nouns
ميمون	يمن	ميامين			qalsadi-nouns
ميوعة	ميع				qalsadi-nouns
ناءب	نوب	نواب			qalsadi-nouns
ناءبة	نوب	نواءب			qalsadi-nouns
ناءح	نوح	نواءح			qalsadi-nouns
ناءل	نول				qalsadi-nouns
ناءم	نوم	نيام	نوام		qalsadi-nouns
ناءي	ناي	ون			qalsadi-nouns
ناب	نيب	انياب	نيوب		qalsadi-nouns
نابت	نبت				qalsadi-nouns
نابح	نبح				qalsadi-nouns
نابح	نبح	نوابح			qalsadi-nouns
نابض	نبض				qalsadi-nouns
نابع	نبع	نوابع			qalsadi-nouns
نابغ	نبغ	نوابغ			qalsadi-nouns
نابل	نبل	و	نبل		qalsadi-nouns
نابه	نبه	نبهاء			qalsadi-nouns
نابي	نبو				qalsadi-nouns
ناتء	نتا				qalsadi-nouns
ناتج	نتج				qalsadi-nouns
ناثر	نثر	ون			qalsadi-nouns
ناجح	نجح				qalsadi-nouns
ناجذ	نجذ	نواجذ			qalsadi-nouns
ناجز	نجز				qalsadi-nouns
ناجس	نجس				qalsadi-nouns
ناجع	نجع	نواجع			qalsadi-nouns
ناجم	نجم				qalsadi-nouns
ناجي	نجو	ون			qalsadi-nouns
ناحر	نحر				qalsadi-nouns
ناحل	نحل	نحول	نواحل		qalsadi-nouns
ناحي	نحو	نحاة			qalsadi-nouns
ناخب	نخب				qalsadi-nouns
ناخر	نخر	نخر			qalsadi-nouns
ناخس	نخس				qalsadi-nouns
ناخل	نخل				qalsadi-nouns
نادب	ندب				qalsadi-nouns
نادر	ندر	نوادر			qalsadi-nouns
نادرة	ندر	نوادر			qalsadi-nouns
نادل	ندل	ندل			qalsadi-nouns
نادم	ندم				qalsadi-nouns
نادي	ندو	اندية	نواد	النواد	qalsadi-nouns
نار	نور	نيران			qalsadi-nouns
ناري	نور				qalsadi-nouns
نازح	نزح				qalsadi-nouns
نازع	نزع				qalsadi-nouns
نازف	نزف	نزف			qalsadi-nouns
نازل	نزل	نوازل			qalsadi-nouns
نازلة	نزل	نوازل			qalsadi-nouns
ناس	نوس				qalsadi-nouns
ناسء	نسا	نساة			qalsadi-nouns
ناسخ	نسخ	نساخ			qalsadi-nouns
ناسغ	نسغ	نسغ			qalsadi-nouns
ناسف	نسف				qalsadi-nouns
ناسك	نسك	نساك			qalsadi-nouns
ناسل	نسل	نسل			qalsadi-nouns
ناسم	نسم				qalsadi-nouns
ناشء	نشا	نشء			qalsadi-nouns
ناشب	نشب	جنشابة			qalsadi-nouns
ناشد	نشد	ون	ات		qalsadi-nouns
ناشر	نشر	ون	ات		qalsadi-nouns
ناشز	نشز	ون	ات	نواشز	qalsadi-nouns
ناشط	نشط				qalsadi-nouns
ناشف	نشف				qalsadi-nouns
ناشلة	نشل				qalsadi-nouns
ناصب	نصب	نواصب			qalsadi-nouns
ناصح	نصح				qalsadi-nouns
ناصر	نصر	ون	ات	نصار	qalsadi-nouns
ناصري	نصر				qalsadi-nouns
ناصرية	نصر				qalsadi-nouns
ناصع	نصع				qalsadi-nouns
ناصف	نصف	نصاف	نواصف		qalsadi-nouns
ناصية	نصو	نواص	النواصي		qalsadi-nouns
ناضب	نضب	نضب			qalsadi-nouns
ناضج	نضج				qalsadi-nouns
ناضح	نضح	نواضح			qalsadi-nouns
ناضر	نضر	نضر	نواضر		qalsadi-nouns
ناطح	نطح	نواطح			qalsadi-nouns
ناطر	نطر	ون	ات	نطار	qalsadi-nouns
ناطف	نطف				qalsadi-nouns
ناطق	نطق				qalsadi-nouns
ناطور	نطر	نطار	نواطير		qalsadi-nouns
ناظر	نظر	ون	ات	نظارة	qalsadi-nouns
ناظم	نظم				qalsadi-nouns
ناظمة	نظم				qalsadi-nouns
ناظور	نظر	نواظير			qalsadi-nouns
ناعب	نعب	نعب	نواعب		qalsadi-nouns
ناعت	نعت				qalsadi-nouns
ناعتة	نعت	نواعت			qalsadi-nouns
ناعس	نعس				qalsadi-nouns
ناعق	نعق	نعقة	نعاق	نواعق	qalsadi-nouns
ناعم	نعم	نواعم			qalsadi-nouns
ناعورة	نعر	نواعير			qalsadi-nouns
ناعي	نعي	ون	نعاة		qalsadi-nouns
نافث	نفث	نوافيث			qalsadi-nouns
نافذ	نفذ	ون	ات		qalsadi-nouns
نافذة	نفد	نوافذ			qalsadi-nouns
نافر	نفر	ون	ات	نفر	qalsadi-nouns
نافس	نفس	ون	ات		qalsadi-nouns
نافض	نفض				qalsadi-nouns
نافط	نفط	نوافط			qalsadi-nouns
نافع	نفع				qalsadi-nouns
نافق	نفق				qalsadi-nouns
نافلة	نفل	نوافل			qalsadi-nouns
نافي	نفي				qalsadi-nouns
ناقد	نقد	ون	ات	نقاد	qalsadi-nouns
ناقر	نقر	ون	ات	نواقر	qalsadi-nouns
ناقس	نقس				qalsadi-nouns
ناقص	نقص	نقص			qalsadi-nouns
ناقع	نقع				qalsadi-nouns
ناقل	نقل	نقلة			qalsadi-nouns
ناقم	نقم				qalsadi-nouns
ناقور	نقر	نواقير			qalsadi-nouns
ناكح	نكح				qalsadi-nouns
ناكد	نكد				qalsadi-nouns
ناكر	نكر				qalsadi-nouns
ناكس	نكس	نواكس			qalsadi-nouns
نامة	نمم				qalsadi-nouns
ناموس	نمس	نواميس			qalsadi-nouns
نامي	نوم				qalsadi-nouns
ناهج	نهج				qalsadi-nouns
ناهد	نهد	نهداء	نهاد	نواهد	qalsadi-nouns
ناهر	نهر	ون	ات		qalsadi-nouns
ناهز	نهز	ون	ات		qalsadi-nouns
ناهض	نهض	نهض	نواهض		qalsadi-nouns
ناهق	نهق	نواهق			qalsadi-nouns
ناهل	نهل	ون	ات	نهل	qalsadi-nouns
ناهي	نهي	ون	نهاة	نواه	qalsadi-nouns
ناوي	نوي	ون	نواء		qalsadi-nouns
ناي	ناي				qalsadi-nouns
نبا	نبا	انباء			qalsadi-nouns
نبات	نبت				qalsadi-nouns
نباتي	نبت				qalsadi-nouns
نباح	نبح				qalsadi-nouns
نبال	نبل	نبالة			qalsadi-nouns
نبالة	نبل				qalsadi-nouns
نباهة	نبه				qalsadi-nouns
نبت	نبت				qalsadi-nouns
نبتة	نبت				qalsadi-nouns
نبح	نبح				qalsadi-nouns
نبذ	نبذ				qalsadi-nouns
نبذة	نبذ	نبذ			qalsadi-nouns
نبر	نبر	انبار			qalsadi-nouns
نبر	نبر				qalsadi-nouns
نبراس	نبرس	نباريس			qalsadi-nouns
نبرة	نبر				qalsadi-nouns
نبز	نبز	انباز			qalsadi-nouns
نبض	نبض				qalsadi-nouns
نبضان	نبض				qalsadi-nouns
نبضة	نبض				qalsadi-nouns
نبط	نبط	انباط	نبوط		qalsadi-nouns
نبطي	نبط				qalsadi-nouns
نبطية	نبط				qalsadi-nouns
نبع	نبع				qalsadi-nouns
نبعة	نبع				qalsadi-nouns
نبقيات	نبق				qalsadi-nouns
نبكة	نبك	نبك	نباك		qalsadi-nouns
نبل	نبل				qalsadi-nouns
نبلة	نبل	نبال	انبال		qalsadi-nouns
نبه	نبه				qalsadi-nouns
نبه	نبه	نبهاء			qalsadi-nouns
نبه	نبه	نبهاء	انباه		qalsadi-nouns
نبوءة	نبا				qalsadi-nouns
نبوة	نبا				qalsadi-nouns
نبوة	نبو				qalsadi-nouns
نبوغ	نبغ				qalsadi-nouns
نبوي	نبا				qalsadi-nouns
نبي	نبا	انبياءجانبياءوانب			qalsadi-nouns
نبيذ	نبذ	انبذة			qalsadi-nouns
نبيل	نبل	نبلاء	نباءل		qalsadi-nouns
نبيه	نبه	نبهاء			qalsadi-nouns
نتاج	نتج				qalsadi-nouns
نتاف	نتف				qalsadi-nouns
نتانة	نتن				qalsadi-nouns
نتح	نتح	نتوح			qalsadi-nouns
نتف	نتف				qalsadi-nouns
نتفة	نتف	نتف			qalsadi-nouns
نتن	نتن				qalsadi-nouns
نتوء	نتا				qalsadi-nouns
نتونة	نتن				qalsadi-nouns
نتيجة	نتج	نتاءج			qalsadi-nouns
نثار	نثر				qalsadi-nouns
نثر	نثر				qalsadi-nouns
نثيث	نثث				qalsadi-nouns
نجاءب	نجب				qalsadi-nouns
نجابة	نجب				qalsadi-nouns
نجاة	نجو				qalsadi-nouns
نجاح	نجح				qalsadi-nouns
نجاد	نجد				qalsadi-nouns
نجادة	نجد				qalsadi-nouns
نجار	نجر				qalsadi-nouns
نجارة	نجر				qalsadi-nouns
نجاسة	نجس				qalsadi-nouns
نجاف	نجف				qalsadi-nouns
نجامة	نجم				qalsadi-nouns
نجب	نجب				qalsadi-nouns
نجد	نجد	انجد	نجاد	نجود	qalsadi-nouns
نجد	نجد	انجاد			qalsadi-nouns
نجدة	نجد				qalsadi-nouns
نجر	نجر				qalsadi-nouns
نجران	نجر				qalsadi-nouns
نجز	نجز				qalsadi-nouns
نجس	نجس	انجاس			qalsadi-nouns
نجس	نجس				qalsadi-nouns
نجعة	نجع	نجع			qalsadi-nouns
نجف	نجف	نجاف			qalsadi-nouns
نجفة	نجف	نجف			qalsadi-nouns
نجل	نجل	انجال			qalsadi-nouns
نجلاء	نجل	مءنثانجل	نجلاوات		qalsadi-nouns
نجم	نجم	نجوم	انجم		qalsadi-nouns
نجمة	نجم	نجوم	انجم		qalsadi-nouns
نجو	نجو	نجاء	نجو		qalsadi-nouns
نجوا	نجو	نجاوا			qalsadi-nouns
نجوة	نجو	نجاء			qalsadi-nouns
نجود	نجد				qalsadi-nouns
نجي	نجو	انجية			qalsadi-nouns
نجيب	نجب	انجاب	نجباء	نجاءب	qalsadi-nouns
نجيع	نجع				qalsadi-nouns
نجيف	نجف	نجف			qalsadi-nouns
نحات	نحت				qalsadi-nouns
نحاتة	نحت				qalsadi-nouns
نحاس	نحس				qalsadi-nouns
نحاسي	نحس				qalsadi-nouns
نحافة	نحف				qalsadi-nouns
نحب	نحب				qalsadi-nouns
نحت	نحت				qalsadi-nouns
نحر	نحر				qalsadi-nouns
نحرير	نحر	نحارير			qalsadi-nouns
نحس	نحس	نحوس	انحس		qalsadi-nouns
نحف	نحف				qalsadi-nouns
نحل	نحل				qalsadi-nouns
نحلة	نحل	نحل			qalsadi-nouns
نحلة	نحل				qalsadi-nouns
نحو	نحو	انحاء			qalsadi-nouns
نحول	نحل				qalsadi-nouns
نحوي	نحو	نحاة			qalsadi-nouns
نحيب	نحب				qalsadi-nouns
نحية	نحو				qalsadi-nouns
نحيت	نحت				qalsadi-nouns
نحيتة	نحت				qalsadi-nouns
نحيح	نحح				qalsadi-nouns
نحير	نحر	مءنحرانحراء	نحاءر		qalsadi-nouns
نحيرة	نحر	نحاءر			qalsadi-nouns
نحيزة	نحز	نحاءز			qalsadi-nouns
نحيف	نحف	نحفاء			qalsadi-nouns
نحيل	نحل	نحلا			qalsadi-nouns
نحيم	نحم				qalsadi-nouns
نخاس	نخس				qalsadi-nouns
نخاسة	نخس				qalsadi-nouns
نخاع	نخع	نخع			qalsadi-nouns
نخاعة	نخع				qalsadi-nouns
نخال	نخل				qalsadi-nouns
نخالة	نخل				qalsadi-nouns
نخامة	نخم				qalsadi-nouns
نخب	نخب	انخاب			qalsadi-nouns
نخبة	نخب	نخب			qalsadi-nouns
نخر	نخر				qalsadi-nouns
نخل	نخل				qalsadi-nouns
نخمة	نخم				qalsadi-nouns
نخوة	نخو				qalsadi-nouns
نخير	نخر				qalsadi-nouns
ند	ندد	انداد			qalsadi-nouns
ند	ندد				qalsadi-nouns
ندا	ندو	انداء	اندية		qalsadi-nouns
نداء	ندو				qalsadi-nouns
نداة	ندا				qalsadi-nouns
نداف	ندف				qalsadi-nouns
ندافة	ندف				qalsadi-nouns
ندامة	ندم				qalsadi-nouns
ندب	ندب	انداب	ندوب		qalsadi-nouns
ندب	ندب				qalsadi-nouns
ندبة	ندب				qalsadi-nouns
ندبة	ندب	ندوب	انداب		qalsadi-nouns
ندرة	ندر				qalsadi-nouns
ندفة	ندف	ندف			qalsadi-nouns
ندم	ندم				qalsadi-nouns
ندما	ندم	مءنثندمان			qalsadi-nouns
ندمان	ندم	نداما			qalsadi-nouns
ندهة	نده				qalsadi-nouns
ندوة	ندو				qalsadi-nouns
ندور	ندر				qalsadi-nouns
ندي	ندو				qalsadi-nouns
نديان	ندو				qalsadi-nouns
نديد	ندد	انداد			qalsadi-nouns
نديف	ندف				qalsadi-nouns
نديم	ندم	ندماء	ندمان	نداما	qalsadi-nouns
نذارة	نذر				qalsadi-nouns
نذالة	نذل				qalsadi-nouns
نذر	نذر	نذور			qalsadi-nouns
نذل	نذل	انذال			qalsadi-nouns
نذير	نذر	نذرجنذاءر			qalsadi-nouns
نذيرة	نذر	نذاءر			qalsadi-nouns
نذيل	نذل	نذلاء	نذال		qalsadi-nouns
نز	نزز	نزوز	انزاز		qalsadi-nouns
نزاع	نزع				qalsadi-nouns
نزال	نزل				qalsadi-nouns
نزالة	نزل				qalsadi-nouns
نزاهة	نزه				qalsadi-nouns
نزة	نزز				qalsadi-nouns
نزر	نزر				qalsadi-nouns
نزرة	نزر				qalsadi-nouns
نزع	نزع				qalsadi-nouns
نزعة	نزع				qalsadi-nouns
نزغ	نزغ				qalsadi-nouns
نزغة	نزغ				qalsadi-nouns
نزف	نزف				qalsadi-nouns
نزفة	نزف				qalsadi-nouns
نزق	نزق				qalsadi-nouns
نزل	نزل				qalsadi-nouns
نزل	نزل	انزال			qalsadi-nouns
نزلة	نزل				qalsadi-nouns
نزه	نزه	انزاه			qalsadi-nouns
نزهة	نزه	نزه			qalsadi-nouns
نزوان	نزو				qalsadi-nouns
نزوة	نزو				qalsadi-nouns
نزوح	نزح				qalsadi-nouns
نزور	نزر	نزر			qalsadi-nouns
نزوع	نزع				qalsadi-nouns
نزوف	نزف				qalsadi-nouns
نزوق	نزق				qalsadi-nouns
نزول	نزل				qalsadi-nouns
نزيح	نزح				qalsadi-nouns
نزير	نزر				qalsadi-nouns
نزيز	نزز				qalsadi-nouns
نزيع	نزع	نزاع			qalsadi-nouns
نزيعة	نزع	نزاءع			qalsadi-nouns
نزيف	نزف				qalsadi-nouns
نزيل	نزل	نزلاء			qalsadi-nouns
نزيه	نزه	نزهاء	نزيهات		qalsadi-nouns
نسء	نسا				qalsadi-nouns
نساء	نسي				qalsadi-nouns
نساءي	نسو				qalsadi-nouns
نساة	نسا				qalsadi-nouns
نساج	نسج				qalsadi-nouns
نساجة	نسج				qalsadi-nouns
نسافة	نسف				qalsadi-nouns
نسال	نسل				qalsadi-nouns
نسب	نسب	انساب			qalsadi-nouns
نسبة	نسب	نسب			qalsadi-nouns
نسبي،	نسب				qalsadi-nouns
نسبية	نسب				qalsadi-nouns
نسج	نسج				qalsadi-nouns
نسخة	نسخ	نسخ			qalsadi-nouns
نسفة	نسف	نسف	نساف		qalsadi-nouns
نسق	نسق				qalsadi-nouns
نسك	نسك	نسيكة			qalsadi-nouns
نسك	نسك				qalsadi-nouns
نسل	نسل	انسال			qalsadi-nouns
نسمة	نسم	نسم			qalsadi-nouns
نسوي	نسو				qalsadi-nouns
نسي	نسي	انساء			qalsadi-nouns
نسي	نسي				qalsadi-nouns
نسيان	نسي				qalsadi-nouns
نسيب	نسب	انسباء			qalsadi-nouns
نسيج	نسج	نسج	نساءج		qalsadi-nouns
نسيف	نسف				qalsadi-nouns
نسيق	نسق				qalsadi-nouns
نسيكة	نسك	نساءك	نسك		qalsadi-nouns
نسيم	نسم				qalsadi-nouns
نش	نشش				qalsadi-nouns
نشء	نشا	نشا			qalsadi-nouns
نشا	نشو				qalsadi-nouns
نشاب	نشب	نشاشيب			qalsadi-nouns
نشاب	نشب				qalsadi-nouns
نشاة	نشا				qalsadi-nouns
نشارة	نشر				qalsadi-nouns
نشاز	نشز				qalsadi-nouns
نشاش	نشش				qalsadi-nouns
نشاط	نشط	انشطة			qalsadi-nouns
نشاف	نشف				qalsadi-nouns
نشافة	نشف				qalsadi-nouns
نشال	نشل				qalsadi-nouns
نشاوي	نشو				qalsadi-nouns
نشب	نشب				qalsadi-nouns
نشر	نشر				qalsadi-nouns
نشرة	نشر	نشر			qalsadi-nouns
نشرة	نشر				qalsadi-nouns
نشز	نشز	نشوز			qalsadi-nouns
نشز	نشز	نشاز	انشاز		qalsadi-nouns
نشف	نشف				qalsadi-nouns
نشفة	نشف				qalsadi-nouns
نشق	نشق				qalsadi-nouns
نشل	نشل				qalsadi-nouns
نشم	نشم				qalsadi-nouns
نشوء	نشا				qalsadi-nouns
نشوا	نشو	مذنشوان			qalsadi-nouns
نشوان	نشو	مءنشوا			qalsadi-nouns
نشوة	نشو	نشوات			qalsadi-nouns
نشور	نشر				qalsadi-nouns
نشوق	نشق				qalsadi-nouns
نشوي	نشو				qalsadi-nouns
نشيج	نشج	نشج			qalsadi-nouns
