word_with_harakat	unvocalized	unmarked	root	kind	source
مَتا	متا	متا	متا	"ناقص واوي"	qutrub
متى	متا	متا		derived	sarf-derivations
مُتَاءمَةٌ	متاءمة	تاءم	تاءم	Added	asmai-derivations
متاب	متاب	متاب	توب	derived	sarf-derivations
متابا	متابا	متاب	توب	derived	sarf-derivations
مُتَأَبِّطٌ	متابط	تابط	تابط	Subject	asmai-derivations
مُتَابِعٌ	متابع	تابع	تابع	Subject	asmai-derivations
مُتَابَعَةٌ	متابعة	تابع	تابع	Added	asmai-derivations
مُتَأَثِّرٌ	متاثر	تاثر	تاثر	Subject	asmai-derivations
مُتَأَجِّجٌ	متاجج	تاجج	تاجج	Subject	asmai-derivations
مُتَاجِرٌ	متاجر	تاجر	تاجر	Subject	asmai-derivations
مُتَاجَرَةٌ	متاجرة	تاجر	تاجر	Added	asmai-derivations
مُتَاحٌ	متاح	اتاح	اتاح	Predicate	asmai-derivations
مُتَأَخِّرٌ	متاخر	تاخر	تاخر	Subject	asmai-derivations
مُتَاخِمٌ	متاخم	تاخم	تاخم	Subject	asmai-derivations
مُتَاخَمَةٌ	متاخمة	تاخم	تاخم	Added	asmai-derivations
مُتَأَدِّبٌ	متادب	تادب	تادب	Subject	asmai-derivations
مُتَأَرْجِحٌ	متارجح	تارجح	تارجح	Subject	asmai-derivations
مُتَأَسِّفٌ	متاسف	تاسف	تاسف	Subject	asmai-derivations
مُتَأَصِّلٌ	متاصل	تاصل	تاصل	Subject	asmai-derivations
متاع	متاع	متاع	متع	derived	sarf-derivations
متاعا	متاعا	متاع	متع	derived	sarf-derivations
متاعنا	متاعنا	متاع	متع	derived	sarf-derivations
متاعهم	متاعهم	متاع	متع	derived	sarf-derivations
مُتَأَكِّدٌ	متاكد	تاكد	تاكد	Subject	asmai-derivations
مُتَأَلِّقٌ	متالق	تالق	تالق	Subject	asmai-derivations
مُتَأَمِّلٌ	متامل	تامل	تامل	Subject	asmai-derivations
مَتَانَةٌ	متانة	متن	متن	Added	asmai-derivations
مُتَأَنِّقٌ	متانق	تانق	تانق	Subject	asmai-derivations
مُتَأَنِّي	متاني	تانا	تانا	Subject	asmai-derivations
مُتَأَهِّبٌ	متاهب	تاهب	تاهب	Subject	asmai-derivations
مُتَأَهِّلٌ	متاهل	تاهل	تاهل	Subject	asmai-derivations
مُتَأَوِّهٌ	متاوه	تاوه	تاوه	Subject	asmai-derivations
مُتَبَادِلٌ	متبادل	تبادل	تبادل	Subject	asmai-derivations
مُتَبَارِي	متباري	تبارا	تبارا	Subject	asmai-derivations
مُتَبَاطِئٌ	متباطء	تباطا	تباطا	Subject	asmai-derivations
مُتَبَاعِدٌ	متباعد	تباعد	تباعد	Subject	asmai-derivations
مُتَبَاكِي	متباكي	تباكا	تباكا	Subject	asmai-derivations
مُتَبَاهِي	متباهي	تباها	تباها	Subject	asmai-derivations
مُتَبَتِّلٌ	متبتل	تبتل	تبتل	Subject	asmai-derivations
مُتَبَجِّحٌ	متبجح	تبجح	تبجح	Subject	asmai-derivations
مُتَبَحِّرٌ	متبحر	تبحر	تبحر	Subject	asmai-derivations
مُتَبَخْتِرٌ	متبختر	تبختر	تبختر	Subject	asmai-derivations
متبخرٌ	متبخر	بخر	بخر	Predicate	asmai-derivations
مُتَبَدِّلٌ	متبدل	تبدل	تبدل	Subject	asmai-derivations
متبر	متبر	متبر	تبر	derived	sarf-derivations
متبرجات	متبرجات	متبرجة	برج	derived	sarf-derivations
مُتَبَرِّعٌ	متبرع	تبرع	تبرع	Subject	asmai-derivations
متبرعمٌ	متبرعم	تبرعم	تبرعم	Predicate	asmai-derivations
مُتَبَرِّمٌ	متبرم	تبرم	تبرم	Subject	asmai-derivations
مُتَبَصِّرٌ	متبصر	تبصر	تبصر	Subject	asmai-derivations
مُتَّبِعٌ	متبع	اتبع	اتبع	Subject	asmai-derivations
متبعون	متبعون	متبع	تبع	derived	sarf-derivations
مُتَبَقِّي	متبقي	تبقا	تبقا	Subject	asmai-derivations
مُتَبَّلٌ	متبل	تبل	تبل	Predicate	asmai-derivations
مُتَبَلِّجٌ	متبلج	تبلج	تبلج	Subject	asmai-derivations
مُتَبَنّىً	متبنا	تبنا	تبنا	Predicate	asmai-derivations
مُتَبَنِّي	متبني	تبنا	تبنا	Subject	asmai-derivations
مُتَتَابِعٌ	متتابع	تتابع	تتابع	Subject	asmai-derivations
متتابعين	متتابعين	متتابع	تبع	derived	sarf-derivations
مُتَثَاقِلٌ	متثاقل	تثاقل	تثاقل	Subject	asmai-derivations
مُتَجَانِسٌ	متجانس	تجانس	تجانس	Subject	asmai-derivations
متجانف	متجانف	متجانف	جنف	derived	sarf-derivations
مُتَجَاوِرٌ	متجاور	تجاور	تجاور	Subject	asmai-derivations
متجاورات	متجاورات	متجاورة	جور	derived	sarf-derivations
مُتَجَاوِزٌ	متجاوز	تجاوز	تجاوز	Subject	asmai-derivations
مُتَجَدِّدٌ	متجدد	تجدد	تجدد	Subject	asmai-derivations
مُتَجَرِّدٌ	متجرد	تجرد	تجرد	Subject	asmai-derivations
مُتَجَسِّدٌ	متجسد	تجسد	تجسد	Subject	asmai-derivations
مُتَجَعِّدٌ	متجعد	تجعد	تجعد	Subject	asmai-derivations
مُتَجَلِّي	متجلي	تجلا	تجلا	Subject	asmai-derivations
مُتَجَمِّدٌ	متجمد	تجمد	تجمد	Subject	asmai-derivations
مُتَجَمِّعٌ	متجمع	تجمع	تجمع	Subject	asmai-derivations
مُتَجَنِّسٌ	متجنس	تجنس	تجنس	Subject	asmai-derivations
مُتَّجِهٌ	متجه	اتجه	اتجه	Subject	asmai-derivations
مُتَجَهِّمٌ	متجهم	تجهم	تجهم	Subject	asmai-derivations
مُتَجَوِّلٌ	متجول	تجول	تجول	Subject	asmai-derivations
مَتَحَ	متح	متح	متح	صحيح	qutrub
مُتَحَالِفٌ	متحالف	تحالف	تحالف	Subject	asmai-derivations
مُتَحَجِّرٌ	متحجر	تحجر	تحجر	Subject	asmai-derivations
مُتَّحِدٌ	متحد	اتحد	اتحد	Subject	asmai-derivations
مُتَحَدِّي	متحدي	تحدا	تحدا	Subject	asmai-derivations
مُتَحَذْلِقٌ	متحذلق	تحذلق	تحذلق	Subject	asmai-derivations
مُتَحَرِّرٌ	متحرر	حرر	حرر	Subject	asmai-derivations
متحرفا	متحرفا	متحرف	حرف	derived	sarf-derivations
مُتَحَرِّكٌ	متحرك	تحرك	تحرك	Subject	asmai-derivations
مُتَحَضِّرٌ	متحضر	تحضر	تحضر	Subject	asmai-derivations
مُتَحَفِّزٌ	متحفز	تحفز	تحفز	Subject	asmai-derivations
مُتَحَفِّظٌ	متحفظ	تحفظ	تحفظ	Subject	asmai-derivations
مُتَحَكِّمٌ	متحكم	تحكم	تحكم	Subject	asmai-derivations
مُتَحَلِّي	متحلي	تحلا	تحلا	Subject	asmai-derivations
مُتَحَمِّسٌ	متحمس	تحمس	تحمس	Subject	asmai-derivations
مُتَحَيِّرٌ	متحير	تحير	تحير	Subject	asmai-derivations
مُتَحَيِّزٌ	متحيز	تحيز	تحيز	Subject	asmai-derivations
متحيزا	متحيزا	متحيز	حيز	derived	sarf-derivations
مَتَخَ	متخ	متخ	متخ	صحيح	qutrub
مُتَخَبِّطٌ	متخبط	تخبط	تخبط	Subject	asmai-derivations
متخذ	متخذ	متخذ	اخذ	derived	sarf-derivations
متخذات	متخذات	متخذات		derived	sarf-derivations
متخذي	متخذي	متخذ	اخذ	derived	sarf-derivations
مُتَخَرِّجٌ	متخرج	تخرج	تخرج	Subject	asmai-derivations
مُتَخَشِّعٌ	متخشع	تخشع	تخشع	Subject	asmai-derivations
مُتَخَصِّصٌ	متخصص	تخصص	تخصص	Subject	asmai-derivations
مُتَدَاخِلٌ	متداخل	تداخل	تداخل	Subject	asmai-derivations
مُتَدَاوَلٌ	متداول	تداول	تداول	Predicate	asmai-derivations
مُتَدَثِّرٌ	متدثر	تدثر	تدثر	Subject	asmai-derivations
مُتَدَحْرِجٌ	متدحرج	تدحرج	تدحرج	Subject	asmai-derivations
مُتَدَفِّقٌ	متدفق	تدفق	تدفق	Subject	asmai-derivations
مُتَدَلِّي	متدلي	تدلا	تدلا	Subject	asmai-derivations
مُتَدَيِّنٌ	متدين	تدين	تدين	Subject	asmai-derivations
مُتَذَبْذِبٌ	متذبذب	تذبذب	تذبذب	Subject	asmai-derivations
مُتَذَرِّعٌ	متذرع	تذرع	تذرع	Subject	asmai-derivations
مُتَذَكِّرٌ	متذكر	تذكر	تذكر	Subject	asmai-derivations
مُتَذَلِّلٌ	متذلل	تذلل	تذلل	Subject	asmai-derivations
مُتَذَمِّرٌ	متذمر	تذمر	تذمر	Subject	asmai-derivations
مَتَرَ	متر	متر	متر	صحيح	qutrub
مُتَرَابِطٌ	مترابط	ترابط	ترابط	Subject	asmai-derivations
مُتَرَاخِي	متراخي	تراخا	تراخا	Subject	asmai-derivations
مُتَرَادِفٌ	مترادف	ترادف	ترادف	Subject	asmai-derivations
مُتَرَاصٌّ	متراص	تراص	تراص	Subject	asmai-derivations
متراكبا	متراكبا	متراكب	ركب	derived	sarf-derivations
مُتَرَامِي	مترامي	تراما	تراما	Subject	asmai-derivations
مُتْرَبٌ	مترب	اترب	اترب	Predicate	asmai-derivations
متربة	متربة	متربة	ترب	derived	sarf-derivations
متربص	متربص	متربص	ربص	derived	sarf-derivations
مُتَرَبِّصٌ	متربص	تربص	تربص	Subject	asmai-derivations
متربصون	متربصون	متربص	ربص	derived	sarf-derivations
مُتَرَبِّعٌ	متربع	تربع	تربع	Subject	asmai-derivations
مُتَرْجِمٌ	مترجم	ترجم	ترجم	Subject	asmai-derivations
مُتَرَدِّدٌ	متردد	تردد	تردد	Subject	asmai-derivations
مُتَرَسِّبٌ	مترسب	ترسب	ترسب	Subject	asmai-derivations
مُتَرَشِّحٌ	مترشح	ترشح	ترشح	Subject	asmai-derivations
مُتَرَصِّدٌ	مترصد	ترصد	ترصد	Subject	asmai-derivations
مُتْرَعٌ	مترع	اترع	اترع	Predicate	asmai-derivations
مُتْرَفٌ	مترف	اترف	اترف	Predicate	asmai-derivations
مُتَرَفِّعٌ	مترفع	ترفع	ترفع	Subject	asmai-derivations
مترفوها	مترفوها	مترف	ترف	derived	sarf-derivations
مترفين	مترفين	مترف	ترف	derived	sarf-derivations
مترفيها	مترفيها	مترف	ترف	derived	sarf-derivations
مترفيهم	مترفيهم	مترف	ترف	derived	sarf-derivations
مُتَرَقْرِقٌ	مترقرق	ترقرق	ترقرق	Subject	asmai-derivations
مُتَرَنِّحٌ	مترنح	ترنح	ترنح	Subject	asmai-derivations
مُتَرَهِّلٌ	مترهل	ترهل	ترهل	Subject	asmai-derivations
مَتْرُوكٌ	متروك	ترك	ترك	Predicate	asmai-derivations
مُتَزَايِدٌ	متزايد	تزايد	تزايد	Subject	asmai-derivations
مُتَزَحْلِقٌ	متزحلق	تزحلق	تزحلق	Subject	asmai-derivations
مُتَزَعْزِعٌ	متزعزع	تزعزع	تزعزع	Subject	asmai-derivations
مُتَزَلِّجٌ	متزلج	تزلج	تزلج	Subject	asmai-derivations
مُتَزَلِّفٌ	متزلف	تزلف	تزلف	Subject	asmai-derivations
مُتَزَمِّتٌ	متزمت	تزمت	تزمت	Subject	asmai-derivations
مُتَّزِنٌ	متزن	اتزن	اتزن	Subject	asmai-derivations
مُتَزَهِّدٌ	متزهد	تزهد	تزهد	Subject	asmai-derivations
مُتَزَوِّجٌ	متزوج	تزوج	تزوج	Subject	asmai-derivations
مُتَزَيِّنٌ	متزين	تزين	تزين	Subject	asmai-derivations
مُتَسَارِعٌ	متسارع	تسارع	تسارع	Subject	asmai-derivations
مُتَسَاقِطٌ	متساقط	تساقط	تساقط	Subject	asmai-derivations
مُتَسَامِحٌ	متسامح	تسامح	تسامح	Subject	asmai-derivations
مُتَسَاهِلٌ	متساهل	تساهل	تساهل	Subject	asmai-derivations
مُتَسَاوِي	متساوي	تساوا	تساوا	Subject	asmai-derivations
مُتَسَبِّبٌ	متسبب	تسبب	تسبب	Subject	asmai-derivations
مُتَسَرْبِلٌ	متسربل	تسربل	تسربل	Subject	asmai-derivations
مُتَسَرِّعٌ	متسرع	تسرع	تسرع	Subject	asmai-derivations
مُتَّسِعٌ	متسع	اتسع	اتسع	Subject	asmai-derivations
مُتَّسِقٌ	متسق	اتسق	اتسق	Subject	asmai-derivations
مُتَسَكِّعٌ	متسكع	تسكع	تسكع	Subject	asmai-derivations
مُتَسَلْسِلٌ	متسلسل	تسلسل	تسلسل	Subject	asmai-derivations
مُتَسَلِّطٌ	متسلط	تسلط	تسلط	Subject	asmai-derivations
مُتَسَلِّقٌ	متسلق	تسلق	تسلق	Subject	asmai-derivations
مُتَسَمِّرٌ	متسمر	تسمر	تسمر	Subject	asmai-derivations
مُتَسَوِّلٌ	متسول	تسول	تسول	Subject	asmai-derivations
مَتِشَ	متش	متش	متش	صحيح	qutrub
مُتَشَائِمٌ	متشاءم	تشاءم	تشاءم	Subject	asmai-derivations
متشابه	متشابه	متشابه	شبه	derived	sarf-derivations
مُتَشَابِهٌ	متشابه	تشابه	تشابه	Subject	asmai-derivations
متشابها	متشابها	متشابها		derived	sarf-derivations
متشابهات	متشابهات	متشابهة	شبه	derived	sarf-derivations
متشاكسون	متشاكسون	متشاكس	شكس	derived	sarf-derivations
مُتَشَامِخٌ	متشامخ	تشامخ	تشامخ	Subject	asmai-derivations
مُتَشَبِّثٌ	متشبث	تشبث	تشبث	Subject	asmai-derivations
مُتَّشِحٌ	متشح	اتشح	اتشح	Subject	asmai-derivations
مُتَشَدِّدٌ	متشدد	تشدد	تشدد	Subject	asmai-derivations
مُتَشَدِّقٌ	متشدق	تشدق	تشدق	Subject	asmai-derivations
مُتَشَرِّدٌ	متشرد	تشرد	تشرد	Subject	asmai-derivations
مُتَشَعِّبٌ	متشعب	تشعب	تشعب	Subject	asmai-derivations
مُتَشَنِّجٌ	متشنج	تشنج	تشنج	Subject	asmai-derivations
مُتَشَوِّقٌ	متشوق	تشوق	تشوق	Subject	asmai-derivations
مُتَصَبِّبٌ	متصبب	تصبب	تصبب	Subject	asmai-derivations
مُتَصَدِّعٌ	متصدع	تصدع	تصدع	Subject	asmai-derivations
متصدعا	متصدعا	متصدع	صدع	derived	sarf-derivations
مُتَصَرِّفٌ	متصرف	تصرف	تصرف	Subject	asmai-derivations
مُتَّصِلٌ	متصل	اتصل	اتصل	Subject	asmai-derivations
مُتَصَلِّبٌ	متصلب	تصلب	تصلب	Subject	asmai-derivations
مُتَصَنِّعٌ	متصنع	تصنع	تصنع	Subject	asmai-derivations
مُتَضَارِبٌ	متضارب	تضارب	تضارب	Subject	asmai-derivations
مُتَضَافِرٌ	متضافر	تضافر	تضافر	Subject	asmai-derivations
مُتَضَامِنٌ	متضامن	تضامن	تضامن	Subject	asmai-derivations
مُتَضَايِقٌ	متضايق	تضايق	تضايق	Subject	asmai-derivations
مُتَضَرِّرٌ	متضرر	تضرر	تضرر	Subject	asmai-derivations
مُتَضَلِّعٌ	متضلع	تضلع	تضلع	Subject	asmai-derivations
مُتَطَابِقٌ	متطابق	تطابق	تطابق	Subject	asmai-derivations
مُتَطَاوِلٌ	متطاول	تطاول	تطاول	Subject	asmai-derivations
مُتَطَبِّبٌ	متطبب	تطبب	تطبب	Subject	asmai-derivations
مُتَطَرِّفٌ	متطرف	تطرف	تطرف	Subject	asmai-derivations
مُتَطَفِّلٌ	متطفل	تطفل	تطفل	Subject	asmai-derivations
مُتَطَلِّعٌ	متطلع	تطلع	تطلع	Subject	asmai-derivations
مُتَطَوِّرٌ	متطور	تطور	تطور	Subject	asmai-derivations
مُتَطَوِّعٌ	متطوع	تطوع	تطوع	Subject	asmai-derivations
مُتَطَيِّرٌ	متطير	تطير	تطير	Subject	asmai-derivations
مُتَظَاهِرٌ	متظاهر	تظاهر	تظاهر	Subject	asmai-derivations
مَتَّعَ	متع	متع	متع	صحيح	qutrub
مُتَعَارَفٌ	متعارف	تعارف	تعارف	Predicate	asmai-derivations
مُتَعَاطِفٌ	متعاطف	تعاطف	تعاطف	Subject	asmai-derivations
مُتَعَاظِمٌ	متعاظم	تعاظم	تعاظم	Subject	asmai-derivations
مُتَعَاقِبٌ	متعاقب	تعاقب	تعاقب	Subject	asmai-derivations
مُتَعَاقِدٌ	متعاقد	تعاقد	تعاقد	Subject	asmai-derivations
مُتَعَالِي	متعالي	تعالا	تعالا	Subject	asmai-derivations
مُتَعَاوِنٌ	متعاون	تعاون	تعاون	Subject	asmai-derivations
مُتْعِبٌ	متعب	اتعب	اتعب	Subject	asmai-derivations
مُتَعَبِّدٌ	متعبد	تعبد	تعبد	Subject	asmai-derivations
متعت	متعت	متعت		derived	sarf-derivations
متعتهم	متعتهم	متع	متع	derived	sarf-derivations
مُتَعَجْرِفٌ	متعجرف	تعجرف	تعجرف	Subject	asmai-derivations
مُتَعَدِّدٌ	متعدد	تعدد	تعدد	Subject	asmai-derivations
مُتَعَدِّي	متعدي	تعدا	تعدا	Subject	asmai-derivations
مُتَعَذِّرٌ	متعذر	تعذر	تعذر	Subject	asmai-derivations
مُتَعَرِّجٌ	متعرج	تعرج	تعرج	Subject	asmai-derivations
مُتَعَصِّبٌ	متعصب	تعصب	تعصب	Subject	asmai-derivations
مُتَعَطِّشٌ	متعطش	تعطش	تعطش	Subject	asmai-derivations
مُتَعَفِّفٌ	متعفف	تعفف	تعفف	Subject	asmai-derivations
مُتَعَفِّنٌ	متعفن	تعفن	تعفن	Subject	asmai-derivations
مُتَعَقِّبٌ	متعقب	تعقب	تعقب	Subject	asmai-derivations
مُتَعَقِّلٌ	متعقل	تعقل	تعقل	Subject	asmai-derivations
مُتَعَلِّقٌ	متعلق	تعلق	تعلق	Subject	asmai-derivations
مُتَعَلِّمٌ	متعلم	تعلم	تعلم	Subject	asmai-derivations
مُتَعَمِّدٌ	متعمد	تعمد	تعمد	Subject	asmai-derivations
متعمدا	متعمدا	متعمد	عمد	derived	sarf-derivations
متعنا	متعنا	متعنا		derived	sarf-derivations
متعناه	متعناه	متعناه		derived	sarf-derivations
متعناهم	متعناهم	متع	متع	derived	sarf-derivations
مُتَعَنِّتٌ	متعنت	تعنت	تعنت	Subject	asmai-derivations
مُتَعَهِّدٌ	متعهد	تعهد	تعهد	Subject	asmai-derivations
مَتْعُوسٌ	متعوس	تعس	تعس	Predicate	asmai-derivations
مُتَعَيِّشٌ	متعيش	تعيش	تعيش	Subject	asmai-derivations
مُتَغَضِّنٌ	متغضن	تغضن	تغضن	Subject	asmai-derivations
مُتَغَطْرِسٌ	متغطرس	تغطرس	تغطرس	Subject	asmai-derivations
مُتَغَيِّبٌ	متغيب	تغيب	تغيب	Subject	asmai-derivations
مُتَغَيِّرٌ	متغير	تغير	تغير	Subject	asmai-derivations
مُتَفَائِلٌ	متفاءل	تفاءل	تفاءل	Subject	asmai-derivations
مُتَفَتِّتٌ	متفتت	تفتت	تفتت	Subject	asmai-derivations
مُتَفَتِّحٌ	متفتح	تفتح	تفتح	Subject	asmai-derivations
مُتَفَجِّرٌ	متفجر	تفجر	تفجر	Subject	asmai-derivations
مُتَفَحِّصٌ	متفحص	تفحص	تفحص	Subject	asmai-derivations
مُتَفَرِّجٌ	متفرج	تفرج	تفرج	Subject	asmai-derivations
مُتَفَرِّعٌ	متفرع	تفرع	تفرع	Subject	asmai-derivations
مُتَفَرِّغٌ	متفرغ	تفرغ	تفرغ	Subject	asmai-derivations
مُتَفَرِّقٌ	متفرق	تفرق	تفرق	Subject	asmai-derivations
متفرقة	متفرقة	متفرقة	فرق	derived	sarf-derivations
متفرقون	متفرقون	متفرقون	فرق	derived	sarf-derivations
مُتَفَسِّخٌ	متفسخ	تفسخ	تفسخ	Subject	asmai-derivations
مُتَفَشِّي	متفشي	تفشا	تفشا	Subject	asmai-derivations
مُتَّفِقٌ	متفق	اتفق	اتفق	Subject	asmai-derivations
مُتَفَكِّكٌ	متفكك	تفكك	تفكك	Subject	asmai-derivations
مُتَفَنِّنٌ	متفنن	تفنن	تفنن	Subject	asmai-derivations
مُتَفَوِّقٌ	متفوق	تفوق	تفوق	Subject	asmai-derivations
مُتَقَابِلٌ	متقابل	تقابل	تقابل	Subject	asmai-derivations
متقابلين	متقابلين	متقابل	قبل	derived	sarf-derivations
مُتَقَارِبٌ	متقارب	تقارب	تقارب	Subject	asmai-derivations
مُتَقَاطِعٌ	متقاطع	تقاطع	تقاطع	Subject	asmai-derivations
مُتَقَاعِدٌ	متقاعد	تقاعد	تقاعد	Subject	asmai-derivations
مُتَقَاعِسٌ	متقاعس	تقاعس	تقاعس	Subject	asmai-derivations
مُتَقَبِّلٌ	متقبل	تقبل	تقبل	Subject	asmai-derivations
مُتَّقِدٌ	متقد	اتقد	اتقد	Subject	asmai-derivations
مُتَقَدِّمٌ	متقدم	تقدم	تقدم	Subject	asmai-derivations
مُتَقَزِّزٌ	متقزز	تقزز	تقزز	Subject	asmai-derivations
مُتَقَشِّفٌ	متقشف	تقشف	تقشف	Subject	asmai-derivations
مُتَقَطِّعٌ	متقطع	تقطع	تقطع	Subject	asmai-derivations
مُتَقَلِّبٌ	متقلب	تقلب	تقلب	Subject	asmai-derivations
متقلبكم	متقلبكم	متقلب	قلب	derived	sarf-derivations
مُتَقَلِّصٌ	متقلص	تقلص	تقلص	Subject	asmai-derivations
مُتْقِنٌ	متقن	اتقن	اتقن	Subject	asmai-derivations
مُتَقَيِّحٌ	متقيح	تقيح	تقيح	Subject	asmai-derivations
مَتَكَ	متك	متك	متك	صحيح	qutrub
مُتَّكِئٌ	متكء	اتكا	اتكا	Subject	asmai-derivations
متكئون	متكءون	متكء	وكا	derived	sarf-derivations
متكئين	متكءين	متكء	وكا	derived	sarf-derivations
متكأ	متكا	متكا		derived	sarf-derivations
مُتَّكَأٌ	متكا	اتكا	اتكا	Predicate	asmai-derivations
مُتَكَاثِرٌ	متكاثر	تكاثر	تكاثر	Subject	asmai-derivations
مُتَكَافِئ	متكافء	تكافا	تكافا	Subject	asmai-derivations
متكبر	متكبر	متكبر	كبر	derived	sarf-derivations
مُتَكَبِّرٌ	متكبر	تكبر	تكبر	Subject	asmai-derivations
مُتَكَتِّمٌ	متكتم	تكتم	تكتم	Subject	asmai-derivations
مُتَكَرِّرٌ	متكرر	تكرر	تكرر	Subject	asmai-derivations
مُتَكَلِّفٌ	متكلف	تكلف	تكلف	Subject	asmai-derivations
مُتَكَلِّمٌ	متكلم	تكلم	تكلم	Subject	asmai-derivations
مُتَكَهِّنٌ	متكهن	تكهن	تكهن	Subject	asmai-derivations
مُتَكَوِّنٌ	متكون	تكون	تكون	Subject	asmai-derivations
مَتَلَ	متل	متل	متل	صحيح	qutrub
مُتَلاَئِمٌ	متلاءم	تلاءم	تلاءم	Subject	asmai-derivations
مُتَلاَحِقٌ	متلاحق	تلاحق	تلاحق	Subject	asmai-derivations
مُتَلاَحِمٌ	متلاحم	تلاحم	تلاحم	Subject	asmai-derivations
مُتَلاَزِمٌ	متلازم	تلازم	تلازم	Subject	asmai-derivations
مُتَلاَصِقٌ	متلاصق	تلاصق	تلاصق	Subject	asmai-derivations
مُتَلَأْلِئٌ	متلالء	تلالا	تلالا	Subject	asmai-derivations
مُتَلاَمِعٌ	متلامع	تلامع	تلامع	Subject	asmai-derivations
مُتَلَبِّسٌ	متلبس	تلبس	تلبس	Subject	asmai-derivations
مُتْلِفٌ	متلف	اتلف	اتلف	Subject	asmai-derivations
مُتَلَفِّعٌ	متلفع	تلفع	تلفع	Subject	asmai-derivations
مُتَلَقِّي	متلقي	تلقا	تلقا	Subject	asmai-derivations
مُتَلَمِّسٌ	متلمس	تلمس	تلمس	Subject	asmai-derivations
مُتَلَهِّفٌ	متلهف	تلهف	تلهف	Subject	asmai-derivations
مُتَلَوِّنٌ	متلون	تلون	تلون	Subject	asmai-derivations
مُتَلَوِّي	متلوي	تلوا	تلوا	Subject	asmai-derivations
متم	متم	متم		derived	sarf-derivations
مُتَمَاثِلٌ	متماثل	تماثل	تماثل	Subject	asmai-derivations
مُتَمَادِي	متمادي	تمادا	تمادا	Subject	asmai-derivations
مُتَمَارِضٌ	متمارض	تمارض	تمارض	Subject	asmai-derivations
مُتَمَاسِكٌ	متماسك	تماسك	تماسك	Subject	asmai-derivations
مُتَمَاوِتٌ	متماوت	تماوت	تماوت	Subject	asmai-derivations
مُتَمَايِلٌ	متمايل	تمايل	تمايل	Subject	asmai-derivations
مُتَمَتْرِسٌ	متمترس	تمترس	تمترس	Subject	asmai-derivations
مُتَمَتِّعٌ	متمتع	تمتع	تمتع	Subject	asmai-derivations
مُتَمْتِمٌ	متمتم	تمتم	تمتم	Subject	asmai-derivations
مُتَمَثِّلٌ	متمثل	تمثل	تمثل	Subject	asmai-derivations
مُتَمَدِّنٌ	متمدن	تمدن	تمدن	Subject	asmai-derivations
مُتَمَرِّدٌ	متمرد	تمرد	تمرد	Subject	asmai-derivations
مُتَمَرِّسٌ	متمرس	تمرس	تمرس	Subject	asmai-derivations
مُتَمَرِّغٌ	متمرغ	تمرغ	تمرغ	Subject	asmai-derivations
مُتَمَرِّنٌ	متمرن	تمرن	تمرن	Subject	asmai-derivations
مُتَمَكِّنٌ	متمكن	تمكن	تمكن	Subject	asmai-derivations
مُتَمَلِّقٌ	متملق	تملق	تملق	Subject	asmai-derivations
مُتَمِّمٌ	متمم	تمم	تمم	Subject	asmai-derivations
مُتَمَنِّي	متمني	تمنا	تمنا	Subject	asmai-derivations
مُتَمَهِّلٌ	متمهل	تمهل	تمهل	Subject	asmai-derivations
مُتَمَيِّزٌ	متميز	تميز	تميز	Subject	asmai-derivations
مَتَّنَ	متن	متن	متن	صحيح	qutrub
مَتْنٌ	متن	متن	متن	Added	asmai-derivations
متنا	متنا	متنا		derived	sarf-derivations
مُتَنَاثِرٌ	متناثر	تناثر	تناثر	Subject	asmai-derivations
مُتَنَاسِبٌ	متناسب	تناسب	تناسب	Subject	asmai-derivations
مُتَنَاسِقٌ	متناسق	تناسق	تناسق	Subject	asmai-derivations
مُتَنَاصِفٌ	متناصف	تناصف	تناصف	Subject	asmai-derivations
مُتَنَاعِمٌ	متناعم	تناعم	تناعم	Subject	asmai-derivations
مُتَنَاغِمٌ	متناغم	تناغم	تناغم	Subject	asmai-derivations
مُتَنَافِرٌ	متنافر	تنافر	تنافر	Subject	asmai-derivations
مُتَنَاقِضٌ	متناقض	تناقض	تناقض	Subject	asmai-derivations
مُتَنَاوَلٌ	متناول	تناول	تناول	Predicate	asmai-derivations
مُتَنَبِّهٌ	متنبه	تنبه	تنبه	Subject	asmai-derivations
مَتْنَةٌ	متنة	متن	متن	Added	asmai-derivations
مُتَنَزِّهٌ	متنزه	تنزه	تنزه	Subject	asmai-derivations
مُتَنَصَّحٌ	متنصح	تنصح	تنصح	Predicate	asmai-derivations
مُتَنَعِّمٌ	متنعم	تنعم	تنعم	Subject	asmai-derivations
مُتَنَفِّسٌ	متنفس	تنفس	تنفس	Subject	asmai-derivations
مُتَنَقِّلٌ	متنقل	تنقل	تنقل	Subject	asmai-derivations
مُتَنَكِّرٌ	متنكر	تنكر	تنكر	Subject	asmai-derivations
مُتَنَمِّرٌ	متنمر	تنمر	تنمر	Subject	asmai-derivations
مُتَنَوِّعٌ	متنوع	تنوع	تنوع	Subject	asmai-derivations
مَتِهَ	مته	مته	مته	صحيح	qutrub
مُتَهَامِسٌ	متهامس	تهامس	تهامس	Subject	asmai-derivations
مُتَهَاوِنٌ	متهاون	تهاون	تهاون	Subject	asmai-derivations
مُتَهَتِّكٌ	متهتك	تهتك	تهتك	Subject	asmai-derivations
مُتَهَجِّدٌ	متهجد	تهجد	تهجد	Subject	asmai-derivations
