word	root	source
عيش	عيش	qalsadi-verbs
عيط	عيط	qalsadi-verbs
عيل	عيل	qalsadi-verbs
عين	عين	qalsadi-verbs
عيي	عيي	qalsadi-verbs
غاب	غيب	qalsadi-verbs
غاث	غيث	qalsadi-verbs
غاث	غوث	qalsadi-verbs
غادر	غدر	qalsadi-verbs
غار	غرر	qalsadi-verbs
غار	غور	qalsadi-verbs
غار	غير	qalsadi-verbs
غارا	غرو	qalsadi-verbs
غارق	غرق	qalsadi-verbs
غازل	غزل	qalsadi-verbs
غاص	غوص	qalsadi-verbs
غاض	غيض	qalsadi-verbs
غاضب	غضب	qalsadi-verbs
غاط	جذر	qalsadi-verbs
غاظ	غيظ	qalsadi-verbs
غال	غيل	qalsadi-verbs
غالا	جذر	qalsadi-verbs
غالب	جذر	qalsadi-verbs
غالط	غلط	qalsadi-verbs
غام	غيم	qalsadi-verbs
غامر	جذر	qalsadi-verbs
غامس	غمس	qalsadi-verbs
غايب	غيب	qalsadi-verbs
غاير	غير	qalsadi-verbs
غايظ	غيظ	qalsadi-verbs
غبي	غبو	qalsadi-verbs
غث	غثث	qalsadi-verbs
غثا	غثو	qalsadi-verbs
غثا	غثي	qalsadi-verbs
غثي	غثي	qalsadi-verbs
غد	غدد	qalsadi-verbs
غدا	غدو	qalsadi-verbs
غدر	غدر	qalsadi-verbs
غدف	غدف	qalsadi-verbs
غدق	غدق	qalsadi-verbs
غدي	غدو	qalsadi-verbs
غذ	غذذ	qalsadi-verbs
غذا	غذو	qalsadi-verbs
غر	غرر	qalsadi-verbs
غرا	غرو	qalsadi-verbs
غرب	غرب	qalsadi-verbs
غربل	غربل	qalsadi-verbs
غرد	غرد	qalsadi-verbs
غرر	غرر	qalsadi-verbs
غرز	غرز	qalsadi-verbs
غرس	غرس	qalsadi-verbs
غرض	غرض	qalsadi-verbs
غرغر	غرغر	qalsadi-verbs
غرف	غرف	qalsadi-verbs
غرق	غرق	qalsadi-verbs
غرم	غرم	qalsadi-verbs
غري	غرو	qalsadi-verbs
غزا	غزو	qalsadi-verbs
غزر	غزر	qalsadi-verbs
غزل	غزل	qalsadi-verbs
غسا	غسو	qalsadi-verbs
غسق	غسق	qalsadi-verbs
غسل	غسل	qalsadi-verbs
غش	غشش	qalsadi-verbs
غشا	غشو	qalsadi-verbs
غشا	غشي	qalsadi-verbs
غشش	غشش	qalsadi-verbs
غشم	غشم	qalsadi-verbs
غشي	غشو	qalsadi-verbs
غشي	غشي	qalsadi-verbs
غص	غصص	qalsadi-verbs
غصب	غصب	qalsadi-verbs
غصن	غصن	qalsadi-verbs
غض	غضض	qalsadi-verbs
غضا	غضو	qalsadi-verbs
غضب	غضب	qalsadi-verbs
غضر	غضر	qalsadi-verbs
غضض	غضض	qalsadi-verbs
غضن	غضن	qalsadi-verbs
غضي	غضو	qalsadi-verbs
غط	غطط	qalsadi-verbs
غطا	غطو	qalsadi-verbs
غطرس	غطرس	qalsadi-verbs
غطرف	غطرف	qalsadi-verbs
غطس	غطس	qalsadi-verbs
غطش	غطش	qalsadi-verbs
غطف	غطف	qalsadi-verbs
غفا	غفو	qalsadi-verbs
غفر	غفر	qalsadi-verbs
غفق	غفق	qalsadi-verbs
غفل	غفل	qalsadi-verbs
غفي	غفو	qalsadi-verbs
غق	غقق	qalsadi-verbs
غل	غلل	qalsadi-verbs
غلا	غلو	qalsadi-verbs
غلا	غلي	qalsadi-verbs
غلب	غلب	qalsadi-verbs
غلس	غلس	qalsadi-verbs
غلط	غلط	qalsadi-verbs
غلظ	غلظ	qalsadi-verbs
غلغل	غلغل	qalsadi-verbs
غلف	غلف	qalsadi-verbs
غلق	غلق	qalsadi-verbs
غم	غمم	qalsadi-verbs
غمر	جذر	qalsadi-verbs
غمز	غمز	qalsadi-verbs
غمس	غمس	qalsadi-verbs
غمض	غمض	qalsadi-verbs
غمق	غمق	qalsadi-verbs
غنا	غني	qalsadi-verbs
غنم	غنم	qalsadi-verbs
غني	غني	qalsadi-verbs
غوا	جذر	qalsadi-verbs
غوص	غوص	qalsadi-verbs
غيب	غيب	qalsadi-verbs
غير	غير	qalsadi-verbs
غيض	غيض	qalsadi-verbs
غيظ	غيظ	qalsadi-verbs
غيم	غيم	qalsadi-verbs
فاء	فيا	qalsadi-verbs
فاا	فاي	qalsadi-verbs
فات	فوت	qalsadi-verbs
فاتح	فتح	qalsadi-verbs
فاتك	فتك	qalsadi-verbs
فاجا	فجا	qalsadi-verbs
فاجر	فجر	qalsadi-verbs
فاح	فوح	qalsadi-verbs
فاح	فيح	qalsadi-verbs
فاخر	فخر	qalsadi-verbs
فادا	فدي	qalsadi-verbs
فار	فور	qalsadi-verbs
فارز	فرز	qalsadi-verbs
فارس	فرس	qalsadi-verbs
فارض	فرض	qalsadi-verbs
فارط	فرط	qalsadi-verbs
فارع	فرع	qalsadi-verbs
فارق	فرق	qalsadi-verbs
فاز	فوز	qalsadi-verbs
فاسخ	فسخ	qalsadi-verbs
فاسد	فسد	qalsadi-verbs
فاش	فيش	qalsadi-verbs
فاصل	فصل	qalsadi-verbs
فاض	فيض	qalsadi-verbs
فاضل	فضل	qalsadi-verbs
فاطن	فطن	qalsadi-verbs
فاق	فوق	qalsadi-verbs
فاقم	جذر	qalsadi-verbs
فاقه	فقه	qalsadi-verbs
فاكه	فكه	qalsadi-verbs
فال	فيل	qalsadi-verbs
فاه	فوه	qalsadi-verbs
فاوض	فوض	qalsadi-verbs
فايش	فيش	qalsadi-verbs
فت	فتت	qalsadi-verbs
فتء	فتا	qalsadi-verbs
فتا	فتو	qalsadi-verbs
فتت	فتت	qalsadi-verbs
فتح	فتح	qalsadi-verbs
فتر	فتر	qalsadi-verbs
فتش	فتش	qalsadi-verbs
فتق	فتق	qalsadi-verbs
فتك	فتك	qalsadi-verbs
فتل	فتل	qalsadi-verbs
فتن	فتن	qalsadi-verbs
فتو	فتو	qalsadi-verbs
فتي	فتي	qalsadi-verbs
فج	فجج	qalsadi-verbs
فجا	فجا	qalsadi-verbs
فجر	فجر	qalsadi-verbs
فجع	فجع	qalsadi-verbs
فح	فحح	qalsadi-verbs
فحش	فحش	qalsadi-verbs
فحص	فحص	qalsadi-verbs
فحفح	فحفح	qalsadi-verbs
فحل	فحل	qalsadi-verbs
فحم	فحم	qalsadi-verbs
فخ	فخخ	qalsadi-verbs
فخذ	فخذ	qalsadi-verbs
فخر	فخر	qalsadi-verbs
فخفخ	فخفخ	qalsadi-verbs
فخم	فخم	qalsadi-verbs
فدا	فدي	qalsadi-verbs
فدح	فدح	qalsadi-verbs
فدع	فدع	qalsadi-verbs
فدغ	فدغ	qalsadi-verbs
فدم	فدم	qalsadi-verbs
فدن	فدن	qalsadi-verbs
فذ	فذذ	qalsadi-verbs
فذلك	فذلك	qalsadi-verbs
فر	فرر	qalsadi-verbs
فرا	فرو،فري	qalsadi-verbs
فرا	فري	qalsadi-verbs
فرت	فرت	qalsadi-verbs
فرتك	فرتك	qalsadi-verbs
فرث	فرث	qalsadi-verbs
فرج	فرج	qalsadi-verbs
فرح	فرح	qalsadi-verbs
فرخ	فرخ	qalsadi-verbs
فرد	فرد	qalsadi-verbs
فرز	فرز	qalsadi-verbs
فرس	فرس	qalsadi-verbs
فرش	فرش	qalsadi-verbs
فرض	فرض	qalsadi-verbs
فرط	فرط	qalsadi-verbs
فرطح	فرطح	qalsadi-verbs
فرطس	فرطس	qalsadi-verbs
فرع	فرع	qalsadi-verbs
فرعن	فرعن	qalsadi-verbs
فرغ	فرغ	qalsadi-verbs
فرفر	فرفر	qalsadi-verbs
فرق	فرق	qalsadi-verbs
فرقع	فرقع	qalsadi-verbs
فرك	فرك	qalsadi-verbs
فرم	فرم	qalsadi-verbs
فرمل	جذر	qalsadi-verbs
فره	فره	qalsadi-verbs
فري	فري	qalsadi-verbs
فز	فزز	qalsadi-verbs
فزر	فزر	qalsadi-verbs
فزع	فزع	qalsadi-verbs
فسا	فسو	qalsadi-verbs
فسح	فسح	qalsadi-verbs
فسخ	فسخ	qalsadi-verbs
فسد	فسد	qalsadi-verbs
فسر	فسر	qalsadi-verbs
فسفس	فسفس	qalsadi-verbs
فسق	فسق	qalsadi-verbs
فسل	فسل	qalsadi-verbs
فش	فشش	qalsadi-verbs
فشا	فشو	qalsadi-verbs
فشفش	فشفش	qalsadi-verbs
فشل	فشل	qalsadi-verbs
فص	فصص	qalsadi-verbs
فصا	فصي	qalsadi-verbs
فصح	فصح	qalsadi-verbs
فصد	فصد	qalsadi-verbs
فصص	فصص	qalsadi-verbs
فصفص	فصفص	qalsadi-verbs
فصل	فصل	qalsadi-verbs
فصم	فصم	qalsadi-verbs
فض	فضض	qalsadi-verbs
فضا	فضو	qalsadi-verbs
فضح	فضح	qalsadi-verbs
فضض	فضض	qalsadi-verbs
فضفض	فضفض	qalsadi-verbs
فضل	فضل	qalsadi-verbs
فطح	فطح	qalsadi-verbs
فطر	فطر	qalsadi-verbs
فطس	فطس	qalsadi-verbs
فطم	فطم	qalsadi-verbs
فطن	فطن	qalsadi-verbs
فظ	فظظ	qalsadi-verbs
فظع	فظع	qalsadi-verbs
فعل	فعل	qalsadi-verbs
فعم	فعم	qalsadi-verbs
فغر	فغر	qalsadi-verbs
فقا	فقا	qalsadi-verbs
فقا	فقو	qalsadi-verbs
فقد	فقد	qalsadi-verbs
فقر	فقر	qalsadi-verbs
فقس	فقس	qalsadi-verbs
فقص	فقص	qalsadi-verbs
فقع	فقع	qalsadi-verbs
فقم	فقم	qalsadi-verbs
فقه	فقه	qalsadi-verbs
فك	فكك	qalsadi-verbs
فكر	فكر	qalsadi-verbs
فكك	فكك	qalsadi-verbs
فكه	فكه	qalsadi-verbs
فل	فلل	qalsadi-verbs
فلا	فلي	qalsadi-verbs
فلت	فلت	qalsadi-verbs
فلج	فلج	qalsadi-verbs
فلح	فلح	qalsadi-verbs
فلس	فلس	qalsadi-verbs
فلسف	فلسف	qalsadi-verbs
فلطح	فلطح	qalsadi-verbs
فلفل	فلفل	qalsadi-verbs
فلق	فلق	qalsadi-verbs
فلك	فلك	qalsadi-verbs
فلي	فلي	qalsadi-verbs
فن	فنن	qalsadi-verbs
فند	فند	qalsadi-verbs
فنن	فنن	qalsadi-verbs
فني	فني	qalsadi-verbs
فها	فهو	qalsadi-verbs
فهرس	فهرس	qalsadi-verbs
فهم	فهم	qalsadi-verbs
فوت	فوت	qalsadi-verbs
فوج	فوج	qalsadi-verbs
فوز	فوز	qalsadi-verbs
فوض	فوض	qalsadi-verbs
فوط	فوط	qalsadi-verbs
فوق	فوق	qalsadi-verbs
فوه	فوه	qalsadi-verbs
فيا	فيا	qalsadi-verbs
فيح	فيح	qalsadi-verbs
قاء	قيا	qalsadi-verbs
قابض	قبض	qalsadi-verbs
قابل	قبل	qalsadi-verbs
قات	قوت	qalsadi-verbs
قاتل	قتل	qalsadi-verbs
قاح	قيح	qalsadi-verbs
قاحل	قحل	qalsadi-verbs
قاد	قود	qalsadi-verbs
قادر	قدر	qalsadi-verbs
قاذع	قذع	qalsadi-verbs
قار	قرر	qalsadi-verbs
قار	قور	qalsadi-verbs
قارا	قرا	qalsadi-verbs
قارب	قرب	qalsadi-verbs
قارح	قرح	qalsadi-verbs
قارص	قرص	qalsadi-verbs
قارض	قرض	qalsadi-verbs
قارع	قرع	qalsadi-verbs
قارف	قرف	qalsadi-verbs
قارن	قرن	qalsadi-verbs
قاس	قوس	qalsadi-verbs
قاس	قيس	qalsadi-verbs
قاسا	قسو	qalsadi-verbs
قاسح	قسح	qalsadi-verbs
قاسم	قسم	qalsadi-verbs
قاص	قصص	qalsadi-verbs
قاص	قيص	qalsadi-verbs
قاض	قوض	qalsadi-verbs
قاض	قيض	qalsadi-verbs
قاضا	قضي	qalsadi-verbs
قاضم	قضم	qalsadi-verbs
قاطع	قطع	qalsadi-verbs
قاظ	قيظ	qalsadi-verbs
قاع	قوع	qalsadi-verbs
قاع	قيع	qalsadi-verbs
قاف	قوف	qalsadi-verbs
قاق	قوق	qalsadi-verbs
قاق	قيق	qalsadi-verbs
قال	قول	qalsadi-verbs
قال	قيل	qalsadi-verbs
قالع	قلع	qalsadi-verbs
قام	قوم	qalsadi-verbs
قامر	قمر	qalsadi-verbs
قان	قين	qalsadi-verbs
قانا	قني	qalsadi-verbs
قاهر	قهر	qalsadi-verbs
قاول	قول	qalsadi-verbs
قاوم	قوم	qalsadi-verbs
قايس	قيس	qalsadi-verbs
قايض	قيض	qalsadi-verbs
قايظ	قيظ	qalsadi-verbs
قب	قبب	qalsadi-verbs
قبا	قبو	qalsadi-verbs
قبب	قبب	qalsadi-verbs
قبح	قبح	qalsadi-verbs
قبر	قبر	qalsadi-verbs
قبس	قبس	qalsadi-verbs
قبض	قبض	qalsadi-verbs
قبع	قبع	qalsadi-verbs
قبقب	قبقب	qalsadi-verbs
قبل	قبل	qalsadi-verbs
قبن	قبن	qalsadi-verbs
قت	قتت	qalsadi-verbs
قتا	قتو	qalsadi-verbs
قتت	قتت	qalsadi-verbs
قتر	قتر	qalsadi-verbs
قتل	قتل	qalsadi-verbs
قتم	قتم	qalsadi-verbs
قث	قثث	qalsadi-verbs
قثا	قثو	qalsadi-verbs
قح	قحح	qalsadi-verbs
قحا	قحو	qalsadi-verbs
قحب	قحب	qalsadi-verbs
قحط	قحط	qalsadi-verbs
قحف	قحف	qalsadi-verbs
قحل	قحل	qalsadi-verbs
قحم	قحم	qalsadi-verbs
قد	قدد	qalsadi-verbs
قدح	قدح	qalsadi-verbs
قدد	قدد	qalsadi-verbs
قدر	قدر	qalsadi-verbs
قدس	قدس	qalsadi-verbs
قدم	قدم	qalsadi-verbs
قذ	قذذ	qalsadi-verbs
قذا	قذي	qalsadi-verbs
قذذ	قذذ	qalsadi-verbs
قذر	قذر	qalsadi-verbs
قذع	قذع	qalsadi-verbs
قذف	قذف	qalsadi-verbs
قذي	قذي	qalsadi-verbs
قر	قرر	qalsadi-verbs
قرا	قرا	qalsadi-verbs
قرا	قرو	qalsadi-verbs
قرا	قري	qalsadi-verbs
قرب	قرب	qalsadi-verbs
قرح	قرح	qalsadi-verbs
قرد	قرد	qalsadi-verbs
قرر	قرر	qalsadi-verbs
قرس	قرس	qalsadi-verbs
قرش	قرش	qalsadi-verbs
قرص	قرص	qalsadi-verbs
قرض	قرض	qalsadi-verbs
قرط	قرط	qalsadi-verbs
قرطس	جذر	qalsadi-verbs
قرظ	قرظ	qalsadi-verbs
قرع	قرع	qalsadi-verbs
قرف	قرف	qalsadi-verbs
قرفص	قرفص	qalsadi-verbs
قرق	قرق	qalsadi-verbs
قرقر	قرقر	qalsadi-verbs
قرمد	قرمد	qalsadi-verbs
قرمط	قرمط	qalsadi-verbs
قرن	قرن	qalsadi-verbs
قز	قزز	qalsadi-verbs
قزم	قزم	qalsadi-verbs
قس	قسس	qalsadi-verbs
قسا	قسو	qalsadi-verbs
قسر	قسر	qalsadi-verbs
قسط	قسط	qalsadi-verbs
قسم	قسم	qalsadi-verbs
قش	قشش	qalsadi-verbs
قشب	قشب	qalsadi-verbs
قشر	قشر	qalsadi-verbs
قشط	قشط	qalsadi-verbs
قشع	قشع	qalsadi-verbs
قشف	قشف	qalsadi-verbs
قشقش	قشقش	qalsadi-verbs
قص	قصص	qalsadi-verbs
قصا	قصو	qalsadi-verbs
قصب	قصب	qalsadi-verbs
قصد	قصد	qalsadi-verbs
قصر	قصر	qalsadi-verbs
قصص	قصص	qalsadi-verbs
قصع	قصع	qalsadi-verbs
قصف	قصف	qalsadi-verbs
قصل	قصل	qalsadi-verbs
قصم	قصم	qalsadi-verbs
قصي	قصي	qalsadi-verbs
قض	قضض	qalsadi-verbs
قضا	قضي	qalsadi-verbs
قضب	قضب	qalsadi-verbs
قضقض	قضقض	qalsadi-verbs
قضم	قضم	qalsadi-verbs
قط	قطط	qalsadi-verbs
قطا	قطو	qalsadi-verbs
قطب	قطب	qalsadi-verbs
قطر	قطر	qalsadi-verbs
قطرب	قطرب	qalsadi-verbs
قطط	قطط	qalsadi-verbs
قطع	قطع	qalsadi-verbs
قطف	قطف	qalsadi-verbs
قطم	قطم	qalsadi-verbs
قطن	قطن	qalsadi-verbs
قعد	قعد	qalsadi-verbs
قعر	قعر	qalsadi-verbs
قعس	قعس	qalsadi-verbs
قعقع	قعقع	qalsadi-verbs
قف	قفف	qalsadi-verbs
قفا	قفو	qalsadi-verbs
قفز	قفز	qalsadi-verbs
قفش	قفش	qalsadi-verbs
قفص	قفص	qalsadi-verbs
قفقف	قفقف	qalsadi-verbs
قفل	قفل	qalsadi-verbs
قل	قلل	qalsadi-verbs
قلا	قلو	qalsadi-verbs
قلا	قلي	qalsadi-verbs
قلب	قلب	qalsadi-verbs
قلد	قلد	qalsadi-verbs
قلص	قلص	qalsadi-verbs
قلع	قلع	qalsadi-verbs
قلف	قلف	qalsadi-verbs
قلق	قلق	qalsadi-verbs
قلقل	قلقل	qalsadi-verbs
قلل	قلل	qalsadi-verbs
قلل	جذر	qalsadi-verbs
قلم	قلم	qalsadi-verbs
قمص	قمص	qalsadi-verbs
قمط	قمط	qalsadi-verbs
قمطر	قمطر	qalsadi-verbs
قمع	قمع	qalsadi-verbs
قمقم	قمقم	qalsadi-verbs
قمل	قمل	qalsadi-verbs
قمم	قمم	qalsadi-verbs
قمن	قمن	qalsadi-verbs
قن	قنن	qalsadi-verbs
قنا	قنو	qalsadi-verbs
قنا	قني	qalsadi-verbs
قنبل	قنبل	qalsadi-verbs
قنت	قنت	qalsadi-verbs
قنص	قنص	qalsadi-verbs
قنط	قنط	qalsadi-verbs
قنطر	قنطر	qalsadi-verbs
قنع	قنع	qalsadi-verbs
قني	قني	qalsadi-verbs
قهر	قهر	qalsadi-verbs
قهقر	قهقر	qalsadi-verbs
قهقه	قهقه	qalsadi-verbs
قوا	قوي	qalsadi-verbs
قود	قود	qalsadi-verbs
قور	قور	qalsadi-verbs
قوس	قوس	qalsadi-verbs
قوض	قوض	qalsadi-verbs
قول	قول	qalsadi-verbs
قولب	جذر	qalsadi-verbs
قوم	قوم	qalsadi-verbs
قوي	قوي	qalsadi-verbs
قيا	قيا	qalsadi-verbs
قيح	قيح	qalsadi-verbs
قيد	قيد	qalsadi-verbs
قيض	قيض	qalsadi-verbs
قيظ	قيظ	qalsadi-verbs
قيل	قيل	qalsadi-verbs
قيم	قيم	qalsadi-verbs
قين	قين	qalsadi-verbs
كءب	كاب	qalsadi-verbs
كابد	كبد	qalsadi-verbs
كابر	كبر	qalsadi-verbs
كاتب	كتب	qalsadi-verbs
كاتم	كتم	qalsadi-verbs
كاثر	جذر	qalsadi-verbs
كاد	كود	qalsadi-verbs
كاد	كيد	qalsadi-verbs
كاذب	كذب	qalsadi-verbs
كار	كور	qalsadi-verbs
كارا	كري	qalsadi-verbs
كارم	كرم	qalsadi-verbs
كاس	كيس	qalsadi-verbs
كاسح	كسح	qalsadi-verbs
كاشح	كشح	qalsadi-verbs
كاشر	كشر	qalsadi-verbs
كاشف	كشف	qalsadi-verbs
كاف	كيف	qalsadi-verbs
كافا	كفا	qalsadi-verbs
كافح	كفح	qalsadi-verbs
كافر	كفر	qalsadi-verbs
كافل	كفل	qalsadi-verbs
كاكا	كاكا	qalsadi-verbs
كال	كيل	qalsadi-verbs
كالب	كلب	qalsadi-verbs
كالح	كلح	qalsadi-verbs
كالم	كلم	qalsadi-verbs
كان	كون	qalsadi-verbs
كانف	كنف	qalsadi-verbs
كاهل	كهل	qalsadi-verbs
كايد	كيد	qalsadi-verbs
كايل	كيل	qalsadi-verbs
كب	كبب	qalsadi-verbs
كبا	كبو	qalsadi-verbs
كبب	كبب	qalsadi-verbs
كبت	كبت	qalsadi-verbs
كبت	جذر	qalsadi-verbs
كبح	كبح	qalsadi-verbs
كبد	كبد	qalsadi-verbs
كبر	كبر	qalsadi-verbs
كبس	كبس	qalsadi-verbs
كبش	كبش	qalsadi-verbs
كبكب	جذر	qalsadi-verbs
كبل	كبل	qalsadi-verbs
كت	كتت	qalsadi-verbs
كتب	كتب	qalsadi-verbs
كتف	كتف	qalsadi-verbs
كتكت	كتكت	qalsadi-verbs
كتل	كتل	qalsadi-verbs
كتم	كتم	qalsadi-verbs
كث	كثث	qalsadi-verbs
كثب	كثب	qalsadi-verbs
كثر	كثر	qalsadi-verbs
كثف	كثف	qalsadi-verbs
كثل	كثل	qalsadi-verbs
كثم	كثم	qalsadi-verbs
كح	كحح	qalsadi-verbs
كحل	كحل	qalsadi-verbs
كد	كدد	qalsadi-verbs
كدا	كدو	qalsadi-verbs
كدح	كدح	qalsadi-verbs
كدر	كدر	qalsadi-verbs
كدس	كدس	qalsadi-verbs
كدم	جذر	qalsadi-verbs
كذب	كذب	qalsadi-verbs
كر	كرر	qalsadi-verbs
كرا	كرو	qalsadi-verbs
كرا	كري	qalsadi-verbs
كرب	كرب	qalsadi-verbs
كرتن	جذر	qalsadi-verbs
كرر	كرر	qalsadi-verbs
كرز	كرز	qalsadi-verbs
كرس	كرس	qalsadi-verbs
كرش	كرش	qalsadi-verbs
كرع	كرع	qalsadi-verbs
كركر	كركر	qalsadi-verbs
كرم	كرم	qalsadi-verbs
كره	كره	qalsadi-verbs
كري	كري	qalsadi-verbs
كز	كزز	qalsadi-verbs
كسا	كسو	qalsadi-verbs
كسب	كسب	qalsadi-verbs
كسح	كسح	qalsadi-verbs
كسد	كسد	qalsadi-verbs
كسر	كسر	qalsadi-verbs
كسف	كسف	qalsadi-verbs
كسكس	كسكس	qalsadi-verbs
كسل	كسل	qalsadi-verbs
كسي	كسو	qalsadi-verbs
كش	كشش	qalsadi-verbs
كشح	كشح	qalsadi-verbs
كشر	كشر	qalsadi-verbs
كشط	كشط	qalsadi-verbs
كشف	كشف	qalsadi-verbs
كشكش	جذر	qalsadi-verbs
كظ	كظظ	qalsadi-verbs
كظم	كظم	qalsadi-verbs
كعب	كعب	qalsadi-verbs
كف	كفف	qalsadi-verbs
كفا	كفا	qalsadi-verbs
كفا	كفي	qalsadi-verbs
كفح	كفح	qalsadi-verbs
كفر	كفر	qalsadi-verbs
كفكف	كفكف	qalsadi-verbs
كفل	كفل	qalsadi-verbs
كفن	كفن	qalsadi-verbs
كل	كلل	qalsadi-verbs
كلء	كلا	qalsadi-verbs
كلا	كلا	qalsadi-verbs
كلب	كلب	qalsadi-verbs
كلثم	كلثم	qalsadi-verbs
كلح	كلح	qalsadi-verbs
كلس	كلس	qalsadi-verbs
كلف	كلف	qalsadi-verbs
كلل	كلل	qalsadi-verbs
كلم	كلم	qalsadi-verbs
كلي	كلي	qalsadi-verbs
كم	كمم	qalsadi-verbs
كمء	كما	qalsadi-verbs
كما	كما	qalsadi-verbs
كما	كمي	qalsadi-verbs
كمت	كمت	qalsadi-verbs
كمد	كمد	qalsadi-verbs
كمش	كمش	qalsadi-verbs
كمكم	كمكم	qalsadi-verbs
كمل	كمل	qalsadi-verbs
كمم	كمم	qalsadi-verbs
كمن	كمن	qalsadi-verbs
كن	كنن	qalsadi-verbs
كنا	كني	qalsadi-verbs
كنز	كنز	qalsadi-verbs
كنس	كنس	qalsadi-verbs
كنف	كنف	qalsadi-verbs
كهرب	كهرب	qalsadi-verbs
كهل	كهل	qalsadi-verbs
كهن	كهن	qalsadi-verbs
كوا	كوي	qalsadi-verbs
كور	كور	qalsadi-verbs
كوع	كوع	qalsadi-verbs
كوكب	كوكب	qalsadi-verbs
كوم	كوم	qalsadi-verbs
كون	كون	qalsadi-verbs
كيس	كيس	qalsadi-verbs
كيف	كيف	qalsadi-verbs
كيل	كيل	qalsadi-verbs
لءم	لام	qalsadi-verbs
لاءم	لام	qalsadi-verbs
لابس	لبس	qalsadi-verbs
لات	لوت	qalsadi-verbs
لات	ليت	qalsadi-verbs
لاث	لوث	qalsadi-verbs
لاج	لجج	qalsadi-verbs
لاج	لوج	qalsadi-verbs
لاح	لوح	qalsadi-verbs
لاحا	لحي	qalsadi-verbs
لاحظ	لحظ	qalsadi-verbs
لاحف	لحف	qalsadi-verbs
لاحق	لحق	qalsadi-verbs
لاحم	لحم	qalsadi-verbs
لاحن	لحن	qalsadi-verbs
لاد	لدد	qalsadi-verbs
لاذ	لوذ	qalsadi-verbs
لازق	لزق	qalsadi-verbs
لازم	لزم	qalsadi-verbs
لاسن	لسن	qalsadi-verbs
لاشا	لشو	qalsadi-verbs
لاصق	لصق	qalsadi-verbs
لاط	لوط	qalsadi-verbs
لاطف	لطف	qalsadi-verbs
لاطم	لطم	qalsadi-verbs
لاظ	لظظ	qalsadi-verbs
لاع	لوع	qalsadi-verbs
لاعب	لعب	qalsadi-verbs
لاعج	لعج	qalsadi-verbs
لاعن	لعن	qalsadi-verbs
لاغ	ليغ	qalsadi-verbs
لاغا	لغي	qalsadi-verbs
لاف	لفف	qalsadi-verbs
لاف	لوف	qalsadi-verbs
لاف	ليف	qalsadi-verbs
لاق	ليق	qalsadi-verbs
لاقا	لقي	qalsadi-verbs
لاك	لوك	qalsadi-verbs
لاكز	لكز	qalsadi-verbs
لاكم	لكم	qalsadi-verbs
لالا	لالا	qalsadi-verbs
لام	لام	qalsadi-verbs
لام	لوم	qalsadi-verbs
لامح	لمح	qalsadi-verbs
لامس	لمس	qalsadi-verbs
لان	لين	qalsadi-verbs
لاه	لوه	qalsadi-verbs
لاه	ليه	qalsadi-verbs
لاين	لين	qalsadi-verbs
لب	لبب	qalsadi-verbs
لبا	لبي	qalsadi-verbs
لبب	لبب	qalsadi-verbs
لبث	لبث	qalsadi-verbs
لبد	لبد	qalsadi-verbs
لبس	لبس	qalsadi-verbs
لبط	لبط	qalsadi-verbs
لبق	لبق	qalsadi-verbs
لبك	لبك	qalsadi-verbs
لبلب	لبلب	qalsadi-verbs
لبن	لبن	qalsadi-verbs
لبنن	لبنن	qalsadi-verbs
لت	لتت	qalsadi-verbs
لث	لثث	qalsadi-verbs
لثغ	لثغ	qalsadi-verbs
لثم	لثم	qalsadi-verbs
لج	لجج	qalsadi-verbs
لجا	لجا	qalsadi-verbs
لجب	لجب	qalsadi-verbs
لجلج	لجلج	qalsadi-verbs
لجم	لجم	qalsadi-verbs
لجن	لجن	qalsadi-verbs
لح	لحح	qalsadi-verbs
لحا	لحو	qalsadi-verbs
لحا	لحي	qalsadi-verbs
لحد	لحد	qalsadi-verbs
لحس	لحس	qalsadi-verbs
لحظ	لحظ	qalsadi-verbs
لحف	لحف	qalsadi-verbs
لحق	لحق	qalsadi-verbs
لحم	لحم	qalsadi-verbs
لحن	لحن	qalsadi-verbs
لخ	لخخ	qalsadi-verbs
لخا	لخو	qalsadi-verbs
لخبط	جذر	qalsadi-verbs
لخص	لخص	qalsadi-verbs
لد	لدد	qalsadi-verbs
لدد	لدد	qalsadi-verbs
لدغ	لدغ	qalsadi-verbs
لدن	لدن	qalsadi-verbs
لذ	لذذ	qalsadi-verbs
لذذ	لذذ	qalsadi-verbs
لذع	لذع	qalsadi-verbs
لز	لزز	qalsadi-verbs
لزب	لزب	qalsadi-verbs
لزج	لزج	qalsadi-verbs
لزق	لزق	qalsadi-verbs
لزم	لزم	qalsadi-verbs
لسع	لسع	qalsadi-verbs
لسن	لسن	qalsadi-verbs
لص	لصص	qalsadi-verbs
لصص	لصص	qalsadi-verbs
لصق	لصق	qalsadi-verbs
لط	لطط	qalsadi-verbs
لطء	لطا	qalsadi-verbs
لطا	لطا	qalsadi-verbs
لطخ	لطخ	qalsadi-verbs
لطس	جذر	qalsadi-verbs
لطع	لطع	qalsadi-verbs
لطف	لطف	qalsadi-verbs
لطم	لطم	qalsadi-verbs
لظا	لظي	qalsadi-verbs
لظي	لظي	qalsadi-verbs
لعب	لعب	qalsadi-verbs
لعج	لعج	qalsadi-verbs
لعق	لعق	qalsadi-verbs
لعلع	لعلع	qalsadi-verbs
