word	vocalized	type	category	lemma	stem	tags	source
كذويكم	كَذَوِيكُمْ	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف	stopwords-kalimat-forms
كذويكما	كَذَوِيكُمَا	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف	stopwords-kalimat-forms
كذويكن	كَذَوِيكُنَّ	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف	stopwords-kalimat-forms
كذوينا	كَذَوِينَا	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف	stopwords-kalimat-forms
كذويه	كَذَوِيهُ	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف:لايجر:T	stopwords-kalimat-forms
كذويها	كَذَوِيهَا	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف	stopwords-kalimat-forms
كذويهم	كَذَوِيهُمْ	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف:لايجر	stopwords-kalimat-forms
كذويهما	كَذَوِيهُمَا	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف:لايجر	stopwords-kalimat-forms
كذويهن	كَذَوِيهُنَّ	اسم	اسم إشارة	ذوي	ذوي	جر:مضاف:لايجر	stopwords-kalimat-forms
كذي	كذي	حرف	كلمات شائعة	كذي	كذي		stopwords-kalimat-extra
كذي	كَذِي	اسم	اسم إشارة	ذي	ذي	جر	stopwords-kalimat-forms
كذين	كذين	حرف	كلمات شائعة	كذين	كذين		stopwords-kalimat-extra
كذين	كَذَيْن	اسم	اسم إشارة	ذين	ذين	جر	stopwords-kalimat-forms
كذينك	كذينك	حرف	كلمات شائعة	كذينك	كذينك		stopwords-kalimat-extra
كذينك	كَذَيْنِك	اسم	اسم إشارة	ذينك	ذينك	جر	stopwords-kalimat-forms
كرب	كرب	حرف	كلمات شائعة	كرب	كرب		stopwords-kalimat-extra
كرب	كَرِب	فعل	كاد و اخواتها	كرب	كرب		stopwords-kalimat-forms
كرب	كرب	حرف	كلمات شائعة	كرب	كرب		stopwords-kalimat-json
كرب	كرب	حرف	كلمات شائعة	كرب	كرب		stopwords-kalimat-list
كرب	كرب	حرف	كلمات شائعة	كرب	كرب		stopwords-kalimat-plain
كزمان	كَزَمَانِ	اسم	ظرف زمان	زمان	زمان	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانك	كَزَمَانِكِ	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانكم	كَزَمَانِكُمْ	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانكما	كَزَمَانِكُمَا	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانكن	كَزَمَانِكُنَّ	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزماننا	كَزَمَانِنَا	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانه	كَزَمَانِهِ	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانها	كَزَمَانِهَا	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانهم	كَزَمَانِهِمْ	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانهما	كَزَمَانِهِمَا	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزمانهن	كَزَمَانِهِنَّ	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كزماني	كَزَمَانِِي	اسم	ظرف زمان	زمان	زمان	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كسا	كسا	حرف	كلمات شائعة	كسا	كسا		stopwords-kalimat-json
كسا	كسا	حرف	كلمات شائعة	كسا	كسا		stopwords-kalimat-list
كسا	كسا	حرف	كلمات شائعة	كسا	كسا		stopwords-kalimat-plain
كساعة	كَسَاعَةِ	اسم	ظرف زمان	ساعة	ساعة	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتك	كَسَاعَتِكِ	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتكم	كَسَاعَتِكُمْ	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتكما	كَسَاعَتِكُمَا	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتكن	كَسَاعَتِكُنَّ	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتنا	كَسَاعَتِنَا	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعته	كَسَاعَتِهِ	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتها	كَسَاعَتِهَا	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتهم	كَسَاعَتِهِمْ	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتهما	كَسَاعَتِهِمَا	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتهن	كَسَاعَتِهِنَّ	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كساعتي	كَسَاعَتِِي	اسم	ظرف زمان	ساعة	ساعة	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كسوا	كسوى	حرف	كلمات شائعة	كسوا	كسوا		stopwords-kalimat-extra
كسوا	كَسِوَى	اسم	اسم إضافة	سوا	سوا	جر	stopwords-kalimat-forms
كسواك	كَسِوَاكِ	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسواكم	كَسِوَاكُمْ	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسواكما	كَسِوَاكُمَا	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسواكن	كَسِوَاكُنَّ	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسوانا	كَسِوَانَا	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسواه	كَسِوَاهُ	اسم	اسم إضافة	سوا	سوا	جر:مضاف:لايجر:T	stopwords-kalimat-forms
كسواها	كَسِوَاهَا	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسواهم	كَسِوَاهُمْ	اسم	اسم إضافة	سوا	سوا	جر:مضاف:لايجر	stopwords-kalimat-forms
كسواهما	كَسِوَاهُمَا	اسم	اسم إضافة	سوا	سوا	جر:مضاف:لايجر	stopwords-kalimat-forms
كسواهن	كَسِوَاهُنَّ	اسم	اسم إضافة	سوا	سوا	جر:مضاف:لايجر	stopwords-kalimat-forms
كسواي	كَسِوَاِي	اسم	اسم إضافة	سوا	سوا	جر:مضاف	stopwords-kalimat-forms
كسوي	كسوي	حرف	كلمات شائعة	كسوي	كسوي		stopwords-kalimat-extra
كسويك	كسويك	حرف	كلمات شائعة	كسويك	كسويك		stopwords-kalimat-extra
كسويكم	كسويكم	حرف	كلمات شائعة	كسويكم	كسويكم		stopwords-kalimat-extra
كسويكما	كسويكما	حرف	كلمات شائعة	كسويكما	كسويكما		stopwords-kalimat-extra
كسويكن	كسويكن	حرف	كلمات شائعة	كسويكن	كسويكن		stopwords-kalimat-extra
كسوينا	كسوينا	حرف	كلمات شائعة	كسوينا	كسوينا		stopwords-kalimat-extra
كسويه	كسويه	حرف	كلمات شائعة	كسويه	كسويه		stopwords-kalimat-extra
كسويها	كسويها	حرف	كلمات شائعة	كسويها	كسويها		stopwords-kalimat-extra
كسويهم	كسويهم	حرف	كلمات شائعة	كسويهم	كسويهم		stopwords-kalimat-extra
كسويهما	كسويهما	حرف	كلمات شائعة	كسويهما	كسويهما		stopwords-kalimat-extra
كسويهن	كسويهن	حرف	كلمات شائعة	كسويهن	كسويهن		stopwords-kalimat-extra
كشبه	كشبه	حرف	كلمات شائعة	كشبه	كشبه		stopwords-kalimat-extra
كشبه	كَشِبْه	اسم	اسم إضافة	شبه	شبه	جر	stopwords-kalimat-forms
كشبهك	كشبهك	حرف	كلمات شائعة	كشبهك	كشبهك		stopwords-kalimat-extra
كشبهك	كَشِبْهكِ	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشبهكم	كشبهكم	حرف	كلمات شائعة	كشبهكم	كشبهكم		stopwords-kalimat-extra
كشبهكم	كَشِبْهكُمْ	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشبهكما	كشبهكما	حرف	كلمات شائعة	كشبهكما	كشبهكما		stopwords-kalimat-extra
كشبهكما	كَشِبْهكُمَا	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشبهكن	كشبهكن	حرف	كلمات شائعة	كشبهكن	كشبهكن		stopwords-kalimat-extra
كشبهكن	كَشِبْهكُنَّ	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشبهنا	كشبهنا	حرف	كلمات شائعة	كشبهنا	كشبهنا		stopwords-kalimat-extra
كشبهنا	كَشِبْهنَا	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشبهه	كشبهه	حرف	كلمات شائعة	كشبهه	كشبهه		stopwords-kalimat-extra
كشبهه	كَشِبْههُ	اسم	اسم إضافة	شبه	شبه	جر:مضاف:لايجر:T	stopwords-kalimat-forms
كشبهها	كشبهها	حرف	كلمات شائعة	كشبهها	كشبهها		stopwords-kalimat-extra
كشبهها	كَشِبْههَا	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشبههم	كشبههم	حرف	كلمات شائعة	كشبههم	كشبههم		stopwords-kalimat-extra
كشبههم	كَشِبْههُمْ	اسم	اسم إضافة	شبه	شبه	جر:مضاف:لايجر	stopwords-kalimat-forms
كشبههما	كشبههما	حرف	كلمات شائعة	كشبههما	كشبههما		stopwords-kalimat-extra
كشبههما	كَشِبْههُمَا	اسم	اسم إضافة	شبه	شبه	جر:مضاف:لايجر	stopwords-kalimat-forms
كشبههن	كشبههن	حرف	كلمات شائعة	كشبههن	كشبههن		stopwords-kalimat-extra
كشبههن	كَشِبْههُنَّ	اسم	اسم إضافة	شبه	شبه	جر:مضاف:لايجر	stopwords-kalimat-forms
كشبهي	كشبهي	حرف	كلمات شائعة	كشبهي	كشبهي		stopwords-kalimat-extra
كشبهي	كَشِبْهِي	اسم	اسم إضافة	شبه	شبه	جر:مضاف	stopwords-kalimat-forms
كشرق	كَشَرْقِ	اسم	ظرف مكان	شرق	شرق	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقك	كَشَرْقِكِ	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقكم	كَشَرْقِكُمْ	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقكما	كَشَرْقِكُمَا	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقكن	كَشَرْقِكُنَّ	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقنا	كَشَرْقِنَا	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقه	كَشَرْقِهِ	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقها	كَشَرْقِهَا	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقهم	كَشَرْقِهِمْ	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقهما	كَشَرْقِهِمَا	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقهن	كَشَرْقِهِنَّ	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشرقي	كَشَرْقِِي	اسم	ظرف مكان	شرق	شرق	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطر	كَشَطْرِ	اسم	اسم إضافة	شطر	شطر	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطرك	كَشَطْرِكِ	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطركم	كَشَطْرِكُمْ	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطركما	كَشَطْرِكُمَا	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطركن	كَشَطْرِكُنَّ	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطرنا	كَشَطْرِنَا	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطره	كَشَطْرِهِ	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطرها	كَشَطْرِهَا	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطرهم	كَشَطْرِهِمْ	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطرهما	كَشَطْرِهِمَا	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطرهن	كَشَطْرِهِنَّ	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشطري	كَشَطْرِِي	اسم	اسم إضافة	شطر	شطر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهر	كَشَهْرِ	اسم	ظرف زمان	شهر	شهر	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهرك	كَشَهْرِكِ	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهركم	كَشَهْرِكُمْ	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهركما	كَشَهْرِكُمَا	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهركن	كَشَهْرِكُنَّ	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهرنا	كَشَهْرِنَا	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهره	كَشَهْرِهِ	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهرها	كَشَهْرِهَا	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهرهم	كَشَهْرِهِمْ	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهرهما	كَشَهْرِهِمَا	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهرهن	كَشَهْرِهِنَّ	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كشهري	كَشَهْرِِي	اسم	ظرف زمان	شهر	شهر	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كعامة	كعامة	حرف	كلمات شائعة	كعامة	كعامة		stopwords-kalimat-extra
كعامة	كَعَامَّة	اسم	توكيد	عامة	عامة	جر	stopwords-kalimat-forms
كعامتك	كعامتك	حرف	كلمات شائعة	كعامتك	كعامتك		stopwords-kalimat-extra
كعامتك	كَعَامَّتكِ	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعامتكم	كعامتكم	حرف	كلمات شائعة	كعامتكم	كعامتكم		stopwords-kalimat-extra
كعامتكم	كَعَامَّتكُمْ	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعامتكما	كعامتكما	حرف	كلمات شائعة	كعامتكما	كعامتكما		stopwords-kalimat-extra
كعامتكما	كَعَامَّتكُمَا	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعامتكن	كعامتكن	حرف	كلمات شائعة	كعامتكن	كعامتكن		stopwords-kalimat-extra
كعامتكن	كَعَامَّتكُنَّ	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعامتنا	كعامتنا	حرف	كلمات شائعة	كعامتنا	كعامتنا		stopwords-kalimat-extra
كعامتنا	كَعَامَّتنَا	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعامته	كعامته	حرف	كلمات شائعة	كعامته	كعامته		stopwords-kalimat-extra
كعامته	كَعَامَّتهُ	اسم	توكيد	عامة	عامة	جر:مضاف:لايجر:T	stopwords-kalimat-forms
كعامتها	كعامتها	حرف	كلمات شائعة	كعامتها	كعامتها		stopwords-kalimat-extra
كعامتها	كَعَامَّتهَا	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعامتهم	كعامتهم	حرف	كلمات شائعة	كعامتهم	كعامتهم		stopwords-kalimat-extra
كعامتهم	كَعَامَّتهُمْ	اسم	توكيد	عامة	عامة	جر:مضاف:لايجر	stopwords-kalimat-forms
كعامتهما	كعامتهما	حرف	كلمات شائعة	كعامتهما	كعامتهما		stopwords-kalimat-extra
كعامتهما	كَعَامَّتهُمَا	اسم	توكيد	عامة	عامة	جر:مضاف:لايجر	stopwords-kalimat-forms
كعامتهن	كعامتهن	حرف	كلمات شائعة	كعامتهن	كعامتهن		stopwords-kalimat-extra
كعامتهن	كَعَامَّتهُنَّ	اسم	توكيد	عامة	عامة	جر:مضاف:لايجر	stopwords-kalimat-forms
كعامتي	كعامتي	حرف	كلمات شائعة	كعامتي	كعامتي		stopwords-kalimat-extra
كعامتي	كَعَامَّتِي	اسم	توكيد	عامة	عامة	جر:مضاف	stopwords-kalimat-forms
كعين	كعين	حرف	كلمات شائعة	كعين	كعين		stopwords-kalimat-extra
كعين	كَعَيْن	اسم	توكيد	عين	عين	جر	stopwords-kalimat-forms
كعينك	كعينك	حرف	كلمات شائعة	كعينك	كعينك		stopwords-kalimat-extra
كعينك	كَعَيْنكِ	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كعينكم	كعينكم	حرف	كلمات شائعة	كعينكم	كعينكم		stopwords-kalimat-extra
كعينكم	كَعَيْنكُمْ	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كعينكما	كعينكما	حرف	كلمات شائعة	كعينكما	كعينكما		stopwords-kalimat-extra
كعينكما	كَعَيْنكُمَا	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كعينكن	كعينكن	حرف	كلمات شائعة	كعينكن	كعينكن		stopwords-kalimat-extra
كعينكن	كَعَيْنكُنَّ	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كعيننا	كعيننا	حرف	كلمات شائعة	كعيننا	كعيننا		stopwords-kalimat-extra
كعيننا	كَعَيْننَا	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كعينه	كعينه	حرف	كلمات شائعة	كعينه	كعينه		stopwords-kalimat-extra
كعينه	كَعَيْنهُ	اسم	توكيد	عين	عين	جر:مضاف:لايجر:T	stopwords-kalimat-forms
كعينها	كعينها	حرف	كلمات شائعة	كعينها	كعينها		stopwords-kalimat-extra
كعينها	كَعَيْنهَا	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كعينهم	كعينهم	حرف	كلمات شائعة	كعينهم	كعينهم		stopwords-kalimat-extra
كعينهم	كَعَيْنهُمْ	اسم	توكيد	عين	عين	جر:مضاف:لايجر	stopwords-kalimat-forms
كعينهما	كعينهما	حرف	كلمات شائعة	كعينهما	كعينهما		stopwords-kalimat-extra
كعينهما	كَعَيْنهُمَا	اسم	توكيد	عين	عين	جر:مضاف:لايجر	stopwords-kalimat-forms
كعينهن	كعينهن	حرف	كلمات شائعة	كعينهن	كعينهن		stopwords-kalimat-extra
كعينهن	كَعَيْنهُنَّ	اسم	توكيد	عين	عين	جر:مضاف:لايجر	stopwords-kalimat-forms
كعيني	كعيني	حرف	كلمات شائعة	كعيني	كعيني		stopwords-kalimat-extra
كعيني	كَعَيْنِي	اسم	توكيد	عين	عين	جر:مضاف	stopwords-kalimat-forms
كغرب	كَغَرْبِ	اسم	ظرف مكان	غرب	غرب	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربك	كَغَرْبِكِ	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربكم	كَغَرْبِكُمْ	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربكما	كَغَرْبِكُمَا	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربكن	كَغَرْبِكُنَّ	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربنا	كَغَرْبِنَا	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربه	كَغَرْبِهِ	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربها	كَغَرْبِهَا	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربهم	كَغَرْبِهِمْ	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربهما	كَغَرْبِهِمَا	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربهن	كَغَرْبِهِنَّ	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغربي	كَغَرْبِِي	اسم	ظرف مكان	غرب	غرب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروب	كَغُرُوبِ	اسم	ظرف زمان	غروب	غروب	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبك	كَغُرُوبِكِ	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبكم	كَغُرُوبِكُمْ	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبكما	كَغُرُوبِكُمَا	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبكن	كَغُرُوبِكُنَّ	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبنا	كَغُرُوبِنَا	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبه	كَغُرُوبِهِ	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبها	كَغُرُوبِهَا	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبهم	كَغُرُوبِهِمْ	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبهما	كَغُرُوبِهِمَا	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبهن	كَغُرُوبِهِنَّ	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغروبي	كَغُرُوبِِي	اسم	ظرف زمان	غروب	غروب	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغير	كغير	حرف	كلمات شائعة	كغير	كغير		stopwords-kalimat-extra
كغير	كَغَيْرِ	اسم	استثناء	غير	غير	جر:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيرك	كغيرك	حرف	كلمات شائعة	كغيرك	كغيرك		stopwords-kalimat-extra
كغيرك	كَغَيْرِكِ	اسم	استثناء	غير	غير	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيركم	كغيركم	حرف	كلمات شائعة	كغيركم	كغيركم		stopwords-kalimat-extra
كغيركم	كَغَيْرِكُمْ	اسم	استثناء	غير	غير	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيركما	كغيركما	حرف	كلمات شائعة	كغيركما	كغيركما		stopwords-kalimat-extra
كغيركما	كَغَيْرِكُمَا	اسم	استثناء	غير	غير	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيركن	كغيركن	حرف	كلمات شائعة	كغيركن	كغيركن		stopwords-kalimat-extra
كغيركن	كَغَيْرِكُنَّ	اسم	استثناء	غير	غير	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيرنا	كغيرنا	حرف	كلمات شائعة	كغيرنا	كغيرنا		stopwords-kalimat-extra
كغيرنا	كَغَيْرِنَا	اسم	استثناء	غير	غير	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيره	كغيره	حرف	كلمات شائعة	كغيره	كغيره		stopwords-kalimat-extra
كغيره	كَغَيْرِهِ	اسم	استثناء	غير	غير	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيرها	كغيرها	حرف	كلمات شائعة	كغيرها	كغيرها		stopwords-kalimat-extra
كغيرها	كَغَيْرِهَا	اسم	استثناء	غير	غير	جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيرهم	كغيرهم	حرف	كلمات شائعة	كغيرهم	كغيرهم		stopwords-kalimat-extra
كغيرهم	كَغَيْرِهِمْ	اسم	استثناء	غير	غير	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
كغيرهما	كغيرهما	حرف	كلمات شائعة	كغيرهما	كغيرهما		stopwords-kalimat-extra
كغيرهما	كَغَيْرِهِمَا	اسم	استثناء	غير	غير	جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
