word	vocalized	type	category	source
واحد	واحد	حرف	كلمات شائعة	compiled-forms-derived
واخ	وَأَخِ	اسم	الأسماء الخمسة	compiled-forms-derived
واخا	وَأَخَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخاك	وَأَخَاكِ	اسم	الأسماء الخمسة	compiled-forms-derived
واخاكم	وَأَخَاكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
واخاكما	وَأَخَاكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخاكن	وَأَخَاكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واخانا	وَأَخَانَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخاه	وَأَخَاهُ	اسم	الأسماء الخمسة	compiled-forms-derived
واخاها	وَأَخَاهَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخاهم	وَأَخَاهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
واخاهما	وَأَخَاهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخاهن	وَأَخَاهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واخاي	وَأَخَاِي	اسم	الأسماء الخمسة	compiled-forms-derived
واخذ	وَأَخَذ	فعل	كاد و اخواتها	compiled-forms-derived
واخك	وأخك	حرف	كلمات شائعة	compiled-forms-derived
واخكم	وأخكم	حرف	كلمات شائعة	compiled-forms-derived
واخكما	وأخكما	حرف	كلمات شائعة	compiled-forms-derived
واخكن	وأخكن	حرف	كلمات شائعة	compiled-forms-derived
واخلولق	وَاِخْلَوْلَق	فعل	كاد و اخواتها	compiled-forms-derived
واخنا	وأخنا	حرف	كلمات شائعة	compiled-forms-derived
واخه	وأخه	حرف	كلمات شائعة	compiled-forms-derived
واخها	وأخها	حرف	كلمات شائعة	compiled-forms-derived
واخهم	وأخهم	حرف	كلمات شائعة	compiled-forms-derived
واخهما	وأخهما	حرف	كلمات شائعة	compiled-forms-derived
واخهن	وأخهن	حرف	كلمات شائعة	compiled-forms-derived
واخو	وَأَخُو	اسم	الأسماء الخمسة	compiled-forms-derived
واخوك	وَأَخُوكِ	اسم	الأسماء الخمسة	compiled-forms-derived
واخوكم	وَأَخُوكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
واخوكما	وَأَخُوكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخوكن	وَأَخُوكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واخونا	وَأَخُونَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخوه	وَأَخُوهُ	اسم	الأسماء الخمسة	compiled-forms-derived
واخوها	وَأَخُوهَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخوهم	وَأَخُوهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
واخوهما	وَأَخُوهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخوهن	وَأَخُوهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واخوي	وَأَخُوِي	اسم	الأسماء الخمسة	compiled-forms-derived
واخي	وَأَخِيَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واخيك	وَأَخِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
واخيكم	وَأَخِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
واخيكما	وَأَخِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخيكن	وَأَخِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واخينا	وَأَخِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخيه	وَأَخِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
واخيها	وَأَخِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخيهم	وَأَخِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
واخيهما	وَأَخِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
واخيهن	وَأَخِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
واذ	وَإِذ	اسم	ظرف زمان	compiled-forms-derived
واذا	وَإذا	حرف	اسم شرط	compiled-forms-derived
واذما	وَإَذْمَا	حرف	حرف شرط	compiled-forms-derived
واذن	وَإِذَن	حرف	حرف جواب	compiled-forms-derived
وارتد	وَاِرْتَدّ	فعل	كان و أخواتها	compiled-forms-derived
وازاء	وَإِزَاء	اسم	ظرف مكان	compiled-forms-derived
واستحال	وَاِسْتَحَال	فعل	كان و أخواتها	compiled-forms-derived
واسفل	وَأَسْفَلِ	اسم	ظرف مكان	compiled-forms-derived
واسفلك	وَأَسْفَلِكِ	اسم	ظرف مكان	compiled-forms-derived
واسفلكم	وَأَسْفَلِكُمْ	اسم	ظرف مكان	compiled-forms-derived
واسفلكما	وَأَسْفَلِكُمَا	اسم	ظرف مكان	compiled-forms-derived
واسفلكن	وَأَسْفَلِكُنَّ	اسم	ظرف مكان	compiled-forms-derived
واسفلنا	وَأَسْفَلِنَا	اسم	ظرف مكان	compiled-forms-derived
واسفله	وَأَسْفَلِهِ	اسم	ظرف مكان	compiled-forms-derived
واسفلها	وَأَسْفَلِهَا	اسم	ظرف مكان	compiled-forms-derived
واسفلهم	وَأَسْفَلِهِمْ	اسم	ظرف مكان	compiled-forms-derived
واسفلهما	وَأَسْفَلِهِمَا	اسم	ظرف مكان	compiled-forms-derived
واسفلهن	وَأَسْفَلِهِنَّ	اسم	ظرف مكان	compiled-forms-derived
واسفلي	وَأَسْفَلِِي	اسم	ظرف مكان	compiled-forms-derived
واصبح	وَأَصْبَح	فعل	كان و أخواتها	compiled-forms-derived
واصلا	وَأَصْلا	اسم	ظرف زمان	compiled-forms-derived
واضاف	واضاف	حرف	كلمات شائعة	compiled-forms-derived
واضافت	واضافت	حرف	كلمات شائعة	compiled-forms-derived
واضحا	وَأَضْحَى	فعل	كان و أخواتها	compiled-forms-derived
واعلا	وَأَعْلَى	اسم	ظرف مكان	compiled-forms-derived
واعلي	وَأَعْلَيَّ	اسم	ظرف مكان	compiled-forms-derived
واعليك	وَأَعْلَيْكِ	اسم	ظرف مكان	compiled-forms-derived
واعليكم	وَأَعْلَيْكُمْ	اسم	ظرف مكان	compiled-forms-derived
واعليكما	وَأَعْلَيْكُمَا	اسم	ظرف مكان	compiled-forms-derived
واعليكن	وَأَعْلَيْكُنَّ	اسم	ظرف مكان	compiled-forms-derived
واعلينا	وَأَعْلَيْنَا	اسم	ظرف مكان	compiled-forms-derived
واعليه	وَأَعْلَيْهُ	اسم	ظرف مكان	compiled-forms-derived
واعليها	وَأَعْلَيْهَا	اسم	ظرف مكان	compiled-forms-derived
واعليهم	وَأَعْلَيْهُمْ	اسم	ظرف مكان	compiled-forms-derived
واعليهما	وَأَعْلَيْهُمَا	اسم	ظرف مكان	compiled-forms-derived
واعليهن	وَأَعْلَيْهُنَّ	اسم	ظرف مكان	compiled-forms-derived
واف	وَأُفّ	اسم فعل	اسم فعل	compiled-forms-derived
واقبل	وَأَقْبَل	فعل	كاد و اخواتها	compiled-forms-derived
واقل	وَأَقَلِّ	اسم	اسم تفضيل	compiled-forms-derived
واقلك	وَأَقَلِّكِ	اسم	اسم تفضيل	compiled-forms-derived
واقلكم	وَأَقَلِّكُمْ	اسم	اسم تفضيل	compiled-forms-derived
واقلكما	وَأَقَلِّكُمَا	اسم	اسم تفضيل	compiled-forms-derived
واقلكن	وَأَقَلِّكُنَّ	اسم	اسم تفضيل	compiled-forms-derived
واقلنا	وَأَقَلِّنَا	اسم	اسم تفضيل	compiled-forms-derived
واقله	وَأَقَلِّهِ	اسم	اسم تفضيل	compiled-forms-derived
واقلها	وَأَقَلِّهَا	اسم	اسم تفضيل	compiled-forms-derived
واقلهم	وَأَقَلِّهِمْ	اسم	اسم تفضيل	compiled-forms-derived
واقلهما	وَأَقَلِّهِمَا	اسم	اسم تفضيل	compiled-forms-derived
واقلهن	وَأَقَلِّهِنَّ	اسم	اسم تفضيل	compiled-forms-derived
واقلي	وَأَقَلِِّي	اسم	اسم تفضيل	compiled-forms-derived
واكثر	وَأَكْثَرِ	اسم	اسم تفضيل	compiled-forms-derived
واكثرك	وَأَكْثَرِكِ	اسم	اسم تفضيل	compiled-forms-derived
واكثركم	وَأَكْثَرِكُمْ	اسم	اسم تفضيل	compiled-forms-derived
واكثركما	وَأَكْثَرِكُمَا	اسم	اسم تفضيل	compiled-forms-derived
واكثركن	وَأَكْثَرِكُنَّ	اسم	اسم تفضيل	compiled-forms-derived
واكثرنا	وَأَكْثَرِنَا	اسم	اسم تفضيل	compiled-forms-derived
واكثره	وَأَكْثَرِهِ	اسم	اسم تفضيل	compiled-forms-derived
واكثرها	وَأَكْثَرِهَا	اسم	اسم تفضيل	compiled-forms-derived
واكثرهم	وَأَكْثَرِهِمْ	اسم	اسم تفضيل	compiled-forms-derived
واكثرهما	وَأَكْثَرِهِمَا	اسم	اسم تفضيل	compiled-forms-derived
واكثرهن	وَأَكْثَرِهِنَّ	اسم	اسم تفضيل	compiled-forms-derived
واكثري	وَأَكْثَرِِي	اسم	اسم تفضيل	compiled-forms-derived
واكد	واكد	حرف	كلمات شائعة	compiled-forms-derived
والءن	وَالْآن	اسم	ظرف زمان	compiled-forms-derived
والا	وَإِلَّا	حرف	حرف استثناء	compiled-forms-derived
والاب	وَالْأَبِ	اسم	الأسماء الخمسة	compiled-forms-derived
والاخ	وَالْأَخِ	اسم	الأسماء الخمسة	compiled-forms-derived
والالا	وَالْأُلَى	اسم	اسم موصول	compiled-forms-derived
والالاء	وَالْأَلَاء	اسم	اسم موصول	compiled-forms-derived
والتي	والتي	حرف	كلمات شائعة	compiled-forms-derived
والحم	وَالْحَمِ	اسم	الأسماء الخمسة	compiled-forms-derived
والذي	والذي	حرف	كلمات شائعة	compiled-forms-derived
والذين	وَالَّذِين	اسم	اسم موصول	compiled-forms-derived
واللاءي	وَالْلَائِي	اسم	اسم موصول	compiled-forms-derived
واللاتي	وَالْلَاتِي	اسم	اسم موصول	compiled-forms-derived
واللتان	وَالْلَتَان	اسم	اسم موصول	compiled-forms-derived
واللتيا	وَالْلَتَيَّا	اسم	اسم موصول	compiled-forms-derived
واللتين	وَالْلَتَيْن	اسم	اسم موصول	compiled-forms-derived
واللذان	وَالْلَذَان	اسم	اسم موصول	compiled-forms-derived
واللذين	وَالْلَذَيْن	اسم	اسم موصول	compiled-forms-derived
واللواتي	وَالْلَوَاتِي	اسم	اسم موصول	compiled-forms-derived
والي	وَإِلَيَّ	حرف	حرف جر	compiled-forms-derived
واليك	وَإِلَيْكِ	حرف	حرف جر	compiled-forms-derived
واليكم	وَإِلَيْكُمْ	حرف	حرف جر	compiled-forms-derived
واليكما	وَإِلَيْكُمَا	حرف	حرف جر	compiled-forms-derived
واليكن	وَإِلَيْكُنَّ	حرف	حرف جر	compiled-forms-derived
والينا	وَإِلَيْنَا	حرف	حرف جر	compiled-forms-derived
واليه	وَإِلَيْهُ	حرف	حرف جر	compiled-forms-derived
واليها	وَإِلَيْهَا	حرف	حرف جر	compiled-forms-derived
واليهم	وَإِلَيْهُمْ	حرف	حرف جر	compiled-forms-derived
واليهما	وَإِلَيْهُمَا	حرف	حرف جر	compiled-forms-derived
واليهن	وَإِلَيْهُنَّ	حرف	حرف جر	compiled-forms-derived
واما	وَأَمَا	حرف	حرف عرض	compiled-forms-derived
وامام	وَأَمَامِ	اسم	ظرف مكان	compiled-forms-derived
وامامك	وَأَمَامِكِ	اسم	ظرف مكان	compiled-forms-derived
وامامكم	وَأَمَامِكُمْ	اسم	ظرف مكان	compiled-forms-derived
وامامكما	وَأَمَامِكُمَا	اسم	ظرف مكان	compiled-forms-derived
وامامكن	وَأَمَامِكُنَّ	اسم	ظرف مكان	compiled-forms-derived
وامامنا	وَأَمَامِنَا	اسم	ظرف مكان	compiled-forms-derived
وامامه	وَأَمَامِهِ	اسم	ظرف مكان	compiled-forms-derived
وامامها	وَأَمَامِهَا	اسم	ظرف مكان	compiled-forms-derived
وامامهم	وَأَمَامِهِمْ	اسم	ظرف مكان	compiled-forms-derived
وامامهما	وَأَمَامِهِمَا	اسم	ظرف مكان	compiled-forms-derived
وامامهن	وَأَمَامِهِنَّ	اسم	ظرف مكان	compiled-forms-derived
وامامي	وَأَمَامِِي	اسم	ظرف مكان	compiled-forms-derived
وامد	وَأَمَد	اسم	ظرف زمان	compiled-forms-derived
وامس	وَأَمْس	اسم	ظرف زمان	compiled-forms-derived
وامسا	وَأَمْسَى	فعل	كان و أخواتها	compiled-forms-derived
وان	وان	حرف	كلمات شائعة	compiled-forms-derived
وانا	وَأَنَّا	حرف	ناصب ومنصوب	compiled-forms-derived
واناك	وَأَنَّاكِ	حرف	ناصب ومنصوب	compiled-forms-derived
واناكم	وَأَنَّاكُمْ	حرف	ناصب ومنصوب	compiled-forms-derived
واناكما	وَأَنَّاكُمَا	حرف	ناصب ومنصوب	compiled-forms-derived
واناكن	وَأَنَّاكُنَّ	حرف	ناصب ومنصوب	compiled-forms-derived
وانانا	وَأَنَّانَا	حرف	ناصب ومنصوب	compiled-forms-derived
واناه	وَأَنَّاهُ	حرف	ناصب ومنصوب	compiled-forms-derived
واناها	وَأَنَّاهَا	حرف	ناصب ومنصوب	compiled-forms-derived
واناهم	وَأَنَّاهُمْ	حرف	ناصب ومنصوب	compiled-forms-derived
واناهما	وَأَنَّاهُمَا	حرف	ناصب ومنصوب	compiled-forms-derived
واناهن	وَأَنَّاهُنَّ	حرف	ناصب ومنصوب	compiled-forms-derived
واناي	وَأَنَّاِي	حرف	ناصب ومنصوب	compiled-forms-derived
وانبرا	وَاِنْبَرَى	فعل	كاد و اخواتها	compiled-forms-derived
وانت	وَأَنْت	ضمير	ضمير منفصل	compiled-forms-derived
وانتم	وَأَنْتُم	ضمير	ضمير منفصل	compiled-forms-derived
وانتما	وَأَنْتُمَا	ضمير	ضمير منفصل	compiled-forms-derived
وانتن	وَأَنْتُنّ	ضمير	ضمير منفصل	compiled-forms-derived
وانشا	وَأَنْشَأ	فعل	كاد و اخواتها	compiled-forms-derived
وانقلب	وَاِنْقَلَب	فعل	كان و أخواتها	compiled-forms-derived
وانك	وَإِنّكِ	حرف	إن و أخواتها	compiled-forms-derived
وانكم	وَإِنّكُمْ	حرف	إن و أخواتها	compiled-forms-derived
وانكما	وَإِنّكُمَا	حرف	إن و أخواتها	compiled-forms-derived
وانكن	وَإِنّكُنَّ	حرف	إن و أخواتها	compiled-forms-derived
وانما	وَإِنَّمَا	حرف	كافة ومكفوفة	compiled-forms-derived
واننا	وَإِنّنَا	حرف	إن و أخواتها	compiled-forms-derived
وانه	وَإِنّهُ	حرف	إن و أخواتها	compiled-forms-derived
وانها	وَإِنّهَا	حرف	إن و أخواتها	compiled-forms-derived
وانهم	وَإِنّهُمْ	حرف	إن و أخواتها	compiled-forms-derived
وانهما	وَإِنّهُمَا	حرف	إن و أخواتها	compiled-forms-derived
وانهن	وَإِنّهُنَّ	حرف	إن و أخواتها	compiled-forms-derived
واني	وَإِنِّي	حرف	إن و أخواتها	compiled-forms-derived
واها	واهاً	حرف	كلمات شائعة	compiled-forms-derived
واو	واو	حرف	كلمات شائعة	compiled-forms-derived
واوشك	وَأَوْشَك	فعل	كاد و اخواتها	compiled-forms-derived
واوضح	واوضح	حرف	كلمات شائعة	compiled-forms-derived
واول	وَأَوَّل	اسم	ظرف زمان	compiled-forms-derived
واولءك	وَأُولَئِك	اسم	اسم إشارة	compiled-forms-derived
واولءكم	وَأُولَئِكُم	اسم	اسم إشارة	compiled-forms-derived
واولاء	وَأُولَاء	اسم	اسم إشارة	compiled-forms-derived
واولالك	وَأُولَالِك	اسم	اسم إشارة	compiled-forms-derived
واوه	وَأَوَّه	اسم فعل	اسم فعل	compiled-forms-derived
واي	وَإِي	حرف	حرف جواب	compiled-forms-derived
وايا	وَأَيَا	حرف	حرف نداء	compiled-forms-derived
واياك	وَإِيَّاك	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياكم	وَإِيَّاكُم	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياكما	وَإِيَّاكُمَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياكن	وَإِيَّاكُنّ	ضمير	ضمير منفصل منصوب	compiled-forms-derived
وايان	وَأَيَّان	اسم	ظرف زمان	compiled-forms-derived
وايانا	وَإِيَّانَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياه	وَإِيَّاه	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياها	وَإِيَّاهَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياهم	وَإِيَّاهُم	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياهما	وَإِيَّاهُمَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياهن	وَإِيَّاهُنّ	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واياي	وَإِيَّاي	ضمير	ضمير منفصل منصوب	compiled-forms-derived
واية	وَأَيَّةِ	اسم	اسم إضافة	compiled-forms-derived
وايتك	وَأَيَّتِكِ	اسم	اسم إضافة	compiled-forms-derived
وايتكم	وَأَيَّتِكُمْ	اسم	اسم إضافة	compiled-forms-derived
وايتكما	وَأَيَّتِكُمَا	اسم	اسم إضافة	compiled-forms-derived
وايتكن	وَأَيَّتِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
وايتنا	وَأَيَّتِنَا	اسم	اسم إضافة	compiled-forms-derived
وايته	وَأَيَّتِهِ	اسم	اسم إضافة	compiled-forms-derived
وايتها	وَأَيَّتِهَا	اسم	اسم إضافة	compiled-forms-derived
وايتهم	وَأَيَّتِهِمْ	اسم	اسم إضافة	compiled-forms-derived
وايتهما	وَأَيَّتِهِمَا	اسم	اسم إضافة	compiled-forms-derived
وايتهن	وَأَيَّتِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
وايتي	وَأَيَّتِِي	اسم	اسم إضافة	compiled-forms-derived
وايضا	وَأَيْضا	اسم	توكيد	compiled-forms-derived
وايك	وَأَيِّكِ	اسم	اسم إضافة	compiled-forms-derived
وايكم	وَأَيِّكُمْ	اسم	اسم إضافة	compiled-forms-derived
وايكما	وَأَيِّكُمَا	اسم	اسم إضافة	compiled-forms-derived
وايكن	وَأَيِّكُنَّ	اسم	اسم إضافة	compiled-forms-derived
واين	وَأَيْن	اسم	ظرف مكان	compiled-forms-derived
واينا	وَأَيِّنَا	اسم	اسم إضافة	compiled-forms-derived
واينما	وَأَيْنَمَا	اسم	اسم الشرط	compiled-forms-derived
وايه	وَإيه	اسم فعل	اسم فعل	compiled-forms-derived
وايها	وَأَيِّهَا	اسم	اسم إضافة	compiled-forms-derived
وايهم	وَأَيِّهِمْ	اسم	اسم إضافة	compiled-forms-derived
وايهما	وَأَيِّهِمَا	اسم	اسم إضافة	compiled-forms-derived
وايهن	وَأَيِّهِنَّ	اسم	اسم إضافة	compiled-forms-derived
وايي	وأيي	حرف	كلمات شائعة	compiled-forms-derived
وبءس	وَبِئْس	فعل	المدح والذم	compiled-forms-derived
وبءسما	وَبِئْسَمَا	اسم فعل	المدح والذم	compiled-forms-derived
وباب	وبأب	حرف	كلمات شائعة	compiled-forms-derived
وبابك	وبأبك	حرف	كلمات شائعة	compiled-forms-derived
وبابكم	وبأبكم	حرف	كلمات شائعة	compiled-forms-derived
وبابكما	وبأبكما	حرف	كلمات شائعة	compiled-forms-derived
وبابكن	وبأبكن	حرف	كلمات شائعة	compiled-forms-derived
وبابن	وَبِاِبْنِ	اسم	اسم إضافة	compiled-forms-derived
وبابنا	وبأبنا	حرف	كلمات شائعة	compiled-forms-derived
وبابنك	وَبِاِبْنِكِ	اسم	اسم إضافة	compiled-forms-derived
وبابنكم	وَبِاِبْنِكُمْ	اسم	اسم إضافة	compiled-forms-derived
وبابنكما	وَبِاِبْنِكُمَا	اسم	اسم إضافة	compiled-forms-derived
وبابنكن	وَبِاِبْنِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
وبابننا	وَبِاِبْنِنَا	اسم	اسم إضافة	compiled-forms-derived
وبابنه	وَبِاِبْنِهِ	اسم	اسم إضافة	compiled-forms-derived
وبابنها	وَبِاِبْنِهَا	اسم	اسم إضافة	compiled-forms-derived
وبابنهم	وَبِاِبْنِهِمْ	اسم	اسم إضافة	compiled-forms-derived
وبابنهما	وَبِاِبْنِهِمَا	اسم	اسم إضافة	compiled-forms-derived
وبابنهن	وَبِاِبْنِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
وبابني	وَبِاِبْنِِي	اسم	اسم إضافة	compiled-forms-derived
وبابه	وبأبه	حرف	كلمات شائعة	compiled-forms-derived
وبابها	وبأبها	حرف	كلمات شائعة	compiled-forms-derived
وبابهم	وبأبهم	حرف	كلمات شائعة	compiled-forms-derived
وبابهما	وبأبهما	حرف	كلمات شائعة	compiled-forms-derived
وبابهن	وبأبهن	حرف	كلمات شائعة	compiled-forms-derived
وبابي	وَبِأَبِيَّ	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيك	وَبِأَبِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيكم	وَبِأَبِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيكما	وَبِأَبِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيكن	وَبِأَبِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
وبابينا	وَبِأَبِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيه	وَبِأَبِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيها	وَبِأَبِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيهم	وَبِأَبِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيهما	وَبِأَبِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
وبابيهن	وَبِأَبِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
وبات	وَبَات	فعل	كان و أخواتها	compiled-forms-derived
وباجمع	وَبِأَجْمَع	اسم	توكيد	compiled-forms-derived
وباجمعك	وَبِأَجْمَعكِ	اسم	توكيد	compiled-forms-derived
وباجمعكم	وَبِأَجْمَعكُمْ	اسم	توكيد	compiled-forms-derived
وباجمعكما	وَبِأَجْمَعكُمَا	اسم	توكيد	compiled-forms-derived
وباجمعكن	وَبِأَجْمَعكُنَّ	اسم	توكيد	compiled-forms-derived
وباجمعنا	وَبِأَجْمَعنَا	اسم	توكيد	compiled-forms-derived
وباجمعه	وَبِأَجْمَعهُ	اسم	توكيد	compiled-forms-derived
وباجمعها	وَبِأَجْمَعهَا	اسم	توكيد	compiled-forms-derived
وباجمعهم	وَبِأَجْمَعهُمْ	اسم	توكيد	compiled-forms-derived
وباجمعهما	وَبِأَجْمَعهُمَا	اسم	توكيد	compiled-forms-derived
وباجمعهن	وَبِأَجْمَعهُنَّ	اسم	توكيد	compiled-forms-derived
وباجمعي	وَبِأَجْمَعِي	اسم	توكيد	compiled-forms-derived
وباخ	وبأخ	حرف	كلمات شائعة	compiled-forms-derived
وباخك	وبأخك	حرف	كلمات شائعة	compiled-forms-derived
وباخكم	وبأخكم	حرف	كلمات شائعة	compiled-forms-derived
وباخكما	وبأخكما	حرف	كلمات شائعة	compiled-forms-derived
وباخكن	وبأخكن	حرف	كلمات شائعة	compiled-forms-derived
وباخنا	وبأخنا	حرف	كلمات شائعة	compiled-forms-derived
وباخه	وبأخه	حرف	كلمات شائعة	compiled-forms-derived
وباخها	وبأخها	حرف	كلمات شائعة	compiled-forms-derived
وباخهم	وبأخهم	حرف	كلمات شائعة	compiled-forms-derived
وباخهما	وبأخهما	حرف	كلمات شائعة	compiled-forms-derived
وباخهن	وبأخهن	حرف	كلمات شائعة	compiled-forms-derived
وباخي	وَبِأَخِيَّ	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيك	وَبِأَخِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيكم	وَبِأَخِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيكما	وَبِأَخِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيكن	وَبِأَخِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
وباخينا	وَبِأَخِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيه	وَبِأَخِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيها	وَبِأَخِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيهم	وَبِأَخِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيهما	وَبِأَخِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
وباخيهن	وَبِأَخِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
وباسفل	وَبِأَسْفَلِ	اسم	ظرف مكان	compiled-forms-derived
وباسفلك	وَبِأَسْفَلِكِ	اسم	ظرف مكان	compiled-forms-derived
وباسفلكم	وَبِأَسْفَلِكُمْ	اسم	ظرف مكان	compiled-forms-derived
وباسفلكما	وَبِأَسْفَلِكُمَا	اسم	ظرف مكان	compiled-forms-derived
وباسفلكن	وَبِأَسْفَلِكُنَّ	اسم	ظرف مكان	compiled-forms-derived
وباسفلنا	وَبِأَسْفَلِنَا	اسم	ظرف مكان	compiled-forms-derived
وباسفله	وَبِأَسْفَلِهِ	اسم	ظرف مكان	compiled-forms-derived
وباسفلها	وَبِأَسْفَلِهَا	اسم	ظرف مكان	compiled-forms-derived
وباسفلهم	وَبِأَسْفَلِهِمْ	اسم	ظرف مكان	compiled-forms-derived
وباسفلهما	وَبِأَسْفَلِهِمَا	اسم	ظرف مكان	compiled-forms-derived
وباسفلهن	وَبِأَسْفَلِهِنَّ	اسم	ظرف مكان	compiled-forms-derived
وباسفلي	وَبِأَسْفَلِِي	اسم	ظرف مكان	compiled-forms-derived
وباعلا	وَبِأَعْلَى	اسم	ظرف مكان	compiled-forms-derived
وباعلي	وَبِأَعْلَيَّ	اسم	ظرف مكان	compiled-forms-derived
وباعليك	وَبِأَعْلَيْكِ	اسم	ظرف مكان	compiled-forms-derived
وباعليكم	وَبِأَعْلَيْكُمْ	اسم	ظرف مكان	compiled-forms-derived
وباعليكما	وَبِأَعْلَيْكُمَا	اسم	ظرف مكان	compiled-forms-derived
وباعليكن	وَبِأَعْلَيْكُنَّ	اسم	ظرف مكان	compiled-forms-derived
وباعلينا	وَبِأَعْلَيْنَا	اسم	ظرف مكان	compiled-forms-derived
وباعليه	وَبِأَعْلَيْهُ	اسم	ظرف مكان	compiled-forms-derived
وباعليها	وَبِأَعْلَيْهَا	اسم	ظرف مكان	compiled-forms-derived
وباعليهم	وَبِأَعْلَيْهُمْ	اسم	ظرف مكان	compiled-forms-derived
وباعليهما	وَبِأَعْلَيْهُمَا	اسم	ظرف مكان	compiled-forms-derived
وباعليهن	وَبِأَعْلَيْهُنَّ	اسم	ظرف مكان	compiled-forms-derived
وباقل	وَبِأَقَلِّ	اسم	اسم تفضيل	compiled-forms-derived
وباقلك	وَبِأَقَلِّكِ	اسم	اسم تفضيل	compiled-forms-derived
وباقلكم	وَبِأَقَلِّكُمْ	اسم	اسم تفضيل	compiled-forms-derived
وباقلكما	وَبِأَقَلِّكُمَا	اسم	اسم تفضيل	compiled-forms-derived
وباقلكن	وَبِأَقَلِّكُنَّ	اسم	اسم تفضيل	compiled-forms-derived
وباقلنا	وَبِأَقَلِّنَا	اسم	اسم تفضيل	compiled-forms-derived
وباقله	وَبِأَقَلِّهِ	اسم	اسم تفضيل	compiled-forms-derived
وباقلها	وَبِأَقَلِّهَا	اسم	اسم تفضيل	compiled-forms-derived
وباقلهم	وَبِأَقَلِّهِمْ	اسم	اسم تفضيل	compiled-forms-derived
وباقلهما	وَبِأَقَلِّهِمَا	اسم	اسم تفضيل	compiled-forms-derived
