word	vocalized	source
ولكن	وَلَكِنِ	vocalizations-json-map
ولكنا	وَلَكِنَّا	vocalizations-json-map
ولكنكم	وَلَكِنَّكُمْ	vocalizations-json-map
ولكنه	وَلَكِنَّهُ	vocalizations-json-map
ولكنهم	وَلَكِنَّهُمْ	vocalizations-json-map
ولكني	وَلَكِنِّي	vocalizations-json-map
وللءخرة	وَلَلْآخِرَةُ	vocalizations-json-map
وللاربع	وَلِلْأَرْبَع	vocalizations-paired-words
وللارض	وَلِلْأَرْضِ	vocalizations-json-map
وللبسنا	وَلَلَبَسْنَا	vocalizations-json-map
وللدار	وَلَلدَّارُ	vocalizations-json-map
وللذين	وَلِلَّذِينَ	vocalizations-json-map
وللرجال	وَلِلرِّجَالِ	vocalizations-json-map
وللرسول	وَلِلرَّسُولِ	vocalizations-json-map
وللسيارة	وَلِلسَّيَّارَةِ	vocalizations-json-map
وللقيام	وَلِلْقِيَّامِ	vocalizations-paired-words
وللكافرين	وَلِلْكَافِرِينَ	vocalizations-json-map
وللمءمنين	وَلِلْمُؤْمِنِينَ	vocalizations-json-map
وللمطلقات	وَلِلْمُطَلَّقَاتِ	vocalizations-json-map
وللنساء	وَلِلنِّسَاءِ	vocalizations-json-map
ولله	وَلِلَّهِ	vocalizations-json-map
ولم	وَلَمْ	vocalizations-json-map
ولما	وَلِمَا	vocalizations-json-map
ولملءت	وَلَمُلِئْتَ	vocalizations-json-map
ولمن	وَلَمَنِ	vocalizations-json-map
ولن	وَلَنْ	vocalizations-json-map
ولنا	وَلَنَا	vocalizations-json-map
ولنبلونكم	وَلَنَبْلُوَنَّكُمْ	vocalizations-json-map
ولنبينه	وَلِنُبَيِّنَهُ	vocalizations-json-map
ولنجزين	وَلَنَجْزِيَنَّ	vocalizations-json-map
ولنجزينهم	وَلَنَجْزِيَنَّهُمْ	vocalizations-json-map
ولنجعلك	وَلِنَجْعَلَكَ	vocalizations-json-map
ولنجعله	وَلِنَجْعَلَهُ	vocalizations-json-map
ولنحمل	وَلْنَحْمِلْ	vocalizations-json-map
ولنخرجنهم	وَلَنُخْرِجَنَّهُمْ	vocalizations-json-map
ولنذيقنهم	وَلَنُذِيقَنَّهُمْ	vocalizations-json-map
ولنرسلن	وَلَنُرْسِلَنَّ	vocalizations-json-map
ولنسالن	وَلَنَسْأَلَنَّ	vocalizations-json-map
ولنسكننكم	وَلَنُسْكِنَنَّكُمُ	vocalizations-json-map
ولنصبرن	وَلَنَصْبِرَنَّ	vocalizations-json-map
ولنعلمه	وَلِنُعَلِّمَهُ	vocalizations-json-map
ولنعم	وَلَنِعْمَ	vocalizations-json-map
ولنكونن	وَلَنَكُونَنَّ	vocalizations-json-map
وله	وَلَهُ	vocalizations-json-map
ولها	وَلَهَا	vocalizations-json-map
ولهديناهم	وَلَهَدَيْنَاهُمْ	vocalizations-json-map
ولهم	وَلَهُمُ	vocalizations-json-map
ولهن	وَلَهُنَّ	vocalizations-json-map
ولهو	وَلَهْوٌ	vocalizations-json-map
ولهوا	وَلَهْوًا	vocalizations-json-map
ولو	وَلَوِ	vocalizations-json-map
ولوا	وَلَّوْا	vocalizations-json-map
ولوالدي	وَلِوَالِدَيَّ	vocalizations-json-map
ولوالديك	وَلِوَالِدَيْكَ	vocalizations-json-map
ولوريان	وَلُورْيان	vocalizations-paired-words
ولوطا	وَلُوطًا	vocalizations-json-map
ولولا	وَلَوْلَا	vocalizations-json-map
ولوموا	وَلُومُوا	vocalizations-json-map
ولي	وَلِيَ	vocalizations-json-map
وليءمنوا	وَلْيُؤْمِنُوا	vocalizations-json-map
وليا	وَلِيًّا	vocalizations-json-map
ولياتينهم	وَلَيَأْتِيَنَّهُمْ	vocalizations-json-map
ولياخذوا	وَلْيَأْخُذُوا	vocalizations-json-map
وليال	وَلَيَالٍ	vocalizations-json-map
وليام	وِلْيَام	vocalizations-paired-words
وليبتلي	وَلِيَبْتَلِيَ	vocalizations-json-map
وليبدلنهم	وَلَيُبَدِّلَنَّهُمْ	vocalizations-json-map
وليبكوا	وَلْيَبْكُوا	vocalizations-json-map
وليبلي	وَلِيُبْلِيَ	vocalizations-json-map
وليبيريا	وليبيريا	vocalizations-paired-words
وليبينن	وَلَيُبَيِّنَنَّ	vocalizations-json-map
وليتبروا	وَلِيُتَبِّرُوا	vocalizations-json-map
وليتذكر	وَلِيَتَذَكَّرَ	vocalizations-json-map
وليتق	وَلْيَتَّقِ	vocalizations-json-map
وليتلطف	وَلْيَتَلَطَّفْ	vocalizations-json-map
وليتم	وَلِيُتِمَّ	vocalizations-json-map
وليتمتعوا	وَلِيَتَمَتَّعُوا	vocalizations-json-map
وليجة	وَلِيجَةً	vocalizations-json-map
وليجدوا	وَلْيَجِدُوا	vocalizations-json-map
وليحكم	وَلْيَحْكُمْ	vocalizations-json-map
وليحلفن	وَلَيَحْلِفُنَّ	vocalizations-json-map
وليحملن	وَلَيَحْمِلُنَّ	vocalizations-json-map
وليخزي	وَلِيُخْزِيَ	vocalizations-json-map
وليخش	وَلْيَخْشَ	vocalizations-json-map
وليدا	وَلِيدًا	vocalizations-json-map
وليدخلوا	وَلِيَدْخُلُوا	vocalizations-json-map
وليدع	وَلْيَدْعُ	vocalizations-json-map
وليذكر	وَلِيَذَّكَّرَ	vocalizations-json-map
وليذيقكم	وَلِيُذِيقَكُمْ	vocalizations-json-map
وليربط	وَلِيَرْبِطَ	vocalizations-json-map
وليرضوه	وَلِيَرْضَوْهُ	vocalizations-json-map
وليزيدن	وَلَيَزِيدَنَّ	vocalizations-json-map
وليس	وَلَيْسَ	vocalizations-json-map
وليسالن	وَلَيُسْأَلُنَّ	vocalizations-json-map
وليسالوا	وَلْيَسْأَلُوا	vocalizations-json-map
وليست	وَلَيْسَتِ	vocalizations-json-map
وليستعفف	وَلْيَسْتَعْفِفِ	vocalizations-json-map
وليشهد	وَلْيَشْهَدْ	vocalizations-json-map
وليصفحوا	وَلْيَصْفَحُوا	vocalizations-json-map
وليضربن	وَلْيَضْرِبْنَ	vocalizations-json-map
وليطوفوا	وَلْيَطَّوَّفُوا	vocalizations-json-map
وليعفوا	وَلْيَعْفُوا	vocalizations-json-map
وليعلم	وَلِيَعْلَمَ	vocalizations-json-map
وليعلمن	وَلَيَعْلَمَنَّ	vocalizations-json-map
وليعلموا	وَلِيَعْلَمُوا	vocalizations-json-map
وليقترفوا	وَلِيَقْتَرِفُوا	vocalizations-json-map
وليقول	وَلِيَقُولَ	vocalizations-json-map
وليقولوا	وَلِيَقُولُوا	vocalizations-json-map
وليكتب	وَلْيَكْتُبْ	vocalizations-json-map
وليكم	وَلِيُّكُمُ	vocalizations-json-map
وليكون	وَلِيَكُونَ	vocalizations-json-map
وليكونا	وَلَيَكُونًا	vocalizations-json-map
وليلبسوا	وَلِيَلْبِسُوا	vocalizations-json-map
وليلة	وَلَيْلَةٍ	vocalizations-paired-words
وليمحص	وَلِيُمَحِّصَ	vocalizations-json-map
وليمسنكم	وَلَيَمَسَّنَّكُمْ	vocalizations-json-map
وليمكنن	وَلَيُمَكِّنَنَّ	vocalizations-json-map
وليملل	وَلْيُمْلِلِ	vocalizations-json-map
ولينا	وَلِيُّنَا	vocalizations-json-map
ولينذروا	وَلِيُنْذَرُوا	vocalizations-json-map
ولينصرن	وَلَيَنْصُرَنَّ	vocalizations-json-map
وليه	وَلِيُّهُ	vocalizations-json-map
وليهم	وَلِيُّهُمُ	vocalizations-json-map
وليهما	وَلِيُّهُمَا	vocalizations-json-map
وليوفوا	وَلْيُوفُوا	vocalizations-json-map
وليوفيهم	وَلِيُوَفِّيَهُمْ	vocalizations-json-map
وليي	وَلِيِّي	vocalizations-json-map
ومءسسة	وَمُؤَسَّسَةِ	vocalizations-paired-words
وما	وَمَا	vocalizations-json-map
وماء	وَمَاءٍ	vocalizations-json-map
ومات	وَمَاتَ	vocalizations-paired-words
وماتوا	وَمَاتُوا	vocalizations-json-map
وماجوج	وَمَأْجُوجَ	vocalizations-json-map
وماذا	وَمَاذَا	vocalizations-json-map
وماروت	وَمَارُوتَ	vocalizations-json-map
وماضيه	وَمَاضِيهِ	vocalizations-paired-words
وماضيها	وَمَاضِيهَا	vocalizations-paired-words
ومالي	وَمَالِي	vocalizations-paired-words
ومانشستر	وَمَانشِسْتَر	vocalizations-paired-words
وماواكم	وَمَأْوَاكُمُ	vocalizations-json-map
وماواه	وَمَأْوَاهُ	vocalizations-json-map
وماواهم	وَمَأْوَاهُمُ	vocalizations-json-map
ومبشرا	وَمُبَشِّرًا	vocalizations-json-map
ومتاع	وَمَتَاعٌ	vocalizations-json-map
ومتاعا	وَمَتَاعًا	vocalizations-json-map
ومتز	وَمِتز	vocalizations-paired-words
ومتسابقة	وَمُتَسَابِقَةٍ	vocalizations-paired-words
ومتعناهم	وَمَتَّعْنَاهُمْ	vocalizations-json-map
ومتعوهن	وَمَتِّعُوهُنَّ	vocalizations-json-map
ومثقفون	وَمُثَقَّفُونَ	vocalizations-paired-words
ومثل	وَمَثَلُ	vocalizations-json-map
ومثلا	وَمَثَلًا	vocalizations-json-map
ومثله	وَمِثْلَهُ	vocalizations-json-map
ومثلهم	وَمَثَلُهُمْ	vocalizations-json-map
ومثواكم	وَمَثْوَاكُمْ	vocalizations-json-map
ومجتمع	وَمُجْتَمَعٍ	vocalizations-paired-words
ومجلات	وَمَجَلَّاتٍ	vocalizations-paired-words
ومحاولة	وَمُحَاوَلةِ	vocalizations-paired-words
ومحترما	وَمُحْتَرِمًا	vocalizations-paired-words
ومحرم	وَمُحَرَّمٌ	vocalizations-json-map
ومحياي	وَمَحْيَايَ	vocalizations-json-map
ومحيطها	وَمُحِيطِها	vocalizations-paired-words
ومخرج	وَمُخْرِجُ	vocalizations-json-map
ومخرجين	وَمُخْرِجِينَ	vocalizations-paired-words
ومخلفات	وَمُخَلَّفَاتِ	vocalizations-paired-words
ومدرسة	وَمُدَرِّسَةُ	vocalizations-paired-words
ومدرسته	وَمَدْرَسَتِهِ	vocalizations-paired-words
ومراقبة	وَمُرَاقَبَةِ	vocalizations-paired-words
ومراقبتها	وَمُرَاقَبَتِهَا	vocalizations-paired-words
ومرساها	وَمُرْسَاهَا	vocalizations-json-map
ومرض	وَمَرَضِ	vocalizations-paired-words
ومرعاها	وَمَرْعَاهَا	vocalizations-json-map
ومريح	وَمُرِيحٍ	vocalizations-paired-words
ومريم	وَمَرْيَمَ	vocalizations-json-map
ومزاجه	وَمِزَاجُهُ	vocalizations-json-map
ومزدلفة	وَمُزْدَلِفَةَ	vocalizations-paired-words
ومزقناهم	وَمَزَّقْنَاهُمْ	vocalizations-json-map
ومسءولة	وَمَسْؤُولَةُ	vocalizations-paired-words
ومساجد	وَمَسَاجِدُ	vocalizations-json-map
ومساعدة	ومُسَاعَدَةِ	vocalizations-paired-words
ومساكن	وَمَسَاكِنُ	vocalizations-json-map
ومساكنكم	وَمَسَاكِنِكُمْ	vocalizations-json-map
ومساهمته	وَمُسَاهَمَتِهِ	vocalizations-paired-words
ومساواته	وَمُسَاوَاتِهِ	vocalizations-paired-words
ومستجدات	ومُسْتَجِدّاتٌ	vocalizations-paired-words
ومستشرقون	وَمُسْتَشْرِقُونَ	vocalizations-paired-words
ومستقبلهم	وَمُسْتَقْبَلِهِمْ	vocalizations-paired-words
ومستوا	وَمُسْتَوَى	vocalizations-paired-words
ومستودع	وَمُسْتَوْدَعٌ	vocalizations-json-map
ومستودعها	وَمُسْتَوْدَعَهَا	vocalizations-json-map
ومستويات	وَمُسْتَوَيَاتُ	vocalizations-paired-words
ومسرحية	وَمَسْرَحِيَّةً	vocalizations-paired-words
ومسقط	وَمَسْقَطِ	vocalizations-paired-words
ومشارب	وَمَشَارِبُ	vocalizations-json-map
ومشاركتها	وَمُشَارَكَتِهَا	vocalizations-paired-words
ومشاكل	وَمَشَاكِلَ	vocalizations-paired-words
ومشاهدة	وَمُشَاهَدَةِ	vocalizations-paired-words
ومشعل	ومِشْعَل	vocalizations-paired-words
ومشكلات	وَمُشْكِلَاتِ	vocalizations-paired-words
ومشمءز	وَمُشْمَئِزٌّ	vocalizations-paired-words
ومشهود	وَمَشْهُودٍ	vocalizations-json-map
ومصادر	وَمَصَادِرُ	vocalizations-paired-words
ومصدقا	وَمُصَدِّقًا	vocalizations-json-map
ومصر	وَمِصْرَ	vocalizations-paired-words
ومصيرا	وَمَصِيرًا	vocalizations-json-map
ومضا	وَمَضَى	vocalizations-json-map
ومطالبهم	وَمَطَالِبِهِمْ	vocalizations-paired-words
ومطهرك	وَمُطَهِّرُكَ	vocalizations-json-map
ومطيع	وَمُطِيعٍ	vocalizations-paired-words
ومع	وَمَعَ	vocalizations-paired-words
ومعارج	وَمَعَارِجَ	vocalizations-json-map
ومعروضات	وَمَعْرُوضَاتٍ	vocalizations-paired-words
ومعصيت	وَمَعْصِيَتِ	vocalizations-json-map
ومعين	وَمَعِينٍ	vocalizations-json-map
ومغاربها	وَمَغَارِبَهَا	vocalizations-json-map
ومغالطات	وَمُغَالَطَاتٍ	vocalizations-paired-words
ومغانم	وَمَغَانِمَ	vocalizations-json-map
ومغذيا	وَمُغَذِّيًّا	vocalizations-paired-words
ومغفرة	وَمَغْفِرَةً	vocalizations-json-map
ومقاطع	وَمَقَاطِعِ	vocalizations-paired-words
ومقالات	وَمَقَالَاتٍ	vocalizations-paired-words
ومقام	وَمَقَامٍ	vocalizations-json-map
ومقاما	وَمُقَامًا	vocalizations-json-map
ومقاوم	وَمُقَاوِمٌ	vocalizations-paired-words
ومقتا	وَمَقْتًا	vocalizations-json-map
ومقتطفات	وَمُقْتَطَفَاتٍ	vocalizations-paired-words
ومقدونيا	وَمَقْدُونْيَا	vocalizations-paired-words
ومقصرين	وَمُقَصِّرِينَ	vocalizations-json-map
ومقو	وَمُقَوٍّ	vocalizations-paired-words
ومكانته	وَمَكَانَتِهِ	vocalizations-paired-words
ومكتبة	وَمَكْتَبَةِ	vocalizations-paired-words
ومكر	وَمَكَرَ	vocalizations-json-map
ومكرنا	وَمَكَرْنَا	vocalizations-json-map
ومكروا	وَمَكَرُوا	vocalizations-json-map
وملءه	وَمَلَئِهِ	vocalizations-json-map
وملءهم	وَمَلَئِهِمْ	vocalizations-json-map
وملاءكته	وَمَلَائِكَتَهُ	vocalizations-json-map
وملاعبها	وَمَلَاعِبِهَا	vocalizations-paired-words
وملاه	وَمَلَأَهُ	vocalizations-json-map
وملك	وَمُلْكٍ	vocalizations-json-map
وملكا	وَمُلْكًا	vocalizations-json-map
ومما	وَمِمَّا	vocalizations-json-map
ومماتهم	وَمَمَاتُهُمْ	vocalizations-json-map
ومماتي	وَمَمَاتِي	vocalizations-json-map
وممارسة	وَمُمَارَسَةِ	vocalizations-paired-words
وممثلون	وَمُمَثِّلُونَ	vocalizations-paired-words
وممن	وَمِمَّنْ	vocalizations-json-map
ومن	وَمَنِ	vocalizations-json-map
ومنا	وَمِنَّا	vocalizations-json-map
ومناة	وَمَنَاةَ	vocalizations-json-map
ومناطق	وَمَنَاطِقَ	vocalizations-paired-words
ومناظر	وَمُنَاظِرٍ	vocalizations-paired-words
ومنافع	وَمَنَافِعُ	vocalizations-json-map
ومنتجين	وَمُنْتِجِينَ	vocalizations-paired-words
ومنح	وَمَنْحَ	vocalizations-paired-words
ومنحوتة	وَمَنْحُوتَةً	vocalizations-paired-words
ومندهش	وَمُنْدَهِشٌ	vocalizations-paired-words
ومنذ	وَمُنْذُ	vocalizations-paired-words
ومنذرين	وَمُنْذِرِينَ	vocalizations-json-map
ومنطقة	وَمَنْطِقَةِ	vocalizations-paired-words
ومنظم	وَمُنَظِّمٌ	vocalizations-paired-words
ومنظمات	وَمُنَظَّمَاتٌ	vocalizations-paired-words
ومنع	وَمَنْعِ	vocalizations-paired-words
ومنعه	وَمَنْعِهِ	vocalizations-paired-words
ومنك	وَمِنْكَ	vocalizations-json-map
ومنكم	وَمِنْكُمْ	vocalizations-json-map
ومنه	وَمِنْهُ	vocalizations-json-map
ومنها	وَمِنْهَا	vocalizations-json-map
ومنهاجا	وَمِنْهَاجًا	vocalizations-json-map
ومنهم	وَمِنْهُمُ	vocalizations-json-map
ومهدت	وَمَهَّدْتُ	vocalizations-json-map
ومهلهم	وَمَهِّلْهُمْ	vocalizations-json-map
ومهندس	وَمُهَنْدِسُ	vocalizations-paired-words
ومهيمنا	وَمُهَيْمِنًا	vocalizations-json-map
ومواقع	وَمَوَاقِعَ	vocalizations-paired-words
ومواقف	وَمَوَاقِفِ	vocalizations-paired-words
ومواكبين	وَمُوَاكِبِينَ	vocalizations-paired-words
ومواليكم	وَمَوَالِيكُمْ	vocalizations-json-map
وموسا	وَمُوسَى	vocalizations-json-map
وموعظة	وَمَوْعِظَةٌ	vocalizations-json-map
وموقفها	وَمَوْقِفُهَا	vocalizations-paired-words
وموناكو	وَمُونَاكُو	vocalizations-paired-words
وميثاقه	وَمِيثَاقَهُ	vocalizations-json-map
وميكال	وَمِيكَالَ	vocalizations-json-map
وميناء	ومِينَاءُ	vocalizations-paired-words
وناا	وَنَأَى	vocalizations-json-map
وناجون	وَنَاجُونَ	vocalizations-paired-words
ونادا	وَنَادَى	vocalizations-json-map
وناداهما	وَنَادَاهُمَا	vocalizations-json-map
ونادوا	وَنَادَوْا	vocalizations-json-map
وناديناه	وَنَادَيْنَاهُ	vocalizations-json-map
وناميبيا	وَنَامِيبْيَا	vocalizations-paired-words
ونبءهم	وَنَبِّئْهُمْ	vocalizations-json-map
ونباتا	وَنَبَاتًا	vocalizations-json-map
ونبلو	وَنَبْلُوَ	vocalizations-json-map
ونبلوكم	وَنَبْلُوكُمْ	vocalizations-json-map
ونبيا	وَنَبِيًّا	vocalizations-json-map
ونتبع	وَنَتَّبِعِ	vocalizations-json-map
ونتجاوز	وَنَتَجَاوَزُ	vocalizations-json-map
ونتساءل	وَنَتَسَاءَلُ	vocalizations-paired-words
ونجح	وَنَجَحَ	vocalizations-paired-words
ونجعل	وَنَجْعَلَ	vocalizations-json-map
ونجعلهم	وَنَجْعَلَهُمُ	vocalizations-json-map
ونجم	وَنَجْمُ	vocalizations-paired-words
ونجنا	وَنَجِّنَا	vocalizations-json-map
ونجني	وَنَجِّنِي	vocalizations-json-map
ونجواهم	وَنَجْوَاهُمْ	vocalizations-json-map
ونجينا	وَنَجَّيْنَا	vocalizations-json-map
ونجيناه	وَنَجَّيْنَاهُ	vocalizations-json-map
ونجيناهم	وَنَجَّيْنَاهُمْ	vocalizations-json-map
ونجيناهما	وَنَجَّيْنَاهُمَا	vocalizations-json-map
ونحاس	وَنُحَاسٌ	vocalizations-json-map
ونحشر	وَنَحْشُرُ	vocalizations-json-map
ونحشره	وَنَحْشُرُهُ	vocalizations-json-map
ونحشرهم	وَنَحْشُرُهُمْ	vocalizations-json-map
ونحفظ	وَنَحْفَظُ	vocalizations-json-map
ونحن	وَنَحْنُ	vocalizations-json-map
ونحيا	وَنَحْيَا	vocalizations-json-map
ونخرج	وَنُخْرِجُ	vocalizations-json-map
ونخزا	وَنَخْزَى	vocalizations-json-map
ونخل	وَنَخْلٌ	vocalizations-json-map
ونخلا	وَنَخْلًا	vocalizations-json-map
ونخوفهم	وَنُخَوِّفُهُمْ	vocalizations-json-map
ونخيل	وَنَخِيلٌ	vocalizations-json-map
ونداء	وَنِدَاءً	vocalizations-json-map
وندخلكم	وَنُدْخِلْكُمْ	vocalizations-json-map
وندخلهم	وَنُدْخِلُهُمْ	vocalizations-json-map
ونذر	وَنَذَرَ	vocalizations-json-map
ونذرهم	وَنَذَرُهُمْ	vocalizations-json-map
ونذكرك	وَنَذْكُرَكَ	vocalizations-json-map
ونذير	وَنَذِيرٌ	vocalizations-json-map
ونذيرا	وَنَذِيرًا	vocalizations-json-map
ونذيقه	وَنُذِيقُهُ	vocalizations-json-map
ونراه	وَنَرَاهُ	vocalizations-json-map
ونرتاح	وَنَرْتَاحَ	vocalizations-paired-words
ونرثه	وَنَرِثُهُ	vocalizations-json-map
ونرد	وَنُرَدُّ	vocalizations-json-map
ونري	وَنُرِيَ	vocalizations-json-map
ونريد	وَنُرِيدُ	vocalizations-json-map
ونزداد	وَنَزْدَادُ	vocalizations-json-map
ونزع	وَنَزَعَ	vocalizations-json-map
ونزعنا	وَنَزَعْنَا	vocalizations-json-map
ونزل	وَنُزِّلَ	vocalizations-json-map
ونزلنا	وَنَزَّلْنَا	vocalizations-json-map
ونزلناه	وَنَزَّلْنَاهُ	vocalizations-json-map
ونساء	وَنِسَاءٌ	vocalizations-json-map
ونساءكم	وَنِسَاءَكُمْ	vocalizations-json-map
ونساءنا	وَنِسَاءَنَا	vocalizations-json-map
ونستحيي	وَنَسْتَحْيِي	vocalizations-json-map
ونسرا	وَنَسْرًا	vocalizations-json-map
ونسقيه	وَنُسْقِيَهُ	vocalizations-json-map
ونسكي	وَنُسُكِي	vocalizations-json-map
ونسوا	وَنَسُوا	vocalizations-json-map
ونسوق	وَنَسُوقُ	vocalizations-json-map
ونسوه	وَنَسُوهُ	vocalizations-json-map
ونسي	وَنَسِيَ	vocalizations-json-map
ونشر	وَنَشْرِ	vocalizations-paired-words
ونشرها	وَنَشْرِهَا	vocalizations-paired-words
ونصحت	وَنَصَحْتُ	vocalizations-json-map
ونصرناه	وَنَصَرْنَاهُ	vocalizations-json-map
ونصرناهم	وَنَصَرْنَاهُمْ	vocalizations-json-map
ونصروا	وَنَصَرُوا	vocalizations-json-map
ونصروه	وَنَصَرُوهُ	vocalizations-json-map
ونصفه	وَنِصْفَهُ	vocalizations-json-map
ونصله	وَنُصْلِهِ	vocalizations-json-map
ونصيرا	وَنَصِيرًا	vocalizations-json-map
ونضع	وَنَضَعُ	vocalizations-json-map
ونطبع	وَنَطْبَعُ	vocalizations-json-map
ونطمع	وَنَطْمَعُ	vocalizations-json-map
ونظرا	وَنَظَرًا	vocalizations-paired-words
ونظراءهم	وَنُظَرَائِهِمْ	vocalizations-paired-words
ونظمت	وَنَظَّمَتْ	vocalizations-paired-words
ونعلم	وَنَعْلَمَ	vocalizations-json-map
ونعم	وَنِعْمَ	vocalizations-json-map
ونعمة	وَنَعْمَةٍ	vocalizations-json-map
ونعمه	وَنَعَّمَهُ	vocalizations-json-map
ونعيم	وَنَعِيمٍ	vocalizations-json-map
ونفاقا	وَنِفَاقًا	vocalizations-json-map
ونفت	وَنَفَتْ	vocalizations-paired-words
ونفخ	وَنَفَخَ	vocalizations-json-map
ونفخت	وَنَفَخْتُ	vocalizations-json-map
ونفس	وَنَفْسٍ	vocalizations-json-map
ونفصل	وَنُفَصِّلُ	vocalizations-json-map
ونفضل	وَنُفَضِّلُ	vocalizations-json-map
ونفور	وَنُفُورٍ	vocalizations-json-map
ونقاد	وَنُقَّادٌ	vocalizations-paired-words
ونقدس	وَنُقَدِّسُ	vocalizations-json-map
ونقر	وَنُقِرُّ	vocalizations-json-map
ونقص	وَنَقْصٍ	vocalizations-json-map
ونقل	وَنَقْلُ	vocalizations-paired-words
ونقلب	وَنُقَلِّبُ	vocalizations-json-map
ونقلبهم	وَنُقَلِّبُهُمْ	vocalizations-json-map
ونقلت	وَنَقَلَت	vocalizations-paired-words
ونقول	وَنَقُولُ	vocalizations-json-map
ونكتب	وَنَكْتُبُ	vocalizations-json-map
ونكفر	وَنَكْفُرُ	vocalizations-json-map
ونكون	وَنَكُونَ	vocalizations-json-map
ونلعب	وَنَلْعَبُ	vocalizations-json-map
ونمارق	وَنَمَارِقُ	vocalizations-json-map
ونمد	وَنَمُدُّ	vocalizations-json-map
ونمكن	وَنُمَكِّنَ	vocalizations-json-map
ونمنعكم	وَنَمْنَعْكُمْ	vocalizations-json-map
ونميت	وَنُمِيتُ	vocalizations-json-map
ونمير	وَنَمِيرُ	vocalizations-json-map
وننزل	وَنُنَزِّلُ	vocalizations-json-map
وننشءكم	وَنُنْشِئَكُمْ	vocalizations-json-map
ونها	وَنَهَى	vocalizations-json-map
ونهارا	وَنَهَارًا	vocalizations-json-map
ونهب	وَنَهْبٍ	vocalizations-paired-words
ونهر	وَنَهَرٍ	vocalizations-json-map
ونهوا	وَنَهَوْا	vocalizations-json-map
ونوحا	وَنُوحًا	vocalizations-json-map
ونودوا	وَنُودُوا	vocalizations-json-map
ونور	وَنُورٌ	vocalizations-json-map
ونورهم	وَنُورُهُمْ	vocalizations-json-map
ونوعية	وَنَوْعِيَّةُ	vocalizations-paired-words
ونيجيريا	وَنِيجِيرْيَا	vocalizations-paired-words
ونيسرك	وَنُيَسِّرُكَ	vocalizations-json-map
وهءلاء	وَهَؤُلَاءِ	vocalizations-json-map
وهاجا	وَهَّاجًا	vocalizations-json-map
وهاجروا	وَهَاجَرُوا	vocalizations-json-map
وهارون	وَهَارُونَ	vocalizations-json-map
وهاما	وَهَامًّا	vocalizations-paired-words
وهامان	وَهَامَانَ	vocalizations-json-map
وهب	وَهَبَ	vocalizations-json-map
وهبت	وَهَبَتْ	vocalizations-json-map
وهبنا	وَهَبْنَا	vocalizations-json-map
وهتك	وَهَتْكِ	vocalizations-paired-words
وهدا	وَهَدَى	vocalizations-json-map
وهداه	وَهَدَاهُ	vocalizations-json-map
وهدفين	وَهَدَفَيْنِ	vocalizations-paired-words
وهدوا	وَهُدُوا	vocalizations-json-map
وهديناه	وَهَدَيْنَاهُ	vocalizations-json-map
وهديناهم	وَهَدَيْنَاهُمْ	vocalizations-json-map
وهديناهما	وَهَدَيْنَاهُمَا	vocalizations-json-map
وهذا	وَهَذَا	vocalizations-json-map
وهذه	وَهَذِهِ	vocalizations-json-map
وهزي	وَهُزِّي	vocalizations-json-map
وهكذا	وَهَكَذَا	vocalizations-paired-words
وهل	وَهَلْ	vocalizations-json-map
وهم	وَهَمَّ	vocalizations-json-map
وهما	وَهُمَا	vocalizations-json-map
وهمت	وَهَمَّتْ	vocalizations-json-map
وهموا	وَهَمُّوا	vocalizations-json-map
وهن	وَهَنَ	vocalizations-json-map
وهنا	وَهْنًا	vocalizations-json-map
وهناك	وَهُنَاكَ	vocalizations-paired-words
وهنوا	وَهَنُوا	vocalizations-json-map
وهو	وَهُوَ	vocalizations-json-map
وهي	وَهِيَ	vocalizations-json-map
وهيء	وَهَيِّئْ	vocalizations-json-map
وو	وو	vocalizations-paired-words
وواضح	وَوَاضِحٍ	vocalizations-paired-words
وواعدنا	وَوَاعَدْنَا	vocalizations-json-map
وواعدناكم	وَوَاعَدْنَاكُمْ	vocalizations-json-map
ووالد	وَوَالِدٍ	vocalizations-json-map
ووتش	ووتش	vocalizations-paired-words
ووجد	وَوَجَدَ	vocalizations-json-map
ووجدك	وَوَجَدَكَ	vocalizations-json-map
ووجدوا	وَوَجَدُوا	vocalizations-json-map
ووجه	وَوَجَّهَ	vocalizations-paired-words
ووجوه	وَوُجُوهٌ	vocalizations-json-map
ووحدات	وَوَحَدَاتِ	vocalizations-paired-words
ووحينا	وَوَحْيِنَا	vocalizations-json-map
وودوا	وَوَدُّوا	vocalizations-json-map
وورث	وَوَرِثَ	vocalizations-json-map
وورثه	وَوَرِثَهُ	vocalizations-json-map
وورد	وَوَرَدَ	vocalizations-paired-words
ووري	وُورِيَ	vocalizations-json-map
ووزيرة	وَوَزِيرَةَ	vocalizations-paired-words
ووسط	وَوَسَطُ	vocalizations-paired-words
ووصا	وَوَصَّى	vocalizations-json-map
ووصف	وَوَصَفَ	vocalizations-paired-words
ووصينا	وَوَصَّيْنَا	vocalizations-json-map
ووضع	وَوَضَعَ	vocalizations-json-map
ووضعته	وَوَضَعَتْهُ	vocalizations-json-map
ووضعنا	وَوَضَعْنَا	vocalizations-json-map
ووظيفة	وَوَظِيفَةِ	vocalizations-paired-words
ووعدتكم	وَوَعَدْتُكُمْ	vocalizations-json-map
ووفقا	وَوِفْقًا	vocalizations-paired-words
